dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",64,0,0.03744,0.004105,0.095171,0.441344,0.728462,0.57806
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,15,0.693888,0.003317,5.2651,1.90566,8.00631,7.86797
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,16,0.690304,0.003022,5.24541,1.91283,7.98966,7.85157
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,17,0.688864,0.003381,5.24344,1.9159,7.99229,7.85159
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,18,0.69184,0.003038,5.25282,1.90976,7.99744,7.85746
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",320,19,0.690496,0.003046,5.25397,1.90874,7.99572,7.85625
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,0,1.18842,0.00298,9.52091,3.31162,14.1628,14.0239
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,1,1.18509,0.003195,9.50334,3.30035,14.133,13.992
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,2,1.18349,0.002934,9.50006,3.30445,14.1304,13.9909
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,3,1.17766,0.003091,9.50489,3.31878,14.1438,14.0044
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,4,1.18723,0.002935,9.50071,3.29933,14.1302,13.9902
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,5,1.18816,0.003252,9.50011,3.3065,14.14,13.998
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,6,1.19075,0.002899,9.50655,3.3024,14.1688,14.0026
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,7,1.18755,0.003024,9.50386,3.31674,14.1518,14.0112
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,8,1.18573,0.002941,9.50171,3.30854,14.1385,13.9989
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,9,1.18586,0.002918,9.50315,3.30752,14.1382,13.9994
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,10,1.17926,0.003301,9.49835,3.30342,14.1238,13.9843
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,11,1.17949,0.002962,9.496,3.30854,14.1255,13.987
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,12,1.17952,0.002968,9.50998,3.31571,14.1478,14.0082
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,13,1.1777,0.002924,9.50222,3.31776,14.1403,14.0006
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,14,1.18163,0.00293,9.50481,3.30445,14.1337,13.9938
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,15,1.1863,0.002983,9.5072,3.30342,14.1389,13.9999
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,16,1.18854,0.003234,9.50138,3.30445,14.137,13.9976
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,17,1.18483,0.002933,9.50154,3.29933,14.1316,13.9886
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,18,1.18608,0.002983,9.50152,3.30035,14.1321,13.9909
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",384,19,1.18646,0.003321,9.49777,3.30035,14.1283,13.9879
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",448,0,1.88941,0.002937,15.4883,5.42515,22.9457,22.8057
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",448,1,1.88086,0.003027,15.4702,5.4231,22.9211,22.7772
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",448,2,1.88381,0.002962,15.481,5.40979,22.9188,22.7775
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",448,3,1.87952,0.002871,15.4722,5.42515,22.926,22.7798
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",448,4,1.8809,0.002927,15.4747,5.40774,22.9105,22.7663
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",448,5,1.88045,0.002908,15.4618,5.41901,22.9056,22.7641
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",448,6,1.88227,0.002918,15.4777,5.40365,22.9095,22.7665
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",448,7,1.88051,0.002977,15.4719,5.42208,22.9204,22.7774
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",448,8,1.87773,0.003109,15.4725,5.40467,22.9027,22.758
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",448,9,1.88054,0.002923,15.4949,5.41594,22.9382,22.7943
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",448,10,1.88109,0.003041,15.4754,5.4057,22.9072,22.7652
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",448,11,1.8849,0.002866,15.4767,5.42208,22.9284,22.7866
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",448,12,1.88118,0.002906,15.4857,5.43437,22.9497,22.8041
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",448,13,1.88294,0.003262,15.4783,5.40979,22.9194,22.7743
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",448,14,1.87994,0.002944,15.4781,5.41798,22.9249,22.779
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",448,15,1.87805,0.002921,15.4782,5.41389,22.9151,22.773
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",448,16,1.88339,0.002905,15.4812,5.43949,22.9521,22.807
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",448,17,1.87894,0.002947,15.4665,5.41389,22.9048,22.7623
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",448,18,1.88192,0.003113,15.4668,5.42413,22.9207,22.776
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",448,19,1.88086,0.002924,15.4819,5.41082,22.9198,22.7765
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",512,0,2.76592,0.002928,26.5806,7.61344,37.1059,36.9628
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",512,1,2.75642,0.003212,25.7021,7.5776,36.1813,36.0393
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",512,2,2.75859,0.003267,25.6468,7.55917,36.1093,35.9678
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",512,3,2.7577,0.003286,25.5031,7.58374,35.9907,35.8479
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",512,4,2.75606,0.002936,25.7492,7.56634,36.2146,36.0746
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",512,5,2.75875,0.003005,25.8477,7.57248,36.3222,36.182
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",512,6,2.75446,0.002919,25.6356,7.5561,36.0919,35.9491
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",512,7,2.75616,0.002911,25.6115,7.5776,36.0889,35.9482
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",512,8,2.7569,0.00296,25.5155,7.58272,35.9982,35.8581
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",512,9,2.75744,0.002946,25.8018,7.58989,36.2996,36.1521
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",512,10,2.75709,0.002967,25.6271,7.58374,36.112,35.9709
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",512,11,2.7575,0.002992,25.6505,7.58989,36.1418,36.0008
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",512,12,2.75805,0.002941,25.7208,7.59194,36.2168,36.0737
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",512,13,2.75706,0.002901,25.5141,7.55917,35.9748,35.8332
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",512,14,2.75613,0.003208,25.7528,7.57146,36.2258,36.0836
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",512,15,2.75782,0.003109,25.7208,7.59501,36.2181,36.0767
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",512,16,2.75664,0.003256,25.7123,7.59296,36.206,36.0652
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",512,17,2.75478,0.003189,25.6214,7.59808,36.1181,35.9774
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",512,18,2.75674,0.002977,25.7757,7.57248,36.2508,36.1079
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",512,19,2.75722,0.002984,25.6805,7.58477,36.1696,36.0255
