dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
2,float,uniform,GPU,"N | N | N | N",64,0,0.070656,0,0.062118,0.364544,0.581275,0.497318
2,float,uniform,GPU,"N | N | N | N",64,1,0.023552,0,0.033717,0.013312,0.123664,0.070581
2,float,uniform,GPU,"N | N | N | N",64,2,0.02048,0,0.030401,0.012288,0.112738,0.063169
2,float,uniform,GPU,"N | N | N | N",64,3,0.02048,0,0.029786,0.013312,0.115683,0.063578
2,float,uniform,GPU,"N | N | N | N",64,4,0.02048,0,0.03038,0.013312,0.109345,0.064172
2,float,uniform,GPU,"N | N | N | N",64,5,0.018432,0,0.029761,0.011264,0.107944,0.059457
2,float,uniform,GPU,"N | N | N | N",64,6,0.017408,0,0.037524,0.014336,0.121345,0.069268
2,float,uniform,GPU,"N | N | N | N",64,7,0.019456,0,0.029222,0.012288,0.109463,0.060966
2,float,uniform,GPU,"N | N | N | N",64,8,0.019456,0,0.029962,0.012288,0.109701,0.061706
2,float,uniform,GPU,"N | N | N | N",64,9,0.019456,0,0.029006,0.012288,0.10822,0.06075
2,float,uniform,GPU,"N | N | N | N",64,10,0.019456,0,0.029986,0.012288,0.109346,0.06173
2,float,uniform,GPU,"N | N | N | N",64,11,0.019456,0,0.029679,0.012288,0.109361,0.061423
2,float,uniform,GPU,"N | N | N | N",64,12,0.019456,0,0.029512,0.013312,0.109859,0.06228
2,float,uniform,GPU,"N | N | N | N",64,13,0.019456,0,0.029636,0.011264,0.108554,0.060356
2,float,uniform,GPU,"N | N | N | N",64,14,0.019456,0,0.029179,0.013312,0.108403,0.061947
2,float,uniform,GPU,"N | N | N | N",64,15,0.019456,0,0.029797,0.012288,0.109936,0.061541
2,float,uniform,GPU,"N | N | N | N",64,16,0.02048,0,0.029352,0.012288,0.108536,0.06212
2,float,uniform,GPU,"N | N | N | N",64,17,0.021504,0,0.030109,0.012288,0.193905,0.063901
2,float,uniform,GPU,"N | N | N | N",64,18,0.018432,0,0.030508,0.012288,0.112134,0.061228
2,float,uniform,GPU,"N | N | N | N",64,19,0.018432,0,0.029082,0.012288,0.107726,0.059802
2,float,uniform,GPU,"N | N | N | N",128,0,0.034816,0,0.072851,0.019456,0.180789,0.127123
2,float,uniform,GPU,"N | N | N | N",128,1,0.02048,0,0.058317,0.014336,0.143659,0.093133
2,float,uniform,GPU,"N | N | N | N",128,2,0.018432,0,0.059299,0.012288,0.140953,0.090019
2,float,uniform,GPU,"N | N | N | N",128,3,0.017408,0,0.060089,0.011264,0.139948,0.088761
2,float,uniform,GPU,"N | N | N | N",128,4,0.017408,0,0.060336,0.011264,0.138625,0.089008
2,float,uniform,GPU,"N | N | N | N",128,5,0.016384,0,0.059858,0.011264,0.138488,0.087506
2,float,uniform,GPU,"N | N | N | N",128,6,0.017408,0,0.060143,0.011264,0.139353,0.088815
2,float,uniform,GPU,"N | N | N | N",128,7,0.017408,0,0.061059,0.012288,0.145266,0.090755
2,float,uniform,GPU,"N | N | N | N",128,8,0.021504,0,0.060456,0.012288,0.144813,0.094248
2,float,uniform,GPU,"N | N | N | N",128,9,0.017408,0,0.059873,0.011264,0.139264,0.088545
2,float,uniform,GPU,"N | N | N | N",128,10,0.019456,0,0.060263,0.012288,0.14143,0.092007
2,float,uniform,GPU,"N | N | N | N",128,11,0.016384,0,0.060053,0.013312,0.139938,0.089749
2,float,uniform,GPU,"N | N | N | N",128,12,0.017408,0,0.060794,0.012288,0.140988,0.09049
2,float,uniform,GPU,"N | N | N | N",128,13,0.016384,0,0.064114,0.011264,0.142378,0.091762
2,float,uniform,GPU,"N | N | N | N",128,14,0.016384,0,0.059741,0.013312,0.13948,0.089437
2,float,uniform,GPU,"N | N | N | N",128,15,0.016384,0,0.059583,0.011264,0.138801,0.087231
2,float,uniform,GPU,"N | N | N | N",128,16,0.03584,0,0.081226,0.024576,0.206451,0.141642
2,float,uniform,GPU,"N | N | N | N",128,17,0.017408,0,0.06391,0.012288,0.143591,0.093606
2,float,uniform,GPU,"N | N | N | N",128,18,0.01536,0,0.060508,0.013312,0.138848,0.08918
2,float,uniform,GPU,"N | N | N | N",128,19,0.017408,0,0.059756,0.012256,0.138784,0.08942
2,float,uniform,GPU,"N | N | N | N",192,0,0.024096,0,0.071711,0.024576,0.180933,0.120383
2,float,uniform,GPU,"N | N | N | N",192,1,0.015008,0,0.056588,0.014336,0.142992,0.085932
2,float,uniform,GPU,"N | N | N | N",192,2,0.01456,0,0.056692,0.012288,0.140834,0.08354
2,float,uniform,GPU,"N | N | N | N",192,3,0.013632,0,0.056807,0.012288,0.141183,0.082727
2,float,uniform,GPU,"N | N | N | N",192,4,0.0136,0,0.055969,0.013312,0.13925,0.082881
2,float,uniform,GPU,"N | N | N | N",192,5,0.014752,0,0.05623,0.012288,0.139695,0.08327
2,float,uniform,GPU,"N | N | N | N",192,6,0.013664,0,0.059699,0.013312,0.142259,0.086675
2,float,uniform,GPU,"N | N | N | N",192,7,0.013408,0,0.05629,0.012288,0.137817,0.081986
2,float,uniform,GPU,"N | N | N | N",192,8,0.026944,0,0.056121,0.012288,0.152819,0.095353
2,float,uniform,GPU,"N | N | N | N",192,9,0.01456,0,0.056419,0.013312,0.140495,0.084291
2,float,uniform,GPU,"N | N | N | N",192,10,0.014432,0,0.056351,0.012288,0.140551,0.083071
2,float,uniform,GPU,"N | N | N | N",192,11,0.013984,0,0.055807,0.013312,0.138272,0.083103
2,float,uniform,GPU,"N | N | N | N",192,12,0.013152,0,0.056465,0.013312,0.139681,0.082929
2,float,uniform,GPU,"N | N | N | N",192,13,0.013632,0,0.05598,0.012288,0.138719,0.0819
2,float,uniform,GPU,"N | N | N | N",192,14,0.019872,0,0.055646,0.014336,0.145954,0.089854
2,float,uniform,GPU,"N | N | N | N",192,15,0.0136,0,0.056009,0.012288,0.13834,0.081897
2,float,uniform,GPU,"N | N | N | N",192,16,0.013472,0,0.055882,0.013312,0.137928,0.082666
2,float,uniform,GPU,"N | N | N | N",192,17,0.013792,0,0.055989,0.013312,0.139064,0.083093
2,float,uniform,GPU,"N | N | N | N",192,18,0.015168,0,0.055625,0.011264,0.139596,0.082057
2,float,uniform,GPU,"N | N | N | N",192,19,0.013536,0,0.056163,0.013312,0.138636,0.083011
2,float,uniform,GPU,"N | N | N | N",256,0,0.016768,0,0.065219,0.021504,0.172761,0.103491
2,float,uniform,GPU,"N | N | N | N",256,1,0.019136,0,0.048109,0.014336,0.146749,0.081581
2,float,uniform,GPU,"N | N | N | N",256,2,0.014496,0,0.046478,0.014336,0.140009,0.07531
2,float,uniform,GPU,"N | N | N | N",256,3,0.015168,0,0.04609,0.013312,0.139171,0.07457
2,float,uniform,GPU,"N | N | N | N",256,4,0.01536,0,0.046031,0.012288,0.138656,0.073679
2,float,uniform,GPU,"N | N | N | N",256,5,0.014048,0,0.045414,0.013312,0.137668,0.072774
2,float,uniform,GPU,"N | N | N | N",256,6,0.014368,0,0.045514,0.014336,0.145817,0.074218
2,float,uniform,GPU,"N | N | N | N",256,7,0.01296,0,0.046276,0.013312,0.137711,0.072548
2,float,uniform,GPU,"N | N | N | N",256,8,0.016064,0,0.045866,0.014336,0.139508,0.076266
2,float,uniform,GPU,"N | N | N | N",256,9,0.013728,0,0.046281,0.013312,0.139154,0.073321
2,float,uniform,GPU,"N | N | N | N",256,10,0.013856,0,0.045867,0.013312,0.138883,0.073035
2,float,uniform,GPU,"N | N | N | N",256,11,0.013824,0,0.045871,0.02048,0.144564,0.080175
2,float,uniform,GPU,"N | N | N | N",256,12,0.014688,0,0.046203,0.012288,0.138066,0.073179
2,float,uniform,GPU,"N | N | N | N",256,13,0.014336,0,0.046137,0.012288,0.138402,0.072761
2,float,uniform,GPU,"N | N | N | N",256,14,0.013952,0,0.045758,0.013312,0.139143,0.073022
2,float,uniform,GPU,"N | N | N | N",256,15,0.015392,0,0.046059,0.013312,0.139691,0.074763
2,float,uniform,GPU,"N | N | N | N",256,16,0.017248,0,0.046814,0.013312,0.140887,0.077374
2,float,uniform,GPU,"N | N | N | N",256,17,0.015136,0,0.045415,0.012288,0.138767,0.072839
2,float,uniform,GPU,"N | N | N | N",256,18,0.013888,0,0.046418,0.014336,0.140342,0.074642
2,float,uniform,GPU,"N | N | N | N",256,19,0.015136,0,0.045506,0.013312,0.138675,0.073954
2,float,uniform,GPU,"N | N | N | N",320,0,0.022848,0,0.074395,0.022528,0.199408,0.119771
2,float,uniform,GPU,"N | N | N | N",320,1,0.017984,0,0.056114,0.016384,0.167647,0.090482
2,float,uniform,GPU,"N | N | N | N",320,2,0.01552,0,0.056151,0.01536,0.163877,0.087031
2,float,uniform,GPU,"N | N | N | N",320,3,0.017248,0,0.057198,0.014336,0.164811,0.088782
2,float,uniform,GPU,"N | N | N | N",320,4,0.024032,0,0.05729,0.01536,0.172402,0.096682
2,float,uniform,GPU,"N | N | N | N",320,5,0.016192,0,0.057839,0.013312,0.163602,0.087343
2,float,uniform,GPU,"N | N | N | N",320,6,0.021216,0,0.057387,0.013312,0.169259,0.091915
2,float,uniform,GPU,"N | N | N | N",320,7,0.02416,0,0.056855,0.014336,0.172633,0.095351
2,float,uniform,GPU,"N | N | N | N",320,8,0.024032,0,0.057282,0.01536,0.172684,0.096674
2,float,uniform,GPU,"N | N | N | N",320,9,0.030432,0,0.057092,0.013312,0.177952,0.100836
2,float,uniform,GPU,"N | N | N | N",320,10,0.0248,0,0.057149,0.01536,0.172453,0.097309
2,float,uniform,GPU,"N | N | N | N",320,11,0.023424,0,0.057342,0.01536,0.171793,0.096126
2,float,uniform,GPU,"N | N | N | N",320,12,0.02352,0,0.057144,0.013312,0.17114,0.093976
2,float,uniform,GPU,"N | N | N | N",320,13,0.087744,0,0.056821,0.01536,0.234356,0.159925
2,float,uniform,GPU,"N | N | N | N",320,14,0.024,0,0.058979,0.01536,0.279663,0.098339
2,float,uniform,GPU,"N | N | N | N",320,15,0.023904,0,0.209295,0.01536,0.325934,0.248559
2,float,uniform,GPU,"N | N | N | N",320,16,0.023136,0,0.056629,0.01536,0.175942,0.095125
2,float,uniform,GPU,"N | N | N | N",320,17,0.024416,0,0.056952,0.014336,0.172307,0.095704
2,float,uniform,GPU,"N | N | N | N",320,18,0.021664,0,0.057279,0.013312,0.170838,0.092255
2,float,uniform,GPU,"N | N | N | N",320,19,0.023328,0,0.056595,0.016384,0.171157,0.096307
2,float,uniform,GPU,"N | N | N | N",384,0,0.02368,0,0.126418,0.018432,0.265128,0.16853
2,float,uniform,GPU,"N | N | N | N",384,1,0.021824,0,0.119966,0.017408,0.251422,0.159198
2,float,uniform,GPU,"N | N | N | N",384,2,0.018112,0,0.120062,0.164864,0.397145,0.303038
2,float,uniform,GPU,"N | N | N | N",384,3,0.019456,0,0.16126,0.018432,0.297137,0.199148
2,float,uniform,GPU,"N | N | N | N",384,4,0.020928,0,0.120855,0.014336,0.25014,0.156119
2,float,uniform,GPU,"N | N | N | N",384,5,0.016928,0,0.120186,0.01536,0.246199,0.152474
2,float,uniform,GPU,"N | N | N | N",384,6,0.018208,0,0.120755,0.016384,0.248288,0.155347
2,float,uniform,GPU,"N | N | N | N",384,7,0.017632,0,0.120703,0.014336,0.250446,0.152671
2,float,uniform,GPU,"N | N | N | N",384,8,0.0168,0,0.120478,0.014336,0.245209,0.151614
2,float,uniform,GPU,"N | N | N | N",384,9,0.016992,0,0.119308,0.014336,0.249641,0.150636
2,float,uniform,GPU,"N | N | N | N",384,10,0.018912,0,0.120367,0.01536,0.245983,0.154639
2,float,uniform,GPU,"N | N | N | N",384,11,0.017856,0,0.119681,0.013312,0.244766,0.150849
2,float,uniform,GPU,"N | N | N | N",384,12,0.017856,0,0.120126,0.01536,0.248301,0.153342
2,float,uniform,GPU,"N | N | N | N",384,13,0.016576,0,0.120229,0.014336,0.244764,0.151141
2,float,uniform,GPU,"N | N | N | N",384,14,0.018144,0,0.119853,0.01536,0.245413,0.153357
2,float,uniform,GPU,"N | N | N | N",384,15,0.016928,0,0.120426,0.01536,0.244811,0.152714
2,float,uniform,GPU,"N | N | N | N",384,16,0.0168,0,0.119511,0.01536,0.242933,0.151671
2,float,uniform,GPU,"N | N | N | N",384,17,0.027232,0,0.12085,0.018432,0.260721,0.166514
2,float,uniform,GPU,"N | N | N | N",384,18,0.0176,0,0.119382,0.01536,0.244473,0.152342
2,float,uniform,GPU,"N | N | N | N",384,19,0.015968,0,0.120789,0.014336,0.244865,0.151093
2,float,uniform,GPU,"N | N | N | N",448,0,0.026336,0,0.138684,0.019456,0.2975,0.184476
2,float,uniform,GPU,"N | N | N | N",448,1,0.021952,0,0.133503,0.016384,0.28056,0.171839
2,float,uniform,GPU,"N | N | N | N",448,2,0.024,0,0.133981,0.016384,0.281914,0.174365
