dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",64,0,1.10656,0.003882,0.130906,0.45568,1.81244,1.69703
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,1,23.8091,0.003905,1.37472,0.750592,26.0308,25.9383
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,2,24.1545,0.004318,1.36704,0.753664,26.3734,26.2795
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,3,23.9745,0.003793,1.37373,0.75264,26.1969,26.1046
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,4,23.9876,0.003937,1.37841,0.749568,26.2175,26.1195
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,5,23.7538,0.003941,1.37734,0.751616,25.983,25.8867
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,6,23.8428,0.003928,1.38022,0.750592,26.0709,25.9775
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,7,23.9011,0.003861,1.38148,0.751616,26.1347,26.0381
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,8,23.989,0.004018,1.37157,0.749568,26.214,26.1142
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,9,23.8003,0.003841,1.37533,0.750592,26.0258,25.93
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,10,23.8443,0.004,1.37196,0.751616,26.0704,25.9719
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,11,23.8667,0.003904,1.47042,0.749568,26.1869,26.0906
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,12,23.6168,0.004142,1.37488,0.748544,25.8426,25.7444
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,13,23.9023,0.004149,1.37747,0.751616,26.1353,26.0355
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,14,23.9184,0.004351,1.37371,0.751616,26.1443,26.0481
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,15,23.8699,0.003984,1.37717,0.75264,26.1006,26.0037
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,16,23.9884,0.003938,1.38065,0.751616,26.2192,26.1246
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,17,23.7379,0.004024,1.37702,0.748544,25.9592,25.8674
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,18,24.124,0.004233,1.37398,0.750592,26.3466,26.2528
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,19,23.8886,0.004158,1.37391,0.753664,26.1126,26.0204
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,0,55.7553,0.003141,3.37064,1.72544,60.9516,60.8545
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,1,55.903,0.002907,3.31578,1.72032,61.0309,60.942
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,2,56.0326,0.0031,3.32371,1.71827,61.1688,61.0777
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,3,55.6704,0.00289,3.32919,1.71827,60.8055,60.7208
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,4,55.8244,0.003287,3.32631,1.7193,60.9643,60.8733
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,5,55.6724,0.003083,3.33203,1.7193,60.8123,60.7268
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,6,56.3477,0.002938,3.33088,1.71827,61.4916,61.3998
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,7,56.8349,0.002852,3.32016,1.72134,61.9688,61.8792
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,8,56.522,0.002999,3.33172,1.71725,61.6647,61.574
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,9,56.358,0.003045,3.32368,1.7193,61.4903,61.404
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,10,56.2446,0.003245,3.33083,1.7193,61.3883,61.298
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,11,56.0877,0.002925,3.33276,1.72032,61.2308,61.1437
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,12,55.2805,0.002946,3.34476,1.7193,60.4343,60.3475
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,13,55.5144,0.003663,3.32756,1.72134,60.6592,60.567
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,14,55.6718,0.003067,3.31317,1.71725,60.7946,60.7053
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,15,55.747,0.002884,3.34787,1.7193,60.9023,60.817
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,16,55.8895,0.002997,3.34338,1.72032,61.0516,60.9562
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,17,56.8787,0.004292,3.36571,1.73261,62.0837,61.9813
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,18,56.1034,0.003179,3.32929,1.72032,61.2485,61.1562
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",256,19,56.3174,0.002903,3.32959,1.7193,61.4554,61.3692
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,0,107.571,0.002941,7.79723,3.43654,118.899,118.807
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,1,109.365,0.003448,7.78475,3.43347,120.68,120.587
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,2,107.312,0.002871,7.7751,3.43654,118.619,118.527
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,3,107.028,0.002818,7.78783,3.43245,118.34,118.251
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,4,108.138,0.002823,7.78045,3.43859,119.451,119.36
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,5,107.902,0.003118,7.76719,3.42733,119.193,119.1
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,6,107.377,0.002852,7.7767,3.44576,118.696,118.602
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,7,107.095,0.002839,7.77475,3.4345,118.399,118.307
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,8,108.216,0.003037,7.77931,3.43142,119.519,119.429
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,9,108.794,0.002918,7.77833,3.4304,120.095,120.006
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,10,108.602,0.003151,7.77792,3.42221,119.892,119.806
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,11,107.575,0.003272,7.79375,3.43859,118.901,118.811
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,12,108.102,0.002902,7.7706,3.42733,119.393,119.303
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,13,106.54,0.002909,7.78343,3.42835,117.844,117.754
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,14,107.508,0.002896,7.77387,3.42938,118.804,118.714
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,15,107.567,0.003258,7.77423,3.4304,118.864,118.775
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,16,107.328,0.003062,7.78805,3.43245,118.642,118.552
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,17,107.895,0.002838,7.78282,3.44269,119.216,119.124
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,18,106.387,0.002914,7.7732,3.42323,117.693,117.586
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",320,19,106.829,0.002841,7.76637,3.4304,118.115,118.028
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,0,229.789,0.002783,14.1457,5.92691,249.959,249.864
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,1,229.384,0.002733,13.8227,5.92998,249.23,249.14
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,2,229.661,0.003107,13.6854,5.9351,249.374,249.284
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,3,229.303,0.00273,13.4638,5.95149,248.809,248.721
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,4,230.066,0.002734,13.3804,5.94227,249.482,249.392
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,5,229.981,0.002769,13.1485,5.9607,249.183,249.093
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,6,228.968,0.003115,13.1522,5.95046,248.168,248.074
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,7,228.545,0.003142,13.1797,5.94842,247.765,247.676
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,8,228.212,0.00282,13.2173,5.96378,247.485,247.396
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,9,231.126,0.002788,13.173,5.98118,250.372,250.283
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,10,229.3,0.002979,13.2298,5.96173,248.585,248.495
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,11,230.848,0.003101,13.2034,5.9648,250.107,250.019
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,12,230.338,0.002718,13.2404,5.96275,249.631,249.544
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,13,229.68,0.002772,13.1601,5.94842,248.88,248.791
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,14,230.72,0.002741,13.0234,5.95354,249.784,249.699
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,15,231.498,0.003101,12.9979,5.97914,250.634,250.478
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,16,228.183,0.00315,13.0054,5.98323,247.262,247.175
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,17,230.919,0.002813,12.9999,5.98323,249.993,249.905
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,18,232.515,0.002742,13.0268,5.97606,251.607,251.521
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",384,19,227.719,0.002972,13.0806,5.97094,246.862,246.773
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",448,0,294.486,0.002917,30.32,9.53242,334.437,334.342
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",448,1,298.313,0.002924,30.2955,9.55699,338.257,338.168
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",448,2,294.72,0.002882,30.3033,9.53242,334.655,334.558
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",448,3,295.177,0.002929,30.3009,9.52115,335.092,335.002
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",448,4,294.794,0.002876,30.3009,9.56109,334.749,334.659
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",448,5,297.228,0.003097,30.3148,9.53139,337.166,337.077
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",448,6,298.79,0.002832,30.2985,9.52013,338.705,338.612
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",448,7,294.749,0.002941,30.3086,9.54163,334.693,334.602
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",448,8,299.126,0.002871,30.3018,9.53651,339.056,338.968
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",448,9,292.023,0.002817,30.2926,9.53139,331.936,331.85
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",448,10,291.584,0.002871,30.3009,9.54778,331.524,331.436
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",448,11,291.621,0.002864,30.3027,9.53037,331.54,331.457
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",448,12,291.783,0.002885,30.301,9.53754,331.71,331.624
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",448,13,296.412,0.003066,30.3158,9.55597,336.374,336.287
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",448,14,294.08,0.002854,30.3083,9.53139,334.011,333.922
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",448,15,295.02,0.002988,30.2993,9.55699,334.968,334.88
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",448,16,297.335,0.002778,30.304,9.52525,337.255,337.167
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",448,17,296.535,0.003095,30.3093,9.5447,336.48,336.392
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",448,18,294.449,0.002879,30.2977,9.5488,334.387,334.298
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",448,19,295.895,0.002951,30.3095,9.53754,335.832,335.745
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",512,0,439.551,0.00309,56.316,14.1619,510.122,510.032
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",512,1,441.494,0.002841,57.0223,14.1722,512.79,512.692
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",512,2,444.108,0.002881,57.9079,14.1947,516.306,516.214
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",512,3,446.869,0.00278,56.7582,14.167,517.89,517.797
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",512,4,439.714,0.00304,57.0109,14.1548,510.975,510.883
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",512,5,444.481,0.003145,56.3406,14.1988,515.118,515.024
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",512,6,441.327,0.002966,56.9209,14.1752,512.517,512.427
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",512,7,436.891,0.002984,56.384,14.1619,507.531,507.44
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",512,8,439.517,0.002771,57.4114,14.1885,511.23,511.12
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",512,9,439.717,0.003192,56.0819,14.1916,510.084,509.994
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",512,10,443.031,0.002987,56.5415,14.1701,513.837,513.746
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",512,11,438.124,0.002876,56.6283,14.1763,509.022,508.932
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",512,12,442.767,0.002851,56.5389,14.1834,513.584,513.492
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",512,13,442.76,0.003152,57.1176,14.1855,514.156,514.066
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",512,14,444.245,0.002864,56.5798,14.1763,515.095,515.004
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",512,15,440.005,0.002982,56.5056,14.2029,510.807,510.717
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",512,16,442.892,0.002832,57.6258,14.1568,514.768,514.677
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",512,17,441.125,0.00315,57.1643,14.2019,512.585,512.494
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",512,18,441.386,0.003028,56.5439,14.1711,512.195,512.104
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",512,19,442.515,0.003196,56.6634,14.1527,513.426,513.334
