dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,0,0.046752,0.005799,0.069811,0.136192,0.624597,0.258554
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,9,0.106432,0.00361,0.219112,0.111616,0.787561,0.44077
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,10,0.10736,0.003709,0.220715,0.109568,0.786255,0.441352
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,11,0.107744,0.003791,0.222223,0.111616,0.78487,0.445374
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,12,0.108064,0.003925,0.222322,0.110592,0.81257,0.444903
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,13,0.110144,0.003688,0.219833,0.109568,0.780411,0.443233
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,14,0.106368,0.00368,0.220598,0.108544,0.777819,0.43919
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,15,0.108608,0.003826,0.220326,0.111616,0.782016,0.444376
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,16,0.108256,0.004011,0.223203,0.109568,0.788682,0.445038
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,17,0.10528,0.003691,0.222239,0.113664,0.785684,0.444874
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,18,0.111584,0.004498,0.220645,0.111616,0.786935,0.448343
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,19,0.108256,0.00372,0.219408,0.109568,0.77958,0.440952
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,0,0.316032,0.003751,0.717697,0.206848,1.87664,1.24433
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,1,0.307424,0.004187,0.682935,0.205824,1.8312,1.20037
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,2,0.308928,0.003796,0.676646,0.206848,1.81594,1.19622
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,3,0.307008,0.003725,0.682058,0.205824,1.82697,1.19861
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,4,0.307584,0.003456,0.674866,0.203776,1.81052,1.18968
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,5,0.316352,0.004015,0.680635,0.203776,1.85774,1.20478
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,6,0.307776,0.003758,0.678517,0.203776,1.82128,1.19383
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,7,0.312384,0.003733,0.677406,0.2048,1.82105,1.19832
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,8,0.312384,0.003718,0.686681,0.2048,1.83418,1.20758
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,9,0.309504,0.003692,0.683057,0.203776,1.82783,1.20003
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,10,0.306464,0.003832,0.677439,0.2048,1.81749,1.19254
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,11,0.308576,0.004271,0.683999,0.202752,1.83533,1.1996
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,12,0.307968,0.003705,0.683851,0.202752,1.82123,1.19828
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,13,0.305376,0.003722,0.682083,0.205824,1.82985,1.19701
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,14,0.308288,0.003976,0.681351,0.201728,1.81837,1.19534
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,15,0.314144,0.00374,0.679199,0.205824,1.82925,1.20291
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,16,0.31024,0.003698,0.676447,0.202752,1.81449,1.19314
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,17,0.309472,0.003848,0.682608,0.205824,1.82997,1.20175
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,18,0.315488,0.004097,0.681562,0.2048,1.83091,1.20595
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,19,0.31072,0.003733,0.682876,0.203776,1.82444,1.2011
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,0,0.703616,0.00304,1.72518,0.395264,4.2228,2.8271
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,1,0.703328,0.002754,1.67237,0.396288,4.16821,2.77474
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,2,0.703872,0.002828,1.67316,0.39424,4.16064,2.7741
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,3,0.701984,0.002842,1.69392,0.392192,4.17058,2.79094
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,4,0.700896,0.002757,1.67862,0.392192,4.15302,2.77446
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,5,0.702848,0.002772,1.67805,0.39936,4.17411,2.78303
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,6,0.701088,0.00275,1.68733,0.396288,4.16822,2.78745
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,7,0.702432,0.002803,1.67708,0.405504,4.16876,2.78781
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,8,0.70384,0.002766,1.66372,0.39936,4.14888,2.76969
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,9,0.700928,0.002811,1.67996,0.395264,4.16389,2.77896
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,10,0.703296,0.002994,1.68687,0.395264,4.17193,2.78842
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,11,0.707168,0.00283,1.67698,0.396288,4.17766,2.78326
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,12,0.703328,0.002779,1.67423,0.395264,4.16756,2.7756
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,13,0.708576,0.002822,1.67886,0.397312,4.17318,2.78757
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,14,0.703136,0.002811,1.67386,0.40448,4.15181,2.78429
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,15,0.701824,0.002882,1.67802,0.405504,4.17663,2.78823
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,16,0.705248,0.002997,1.67403,0.4096,4.17751,2.79187
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,17,0.70752,0.002873,1.67373,0.396288,4.17667,2.78041
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,18,0.699488,0.002726,1.66974,0.397312,4.17112,2.76926
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,19,0.702048,0.002822,1.68969,0.39424,4.17376,2.7888
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,0,1.36714,0.002794,3.50461,0.70656,8.20094,5.5811
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,1,1.36896,0.002885,3.50262,0.70656,8.18521,5.58102
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,2,1.37069,0.002783,3.49029,0.704512,8.16864,5.56828
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,3,1.36528,0.002789,3.49674,0.704512,8.18781,5.56932
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,4,1.36483,0.00281,3.49517,0.707584,8.1763,5.57039
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,5,1.36573,0.002835,3.49461,0.697344,8.16526,5.56052
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,6,1.36646,0.002806,3.48919,0.703488,8.18222,5.56195
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,7,1.36202,0.003108,3.50444,0.707584,8.17932,5.57714
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,8,1.36406,0.003085,3.49035,0.703488,8.16838,5.56099
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,9,1.36403,0.00284,3.4908,0.70656,8.18805,5.56424
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,10,1.36237,0.002806,3.49529,0.704512,8.1832,5.56498
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,11,1.3649,0.002931,3.50077,0.705536,8.19048,5.57414
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,12,1.36499,0.002798,3.49652,0.709632,8.19139,5.57394
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,13,1.36486,0.002763,3.49061,0.709632,8.17739,5.56787
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,14,1.3633,0.002763,3.49967,0.70656,8.18591,5.57229
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,15,1.36608,0.002761,3.49277,0.707584,8.17168,5.5692
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,16,1.36147,0.002861,3.49276,0.707584,8.17239,5.56467
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,17,1.36205,0.002769,3.49258,0.704512,8.17507,5.56191
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,18,1.5112,0.006994,3.73094,0.703488,10.2699,5.95262
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,19,1.3639,0.003116,3.49294,0.70656,8.17012,5.56652
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,0,2.42544,0.002633,5.98073,1.41619,14.086,9.82499
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,1,2.41395,0.002799,5.93765,1.40902,14.02,9.76343
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,2,2.4535,0.002818,6.39929,1.4551,14.6205,10.3107
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,3,2.4601,0.00277,6.38645,1.44589,14.5852,10.2952
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,4,2.45747,0.002771,6.40731,1.45203,14.596,10.3196
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,5,2.46061,0.002837,6.38793,1.44486,14.5963,10.2962
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,6,2.45949,0.002784,6.39494,1.44486,14.5832,10.3021
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,7,2.45846,0.002793,6.39299,1.44282,14.5742,10.2971
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,8,2.45722,0.00277,6.40327,1.44486,14.6124,10.3081
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,9,2.45747,0.002688,6.39557,1.45203,14.5927,10.3078
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,10,2.4585,0.00273,6.39859,1.44896,14.6148,10.3088
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,11,2.45939,0.002803,6.37649,1.45203,14.5894,10.2907
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,12,2.4568,0.002781,6.39773,1.43974,14.578,10.2971
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,13,2.45517,0.002818,6.39746,1.45203,14.6057,10.3075
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,14,2.45702,0.003143,6.39688,1.45306,14.5982,10.3101
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,15,2.4576,0.002756,6.39287,1.44794,14.6027,10.3012
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,16,2.45734,0.002742,6.39251,1.44691,14.5923,10.2995
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,17,2.45834,0.002848,6.40159,1.42746,14.5669,10.2902
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,18,2.45811,0.002781,6.38396,1.45408,14.6161,10.2989
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,19,2.4575,0.002815,6.39159,1.4295,14.5713,10.2814
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,0,3.80054,0.002634,11.3842,2.10227,24.2272,17.2896
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,1,3.77856,0.002678,11.1848,2.09306,23.9233,17.0591
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,2,3.77427,0.002665,11.1845,2.11149,23.9658,17.0729
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,3,3.7521,0.002684,10.788,2.0777,23.4947,16.6205
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,4,3.75008,0.002636,10.7727,2.08794,23.4782,16.6134
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,5,3.75043,0.002709,10.7868,2.07053,23.4669,16.6104
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,6,3.75178,0.002948,10.7884,2.09613,23.5161,16.6393
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,7,3.75379,0.002701,10.7847,2.07872,23.4914,16.62
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,8,3.75622,0.002643,10.7864,2.09306,23.4605,16.6383
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,9,3.75245,0.002941,10.7855,2.07565,23.4903,16.6165
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,10,3.75261,0.002676,10.7865,2.08077,23.4876,16.6226
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,11,3.75123,0.002851,10.784,2.07462,23.461,16.6127
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,12,3.75302,0.002653,10.7818,2.08179,23.4807,16.6193
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,13,3.75878,0.002656,10.774,2.0777,23.462,16.6131
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,14,3.75686,0.002654,10.7716,2.07565,23.4777,16.6068
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,15,3.75136,0.002681,10.7773,2.09306,23.5247,16.6244
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,16,3.76176,0.002645,10.7765,2.08179,23.4651,16.6227
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,17,3.75469,0.002767,10.7743,2.06746,23.4562,16.5992
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,18,3.75024,0.002648,10.7823,2.07053,23.443,16.6058
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,19,3.75414,0.002727,10.7793,2.09306,23.4925,16.6293
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,0,5.54701,0.002663,16.7574,5.29818,44.4423,27.6052
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,1,5.5383,0.002765,16.9533,5.39853,44.6443,27.8929
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,2,5.5321,0.002683,16.9616,5.28179,44.6131,27.7781
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,3,5.53616,0.002647,16.9066,5.28589,43.3572,27.7313
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,4,5.53882,0.002648,16.9289,5.2736,44.7007,27.744
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,5,5.53584,0.00275,16.8824,5.2009,44.4442,27.6219
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,6,5.5335,0.00264,16.976,5.31968,44.0397,27.8319
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,7,5.53488,0.002699,16.8783,5.35859,44.4765,27.7744
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,8,5.53114,0.002683,16.9886,5.28179,44.8141,27.8042
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,9,5.53421,0.002686,17.0108,5.33606,44.6555,27.8837
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,10,5.53597,0.002665,16.9618,5.34118,44.9751,27.8416
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,11,5.5312,0.002738,17.0192,5.17939,44.554,27.7325
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,12,5.53389,0.002651,16.9689,5.2777,43.9391,27.7831
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,13,5.5327,0.002694,17.0018,5.4057,44.7257,27.9429
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,14,5.53744,0.002647,16.9323,5.29306,44.5067,27.7654
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,15,5.53808,0.002638,16.9971,5.36064,44.1033,27.8984
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,16,5.53741,0.002631,16.945,5.39546,43.5485,27.8805
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,17,5.53309,0.002699,16.9412,5.36781,44.5502,27.8448
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,18,5.53462,0.002642,16.9673,5.28384,44.3744,27.7885
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,19,5.53411,0.002688,16.8878,5.18349,44.6892,27.6081
