dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,double,uniform,CPU,"D | N",64,0,0.057248,0,0.075428,0.365568,0.591099,0.498244
1,double,uniform,CPU,"D | N",192,0,0.03712,0,0.042044,0.019456,0.165431,0.09862
1,double,uniform,CPU,"D | N",192,1,0.031616,0,0.029919,0.01536,0.131241,0.076895
1,double,uniform,CPU,"D | N",192,2,0.029536,0,0.028898,0.013312,0.123529,0.071746
1,double,uniform,CPU,"D | N",192,3,0.027712,0,0.02865,0.014336,0.122721,0.070698
1,double,uniform,CPU,"D | N",192,4,0.028128,0,0.028692,0.013312,0.121473,0.070132
1,double,uniform,CPU,"D | N",192,5,0.02768,0,0.028681,0.013312,0.120813,0.069673
1,double,uniform,CPU,"D | N",192,6,0.02624,0,0.028035,0.011264,0.118686,0.065539
1,double,uniform,CPU,"D | N",192,7,0.026656,0,0.028468,0.012288,0.119393,0.067412
1,double,uniform,CPU,"D | N",192,8,0.028192,0,0.02811,0.016384,0.123376,0.072686
1,double,uniform,CPU,"D | N",192,9,0.027008,0,0.028536,0.012288,0.118513,0.067832
1,double,uniform,CPU,"D | N",192,10,0.026048,0,0.027712,0.012288,0.117077,0.066048
1,double,uniform,CPU,"D | N",192,11,0.028704,0,0.029624,0.013312,0.122555,0.07164
1,double,uniform,CPU,"D | N",192,12,0.026752,0,0.027932,0.011264,0.118817,0.065948
1,double,uniform,CPU,"D | N",192,13,0.026528,0,0.028067,0.012288,0.118629,0.066883
1,double,uniform,CPU,"D | N",192,14,0.026016,0,0.028916,0.011264,0.119193,0.066196
1,double,uniform,CPU,"D | N",192,15,0.027424,0,0.028268,0.016384,0.12362,0.072076
1,double,uniform,CPU,"D | N",192,16,0.026272,0,0.02831,0.012288,0.125192,0.06687
1,double,uniform,CPU,"D | N",192,17,0.027488,0,0.027799,0.013312,0.120692,0.068599
1,double,uniform,CPU,"D | N",192,18,0.02864,0,0.027876,0.012288,0.120808,0.068804
1,double,uniform,CPU,"D | N",192,19,0.143296,0,0.028407,0.012288,0.234772,0.183991
1,double,uniform,CPU,"D | N",256,0,0.036864,0,0.040134,0.024576,0.162116,0.101574
1,double,uniform,CPU,"D | N",256,1,0.028512,0,0.029232,0.01536,0.12961,0.073104
1,double,uniform,CPU,"D | N",256,2,0.02736,0,0.026964,0.013312,0.12027,0.067636
1,double,uniform,CPU,"D | N",256,3,0.029696,0,0.028904,0.013312,0.125551,0.071912
1,double,uniform,CPU,"D | N",256,4,0.026176,0,0.027508,0.011264,0.118367,0.064948
1,double,uniform,CPU,"D | N",256,5,0.027744,0,0.026357,0.014336,0.119061,0.068437
1,double,uniform,CPU,"D | N",256,6,0.02656,0,0.026212,0.014336,0.11893,0.067108
1,double,uniform,CPU,"D | N",256,7,0.026848,0,0.026571,0.01536,0.121032,0.068779
1,double,uniform,CPU,"D | N",256,8,0.027392,0,0.027185,0.011264,0.11766,0.065841
1,double,uniform,CPU,"D | N",256,9,0.026592,0,0.027013,0.011264,0.116681,0.064869
1,double,uniform,CPU,"D | N",256,10,0.028,0,0.027031,0.012288,0.11808,0.067319
1,double,uniform,CPU,"D | N",256,11,0.026144,0,0.026899,0.012288,0.117223,0.065331
1,double,uniform,CPU,"D | N",256,12,0.027104,0,0.02659,0.012288,0.117117,0.065982
1,double,uniform,CPU,"D | N",256,13,0.02592,0,0.02669,0.013312,0.117124,0.065922
1,double,uniform,CPU,"D | N",256,14,0.02768,0,0.026722,0.011264,0.118117,0.065666
1,double,uniform,CPU,"D | N",256,15,0.02704,0,0.026917,0.011264,0.116861,0.065221
1,double,uniform,CPU,"D | N",256,16,0.027296,0,0.02736,0.012288,0.118466,0.066944
1,double,uniform,CPU,"D | N",256,17,0.028704,0,0.026507,0.018432,0.124103,0.073643
1,double,uniform,CPU,"D | N",256,18,0.03296,0,0.026449,0.012288,0.122236,0.071697
1,double,uniform,CPU,"D | N",256,19,0.027392,0,0.026691,0.012288,0.117363,0.066371
1,double,uniform,CPU,"D | N",320,0,0.03648,0,0.03987,0.019456,0.158762,0.095806
1,double,uniform,CPU,"D | N",320,1,0.028768,0,0.029944,0.014336,0.128043,0.073048
1,double,uniform,CPU,"D | N",320,2,0.029152,0,0.028966,0.012288,0.124749,0.070406
1,double,uniform,CPU,"D | N",320,3,0.028096,0,0.02776,0.014336,0.121496,0.070192
1,double,uniform,CPU,"D | N",320,4,0.026656,0,0.027886,0.013312,0.120421,0.067854
1,double,uniform,CPU,"D | N",320,5,0.027104,0,0.027722,0.013312,0.119222,0.068138
1,double,uniform,CPU,"D | N",320,6,0.027712,0,0.027693,0.012288,0.119576,0.067693
1,double,uniform,CPU,"D | N",320,7,0.027456,0,0.027502,0.013312,0.120161,0.06827
1,double,uniform,CPU,"D | N",320,8,0.026688,0,0.027346,0.014336,0.118818,0.06837
1,double,uniform,CPU,"D | N",320,9,0.0336,0,0.027229,0.013312,0.125761,0.074141
1,double,uniform,CPU,"D | N",320,10,0.027264,0,0.027357,0.012288,0.118459,0.066909
1,double,uniform,CPU,"D | N",320,11,0.027936,0,0.027527,0.013312,0.119864,0.068775
1,double,uniform,CPU,"D | N",320,12,0.026912,0,0.028527,0.012288,0.119203,0.067727
1,double,uniform,CPU,"D | N",320,13,0.027008,0,0.027637,0.012288,0.119027,0.066933
1,double,uniform,CPU,"D | N",320,14,0.026304,0,0.027831,0.013312,0.118619,0.067447
1,double,uniform,CPU,"D | N",320,15,0.026848,0,0.027879,0.011264,0.118749,0.065991
1,double,uniform,CPU,"D | N",320,16,0.02752,0,0.027763,0.011264,0.119746,0.066547
1,double,uniform,CPU,"D | N",320,17,0.02704,0,0.028132,0.012288,0.119185,0.06746
1,double,uniform,CPU,"D | N",320,18,0.0272,0,0.027417,0.011264,0.119236,0.065881
1,double,uniform,CPU,"D | N",320,19,0.027296,0,0.027648,0.012288,0.119568,0.067232
1,double,uniform,CPU,"D | N",384,0,0.043808,0,0.047232,0.026624,0.190809,0.117664
1,double,uniform,CPU,"D | N",384,1,0.032384,0,0.032071,0.01536,0.135854,0.079815
1,double,uniform,CPU,"D | N",384,2,0.029504,0,0.030129,0.013312,0.126799,0.072945
1,double,uniform,CPU,"D | N",384,3,0.028576,0,0.029513,0.012288,0.124288,0.070377
1,double,uniform,CPU,"D | N",384,4,0.029376,0,0.02979,0.014336,0.126712,0.073502
1,double,uniform,CPU,"D | N",384,5,0.027936,0,0.029915,0.013312,0.347199,0.071163
1,double,uniform,CPU,"D | N",384,6,0.027904,0,0.029666,0.014336,0.122673,0.071906
1,double,uniform,CPU,"D | N",384,7,0.027168,0,0.029088,0.012288,0.121464,0.068544
1,double,uniform,CPU,"D | N",384,8,0.028,0,0.030068,0.011264,0.121984,0.069332
1,double,uniform,CPU,"D | N",384,9,0.028,0,0.030173,0.012288,0.124842,0.070461
1,double,uniform,CPU,"D | N",384,10,0.026752,0,0.029257,0.012288,0.120712,0.068297
1,double,uniform,CPU,"D | N",384,11,0.027328,0,0.029973,0.01536,0.124676,0.072661
1,double,uniform,CPU,"D | N",384,12,0.028832,0,0.030054,0.012288,0.124485,0.071174
1,double,uniform,CPU,"D | N",384,13,0.028544,0,0.029234,0.013312,0.121432,0.07109
1,double,uniform,CPU,"D | N",384,14,0.027744,0,0.029691,0.012288,0.120485,0.069723
1,double,uniform,CPU,"D | N",384,15,0.028,0,0.029781,0.012288,0.122145,0.070069
1,double,uniform,CPU,"D | N",384,16,0.032224,0,0.029457,0.013312,0.125194,0.074993
1,double,uniform,CPU,"D | N",384,17,0.027936,0,0.029525,0.012288,0.121764,0.069749
1,double,uniform,CPU,"D | N",384,18,0.029888,0,0.029388,0.011264,0.123657,0.07054
1,double,uniform,CPU,"D | N",384,19,0.027424,0,0.029301,0.012288,0.121278,0.069013
1,double,uniform,CPU,"D | N",448,0,0.037888,0,0.038485,0.02048,0.16364,0.096853
1,double,uniform,CPU,"D | N",448,1,0.043552,0,0.037503,0.021504,0.16963,0.102559
1,double,uniform,CPU,"D | N",448,2,0.035456,0,0.031629,0.018432,0.14372,0.085517
1,double,uniform,CPU,"D | N",448,3,0.033376,0,0.03089,0.02048,0.147134,0.084746
1,double,uniform,CPU,"D | N",448,4,0.033504,0,0.032021,0.01536,0.139201,0.080885
1,double,uniform,CPU,"D | N",448,5,0.032288,0,0.029931,0.014336,0.132206,0.076555
1,double,uniform,CPU,"D | N",448,6,0.032416,0,0.029573,0.01536,0.132256,0.077349
1,double,uniform,CPU,"D | N",448,7,0.032544,0,0.028952,0.01536,0.13118,0.076856
1,double,uniform,CPU,"D | N",448,8,0.031328,0,0.029805,0.014336,0.129684,0.075469
1,double,uniform,CPU,"D | N",448,9,0.0304,0,0.029077,0.014336,0.129182,0.073813
1,double,uniform,CPU,"D | N",448,10,0.0336,0,0.029642,0.014336,0.137801,0.077578
1,double,uniform,CPU,"D | N",448,11,0.030592,0,0.028481,0.01536,0.126831,0.074433
1,double,uniform,CPU,"D | N",448,12,0.029056,0,0.028963,0.012288,0.124967,0.070307
1,double,uniform,CPU,"D | N",448,13,0.030336,0,0.028395,0.014336,0.125208,0.073067
1,double,uniform,CPU,"D | N",448,14,0.030016,0,0.028904,0.013312,0.126726,0.072232
1,double,uniform,CPU,"D | N",448,15,0.029056,0,0.027726,0.013312,0.123385,0.070094
1,double,uniform,CPU,"D | N",448,16,0.029888,0,0.027829,0.018432,0.128563,0.076149
1,double,uniform,CPU,"D | N",448,17,0.028512,0,0.02835,0.013312,0.122624,0.070174
1,double,uniform,CPU,"D | N",448,18,0.030848,0,0.028015,0.013312,0.12429,0.072175
1,double,uniform,CPU,"D | N",448,19,0.04496,0,0.028496,0.012288,0.139463,0.085744
1,double,uniform,CPU,"D | N",512,0,0.036608,0,0.040203,0.02048,0.156618,0.097291
1,double,uniform,CPU,"D | N",512,1,0.029888,0,0.02947,0.014336,0.127381,0.073694
1,double,uniform,CPU,"D | N",512,2,0.029376,0,0.034477,0.013312,0.12766,0.077165
1,double,uniform,CPU,"D | N",512,3,0.029312,0,0.027647,0.013312,0.119973,0.070271
1,double,uniform,CPU,"D | N",512,4,0.02848,0,0.027606,0.012288,0.11901,0.068374
1,double,uniform,CPU,"D | N",512,5,0.027936,0,0.026731,0.012288,0.118293,0.066955
1,double,uniform,CPU,"D | N",512,6,0.0288,0,0.026844,0.012288,0.117969,0.067932
1,double,uniform,CPU,"D | N",512,7,0.028704,0,0.026874,0.013312,0.119118,0.06889
1,double,uniform,CPU,"D | N",512,8,0.027712,0,0.027339,0.016384,0.12236,0.071435
1,double,uniform,CPU,"D | N",512,9,0.02864,0,0.027176,0.011264,0.119316,0.06708
1,double,uniform,CPU,"D | N",512,10,0.027456,0,0.026949,0.011264,0.117805,0.065669
1,double,uniform,CPU,"D | N",512,11,0.027712,0,0.026684,0.013312,0.117917,0.067708
1,double,uniform,CPU,"D | N",512,12,0.02848,0,0.026594,0.013312,0.124967,0.068386
1,double,uniform,CPU,"D | N",512,13,0.027232,0,0.026765,0.01024,0.116973,0.064237
1,double,uniform,CPU,"D | N",512,14,0.027552,0,0.027458,0.013312,0.117849,0.068322
1,double,uniform,CPU,"D | N",512,15,0.028224,0,0.027062,0.016384,0.122081,0.07167
1,double,uniform,CPU,"D | N",512,16,0.027424,0,0.02745,0.013312,0.118947,0.068186
1,double,uniform,CPU,"D | N",512,17,0.030336,0,0.026815,0.014336,0.120817,0.071487
1,double,uniform,CPU,"D | N",512,18,0.02736,0,0.026748,0.012288,0.117742,0.066396
1,double,uniform,CPU,"D | N",512,19,0.02848,0,0.027124,0.012288,0.117929,0.067892
