dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,double,uniform,GPU,"N | N",64,0,0.075776,0,0.047736,0.365568,0.575596,0.48908
1,double,uniform,GPU,"N | N",192,13,0.018432,0,0.038961,0.011264,0.119551,0.068657
1,double,uniform,GPU,"N | N",192,14,0.019456,0,0.03455,0.013312,0.114717,0.067318
1,double,uniform,GPU,"N | N",192,15,0.019456,0,0.034909,0.013312,0.116025,0.067677
1,double,uniform,GPU,"N | N",192,16,0.019456,0,0.034652,0.011264,0.13023,0.065372
1,double,uniform,GPU,"N | N",192,17,0.019456,0,0.034795,0.012288,0.117346,0.066539
1,double,uniform,GPU,"N | N",192,18,0.019456,0,0.034691,0.012288,0.114492,0.066435
1,double,uniform,GPU,"N | N",192,19,0.018432,0,0.034534,0.011264,0.112965,0.06423
1,double,uniform,GPU,"N | N",256,0,0.029696,0,0.042239,0.018432,0.146476,0.090367
1,double,uniform,GPU,"N | N",256,1,0.023552,0,0.033282,0.014336,0.12086,0.07117
1,double,uniform,GPU,"N | N",256,2,0.02048,0,0.032485,0.013312,0.121145,0.066277
1,double,uniform,GPU,"N | N",256,3,0.02048,0,0.032262,0.013312,0.11269,0.066054
1,double,uniform,GPU,"N | N",256,4,0.02048,0,0.031714,0.012288,0.112524,0.064482
1,double,uniform,GPU,"N | N",256,5,0.019456,0,0.031552,0.012288,0.112991,0.063296
1,double,uniform,GPU,"N | N",256,6,0.02048,0,0.031822,0.013312,0.11198,0.065614
1,double,uniform,GPU,"N | N",256,7,0.019456,0,0.031667,0.011264,0.110505,0.062387
1,double,uniform,GPU,"N | N",256,8,0.019456,0,0.031661,0.012288,0.111266,0.063405
1,double,uniform,GPU,"N | N",256,9,0.019456,0,0.031637,0.012288,0.111152,0.063381
1,double,uniform,GPU,"N | N",256,10,0.019456,0,0.031752,0.012288,0.113867,0.063496
1,double,uniform,GPU,"N | N",256,11,0.019456,0,0.031961,0.012288,0.110915,0.063705
1,double,uniform,GPU,"N | N",256,12,0.019456,0,0.031906,0.011264,0.110662,0.062626
1,double,uniform,GPU,"N | N",256,13,0.018432,0,0.031957,0.012288,0.110796,0.062677
1,double,uniform,GPU,"N | N",256,14,0.02048,0,0.031503,0.013312,0.111657,0.065295
1,double,uniform,GPU,"N | N",256,15,0.018432,0,0.031571,0.012288,0.110075,0.062291
1,double,uniform,GPU,"N | N",256,16,0.019456,0,0.031637,0.011264,0.110448,0.062357
1,double,uniform,GPU,"N | N",256,17,0.02048,0,0.031843,0.011264,0.111271,0.063587
1,double,uniform,GPU,"N | N",256,18,0.019456,0,0.031533,0.012288,0.110629,0.063277
1,double,uniform,GPU,"N | N",256,19,0.02048,0,0.031542,0.013312,0.111447,0.065334
1,double,uniform,GPU,"N | N",320,0,0.031744,0,0.043233,0.018432,0.147426,0.093409
1,double,uniform,GPU,"N | N",320,1,0.021504,0,0.03415,0.014336,0.119118,0.06999
1,double,uniform,GPU,"N | N",320,2,0.02048,0,0.033401,0.013312,0.11588,0.067193
1,double,uniform,GPU,"N | N",320,3,0.02048,0,0.032586,0.012288,0.11974,0.065354
1,double,uniform,GPU,"N | N",320,4,0.02048,0,0.032485,0.011264,0.112108,0.064229
1,double,uniform,GPU,"N | N",320,5,0.019456,0,0.032092,0.012288,0.112928,0.063836
1,double,uniform,GPU,"N | N",320,6,0.018432,0,0.032022,0.011264,0.111386,0.061718
1,double,uniform,GPU,"N | N",320,7,0.019456,0,0.032757,0.012288,0.113457,0.064501
1,double,uniform,GPU,"N | N",320,8,0.018432,0,0.032355,0.011264,0.111397,0.062051
1,double,uniform,GPU,"N | N",320,9,0.019456,0,0.032208,0.011264,0.111644,0.062928
1,double,uniform,GPU,"N | N",320,10,0.019456,0,0.0325,0.011264,0.111097,0.06322
1,double,uniform,GPU,"N | N",320,11,0.019456,0,0.031952,0.012288,0.116651,0.063696
1,double,uniform,GPU,"N | N",320,12,0.019456,0,0.032876,0.013312,0.113058,0.065644
1,double,uniform,GPU,"N | N",320,13,0.019456,0,0.032423,0.011264,0.117399,0.063143
1,double,uniform,GPU,"N | N",320,14,0.019456,0,0.03195,0.012288,0.111756,0.063694
1,double,uniform,GPU,"N | N",320,15,0.02048,0,0.033047,0.013312,0.11523,0.066839
1,double,uniform,GPU,"N | N",320,16,0.018432,0,0.032541,0.012288,0.116843,0.063261
1,double,uniform,GPU,"N | N",320,17,0.02048,0,0.032264,0.013312,0.112227,0.066056
1,double,uniform,GPU,"N | N",320,18,0.02048,0,0.032111,0.012288,0.111366,0.064879
1,double,uniform,GPU,"N | N",320,19,0.019456,0,0.032367,0.013312,0.113231,0.065135
1,double,uniform,GPU,"N | N",384,0,0.028672,0,0.053868,0.02048,0.158546,0.10302
1,double,uniform,GPU,"N | N",384,1,0.022528,0,0.047708,0.014336,0.13423,0.084572
1,double,uniform,GPU,"N | N",384,2,0.02048,0,0.047158,0.013312,0.129186,0.08095
1,double,uniform,GPU,"N | N",384,3,0.018432,0,0.048565,0.013312,0.13358,0.080309
1,double,uniform,GPU,"N | N",384,4,0.019456,0,0.046098,0.018432,0.131665,0.083986
1,double,uniform,GPU,"N | N",384,5,0.02048,0,0.046466,0.011264,0.126449,0.07821
1,double,uniform,GPU,"N | N",384,6,0.019456,0,0.046805,0.012288,0.126192,0.078549
1,double,uniform,GPU,"N | N",384,7,0.019456,0,0.046278,0.012288,0.126394,0.078022
1,double,uniform,GPU,"N | N",384,8,0.019456,0,0.046298,0.012288,0.125969,0.078042
1,double,uniform,GPU,"N | N",384,9,0.02048,0,0.046183,0.013312,0.126098,0.079975
1,double,uniform,GPU,"N | N",384,10,0.019456,0,0.046215,0.012288,0.124977,0.077959
1,double,uniform,GPU,"N | N",384,11,0.019456,0,0.04666,0.013312,0.126408,0.079428
1,double,uniform,GPU,"N | N",384,12,0.019456,0,0.046271,0.012288,0.125253,0.078015
1,double,uniform,GPU,"N | N",384,13,0.018432,0,0.046116,0.011264,0.124677,0.075812
1,double,uniform,GPU,"N | N",384,14,0.019456,0,0.04597,0.011264,0.124988,0.07669
1,double,uniform,GPU,"N | N",384,15,0.018432,0,0.046358,0.012288,0.125558,0.077078
1,double,uniform,GPU,"N | N",384,16,0.02048,0,0.046017,0.013312,0.125809,0.079809
1,double,uniform,GPU,"N | N",384,17,0.02048,0,0.046818,0.013312,0.127393,0.08061
1,double,uniform,GPU,"N | N",384,18,0.018432,0,0.046221,0.016384,0.13188,0.081037
1,double,uniform,GPU,"N | N",384,19,0.019456,0,0.046332,0.011264,0.125764,0.077052
1,double,uniform,GPU,"N | N",448,0,0.026624,0,0.055369,0.018432,0.155606,0.100425
1,double,uniform,GPU,"N | N",448,1,0.021504,0,0.044665,0.014336,0.130001,0.080505
1,double,uniform,GPU,"N | N",448,2,0.021504,0,0.043611,0.014336,0.126473,0.079451
1,double,uniform,GPU,"N | N",448,3,0.024576,0,0.044229,0.013312,0.13127,0.082117
1,double,uniform,GPU,"N | N",448,4,0.02048,0,0.043184,0.013312,0.132694,0.076976
1,double,uniform,GPU,"N | N",448,5,0.019456,0,0.043439,0.013312,0.122575,0.076207
1,double,uniform,GPU,"N | N",448,6,0.019456,0,0.04286,0.012288,0.122627,0.074604
1,double,uniform,GPU,"N | N",448,7,0.02048,0,0.043624,0.011264,0.124073,0.075368
1,double,uniform,GPU,"N | N",448,8,0.02048,0,0.042651,0.012288,0.131047,0.075419
1,double,uniform,GPU,"N | N",448,9,0.019456,0,0.043675,0.013312,0.123613,0.076443
1,double,uniform,GPU,"N | N",448,10,0.018432,0,0.04529,0.013312,0.129083,0.077034
1,double,uniform,GPU,"N | N",448,11,0.018432,0,0.043085,0.013312,0.122824,0.074829
1,double,uniform,GPU,"N | N",448,12,0.02048,0,0.042786,0.012288,0.123218,0.075554
1,double,uniform,GPU,"N | N",448,13,0.018432,0,0.042772,0.012288,0.122288,0.073492
1,double,uniform,GPU,"N | N",448,14,0.019456,0,0.042802,0.012288,0.12382,0.074546
1,double,uniform,GPU,"N | N",448,15,0.019456,0,0.04361,0.011264,0.122583,0.07433
1,double,uniform,GPU,"N | N",448,16,0.02048,0,0.042818,0.012288,0.122824,0.075586
1,double,uniform,GPU,"N | N",448,17,0.019456,0,0.042775,0.012288,0.122055,0.074519
1,double,uniform,GPU,"N | N",448,18,0.019456,0,0.04308,0.012288,0.122275,0.074824
1,double,uniform,GPU,"N | N",448,19,0.019456,0,0.04312,0.018432,0.128745,0.081008
1,double,uniform,GPU,"N | N",512,0,0.031744,0,0.04618,0.023552,0.157084,0.101476
1,double,uniform,GPU,"N | N",512,1,0.022528,0,0.0377,0.014336,0.125513,0.074564
1,double,uniform,GPU,"N | N",512,2,0.022528,0,0.038193,0.013312,0.122796,0.074033
1,double,uniform,GPU,"N | N",512,3,0.021504,0,0.037745,0.013312,0.119639,0.072561
1,double,uniform,GPU,"N | N",512,4,0.018432,0,0.036962,0.013312,0.118009,0.068706
1,double,uniform,GPU,"N | N",512,5,0.02048,0,0.037338,0.012288,0.117888,0.070106
1,double,uniform,GPU,"N | N",512,6,0.019456,0,0.037518,0.012288,0.116725,0.069262
1,double,uniform,GPU,"N | N",512,7,0.019456,0,0.037006,0.012288,0.116791,0.06875
1,double,uniform,GPU,"N | N",512,8,0.02048,0,0.037205,0.012288,0.117844,0.069973
1,double,uniform,GPU,"N | N",512,9,0.019456,0,0.037625,0.012288,0.116611,0.069369
1,double,uniform,GPU,"N | N",512,10,0.019456,0,0.037218,0.012288,0.116565,0.068962
1,double,uniform,GPU,"N | N",512,11,0.02048,0,0.037077,0.012288,0.117847,0.069845
1,double,uniform,GPU,"N | N",512,12,0.02048,0,0.037717,0.012288,0.117899,0.070485
1,double,uniform,GPU,"N | N",512,13,0.01744,0,0.037647,0.012288,0.116365,0.067375
1,double,uniform,GPU,"N | N",512,14,0.019456,0,0.038605,0.013312,0.119082,0.071373
1,double,uniform,GPU,"N | N",512,15,0.019456,0,0.036869,0.013312,0.116755,0.069637
1,double,uniform,GPU,"N | N",512,16,0.019456,0,0.037244,0.011264,0.117378,0.067964
1,double,uniform,GPU,"N | N",512,17,0.019456,0,0.036779,0.013312,0.116772,0.069547
1,double,uniform,GPU,"N | N",512,18,0.019456,0,0.036772,0.012288,0.121434,0.068516
1,double,uniform,GPU,"N | N",512,19,0.02048,0,0.036836,0.012288,0.11685,0.069604
