dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,0,0.03696,0.004139,0.088722,0.449536,0.726587,0.579357
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,14,0.165696,0.004167,0.711189,0.433152,1.46082,1.3142
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,15,0.163936,0.004241,0.709065,0.429056,1.45114,1.3063
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,16,0.163392,0.004107,0.706065,0.437248,1.45597,1.31081
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,17,0.165792,0.004195,0.725084,0.432128,1.47458,1.3272
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,18,0.170624,0.004132,0.706284,0.432128,1.45931,1.31317
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,19,0.169536,0.004517,0.707126,0.438272,1.47415,1.31945
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,0,0.36592,0.004107,1.64246,0.97792,3.14091,2.9904
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,1,0.358848,0.003317,1.5903,0.968704,3.05998,2.92117
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,2,0.362496,0.004139,1.5981,0.969728,3.0825,2.93446
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,3,0.366176,0.00429,1.60383,0.974848,3.09381,2.94915
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,4,0.36384,0.003506,1.59185,0.970752,3.0801,2.92994
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,5,0.363808,0.004129,1.61562,0.970752,3.099,2.95431
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,6,0.363552,0.004538,1.60059,0.969728,3.08369,2.93841
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,7,0.363968,0.004105,1.60902,0.96768,3.09132,2.94478
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,8,0.362912,0.003778,1.59653,0.969728,3.06987,2.93295
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,9,0.359968,0.003814,1.61121,0.968704,3.08593,2.94369
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,10,0.36496,0.004407,1.59554,0.973824,3.08297,2.93873
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,11,0.36592,0.004109,1.58587,0.9728,3.07256,2.9287
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,12,0.363168,0.003509,1.58248,0.966656,3.05541,2.91582
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,13,0.363936,0.004095,1.6045,0.96768,3.08598,2.94021
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,14,0.362848,0.003555,1.60078,0.9728,3.07964,2.93998
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,15,0.365568,0.003846,1.59594,0.969728,3.07406,2.93508
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,16,0.362912,0.004083,1.60455,0.971776,3.09146,2.94332
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,17,0.3768,0.004179,1.59321,0.973824,3.09096,2.94802
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,18,0.362752,0.003945,1.60972,0.971776,3.08885,2.94819
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",256,19,0.363104,0.003958,1.59599,0.968704,3.07604,2.93176
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,0,0.693824,0.003254,4.763,1.88211,7.48069,7.34219
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,1,0.692256,0.003191,4.73394,1.88109,7.44875,7.31047
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,2,0.68992,0.003166,4.73195,1.88211,7.44298,7.30715
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,3,0.688512,0.003463,4.74209,1.87904,7.45081,7.31311
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,4,0.689728,0.003452,4.7456,1.87802,7.45718,7.3168
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,5,0.690496,0.003199,4.73417,1.87802,7.44295,7.30588
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,6,0.687296,0.003468,4.73725,1.88518,7.4519,7.3132
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,7,0.68864,0.003152,4.72957,1.88416,7.44319,7.30553
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,8,0.72928,0.004042,4.78144,1.8903,7.54694,7.40506
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,9,0.692512,0.003166,4.73179,1.88109,7.44769,7.30856
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,10,0.692928,0.003123,4.72567,1.87392,7.43777,7.29564
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,11,0.689696,0.003186,4.74369,1.87699,7.45226,7.31357
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,12,0.690336,0.003226,4.73415,1.88109,7.4458,7.3088
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,13,0.690464,0.003403,4.71963,1.87187,7.42392,7.28537
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,14,0.688128,0.003216,4.7435,1.87802,7.45183,7.31286
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,15,0.690784,0.003166,4.73988,1.87904,7.45092,7.31287
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,16,0.686176,0.003286,4.72398,1.88211,7.43626,7.29555
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,17,0.693696,0.003236,4.72797,1.88621,7.4505,7.31111
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,18,0.690976,0.003175,4.7425,1.87904,7.45502,7.31569
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",320,19,0.688128,0.003161,4.72766,1.88416,7.44365,7.30311
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,0,1.1809,0.003156,9.16985,3.25325,13.7475,13.6071
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,1,1.17715,0.003149,9.24558,3.2471,13.8108,13.673
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,2,1.17606,0.003099,9.28187,3.24608,13.8472,13.7071
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,3,1.17875,0.003178,9.19073,3.25632,13.7669,13.629
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,4,1.17894,0.003185,8.74582,3.24608,13.3118,13.174
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,5,1.18022,0.003402,8.97326,3.25222,13.5479,13.4091
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,6,1.18186,0.003118,9.17514,3.26144,13.7618,13.6216
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,7,1.18352,0.003078,9.02851,3.25018,13.6042,13.4653
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,8,1.1761,0.003162,9.25667,3.25427,13.8295,13.6902
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,9,1.17555,0.003065,9.33,3.25222,13.8987,13.7608
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,10,1.18061,0.003596,9.2296,3.25222,13.8107,13.666
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,11,1.17997,0.003621,9.35212,3.24506,13.9197,13.7808
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,12,1.18301,0.003067,9.27089,3.24813,13.8427,13.7051
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,13,1.17478,0.003166,9.30457,3.24403,13.8634,13.7266
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,14,1.18138,0.003046,9.08078,3.25222,13.6557,13.5174
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,15,1.17453,0.003104,9.08666,3.24608,13.6511,13.5104
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,16,1.18362,0.003127,9.25425,3.2471,13.8272,13.6881
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,17,1.17978,0.003123,9.22178,3.2471,13.7911,13.6518
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,18,1.17654,0.003093,9.25895,3.24915,13.8269,13.6877
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",384,19,1.17686,0.003154,9.29813,3.24915,13.865,13.7273
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",448,0,1.88182,0.004123,13.8789,5.35142,21.2615,21.1162
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",448,1,1.8737,0.003135,13.7667,5.33299,21.1158,20.9766
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",448,2,1.88134,0.003143,13.8156,5.32582,21.1649,21.0259
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",448,3,1.87696,0.003223,13.7731,5.3545,21.1463,21.0078
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",448,4,1.87712,0.003189,13.78,5.32582,21.1236,20.9861
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",448,5,1.87571,0.00317,13.8132,5.33811,21.1714,21.0302
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",448,6,1.8767,0.003237,13.7388,5.34426,21.1011,20.963
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",448,7,1.88029,0.003088,13.8037,5.33402,21.1597,21.0211
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",448,8,1.87686,0.003223,13.8856,5.33914,21.2442,21.1048
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",448,9,1.87702,0.003187,13.8103,5.33709,21.1678,21.0276
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",448,10,1.87578,0.003133,13.7629,5.33914,21.1226,20.9809
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",448,11,1.87478,0.003179,13.7792,5.33197,21.1282,20.9891
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",448,12,1.87334,0.003138,13.8159,5.35859,21.1892,21.0509
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",448,13,1.8759,0.003164,13.7684,5.3504,21.1363,20.9979
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",448,14,1.87853,0.003189,13.7947,5.33402,21.1489,21.0104
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",448,15,1.87722,0.003154,13.7821,5.34221,21.143,21.0047
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",448,16,1.87664,0.003173,13.8032,5.33197,21.1525,21.015
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",448,17,1.87741,0.003234,13.8408,5.33606,21.1966,21.0575
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",448,18,1.87373,0.00312,13.764,5.34426,21.1227,20.9851
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",448,19,1.87414,0.003133,13.7372,5.32787,21.0808,20.9423
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",512,0,2.76211,0.003059,32.4667,7.4793,42.8635,42.7112
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",512,1,2.75424,0.003182,32.3268,7.47827,42.7075,42.5625
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",512,2,2.76096,0.003305,32.4651,7.49363,42.869,42.723
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",512,3,2.7535,0.003051,33.1122,7.46701,43.4804,43.3357
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",512,4,2.75763,0.003121,32.4013,7.47213,42.7799,42.6342
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",512,5,2.75568,0.003169,32.426,7.4752,42.8035,42.6601
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",512,6,2.75462,0.003127,33.8763,7.46291,44.2419,44.097
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",512,7,2.75379,0.003093,33.3006,7.47622,43.6781,43.5337
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",512,8,2.75747,0.003118,33.2252,7.48749,43.6178,43.4732
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",512,9,2.75386,0.003078,33.1251,7.48442,43.5126,43.3664
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",512,10,2.75398,0.00339,32.5705,7.48339,42.9546,42.8113
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",512,11,2.75382,0.003145,32.8613,7.47725,43.2415,43.0955
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",512,12,2.75405,0.003076,31.6438,7.49363,42.0387,41.8946
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",512,13,2.75446,0.003159,32.4709,7.49875,42.8705,42.7273
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",512,14,2.75389,0.003035,31.871,7.47725,42.248,42.1052
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",512,15,2.75549,0.003056,33.6868,7.48442,44.0738,43.9298
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",512,16,2.75562,0.003144,32.5231,7.4711,42.8969,42.753
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",512,17,2.75418,0.003059,32.5465,7.45779,42.9064,42.7616
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",512,18,2.75328,0.003074,33.2863,7.5008,43.6862,43.5434
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",512,19,2.75485,0.00317,32.2642,7.48442,42.6504,42.5066
