dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,double,uniform,CPU,"N | D",64,0,0.0536,0,0.074402,0.359424,0.582319,0.487426
1,double,uniform,CPU,"N | D",128,7,0.026272,0,0.026878,0.103424,0.208379,0.156574
1,double,uniform,CPU,"N | D",128,8,0.0264,0,0.025552,0.012288,0.115998,0.06424
1,double,uniform,CPU,"N | D",128,9,0.02608,0,0.026371,0.012288,0.116953,0.064739
1,double,uniform,CPU,"N | D",128,10,0.026752,0,0.025591,0.013312,0.123472,0.065655
1,double,uniform,CPU,"N | D",128,11,0.026624,0,0.025536,0.013312,0.116416,0.065472
1,double,uniform,CPU,"N | D",128,12,0.026528,0,0.025285,0.012288,0.116575,0.064101
1,double,uniform,CPU,"N | D",128,13,0.026112,0,0.025833,0.014336,0.116266,0.066281
1,double,uniform,CPU,"N | D",128,14,0.02672,0,0.025502,0.012288,0.116819,0.06451
1,double,uniform,CPU,"N | D",128,15,0.025472,0,0.026126,0.013312,0.116189,0.06491
1,double,uniform,CPU,"N | D",128,16,0.026656,0,0.02569,0.012288,0.119855,0.064634
1,double,uniform,CPU,"N | D",128,17,0.028224,0,0.025429,0.013312,0.117131,0.066965
1,double,uniform,CPU,"N | D",128,18,0.027008,0,0.025578,0.013312,0.117034,0.065898
1,double,uniform,CPU,"N | D",128,19,0.0256,0,0.025919,0.012288,0.115669,0.063807
1,double,uniform,CPU,"N | D",192,0,0.041696,0,0.050078,0.027648,0.191485,0.119422
1,double,uniform,CPU,"N | D",192,1,0.029024,0,0.030515,0.013312,0.127176,0.072851
1,double,uniform,CPU,"N | D",192,2,0.028576,0,0.027618,0.016384,0.124587,0.072578
1,double,uniform,CPU,"N | D",192,3,0.027328,0,0.027723,0.012288,0.121993,0.067339
1,double,uniform,CPU,"N | D",192,4,0.026784,0,0.027131,0.013312,0.118916,0.067227
1,double,uniform,CPU,"N | D",192,5,0.028256,0,0.027315,0.011264,0.118622,0.066835
1,double,uniform,CPU,"N | D",192,6,0.027616,0,0.027851,0.011264,0.118853,0.066731
1,double,uniform,CPU,"N | D",192,7,0.02752,0,0.026914,0.012288,0.117653,0.066722
1,double,uniform,CPU,"N | D",192,8,0.026624,0,0.027061,0.012288,0.117649,0.065973
1,double,uniform,CPU,"N | D",192,9,0.030336,0,0.026971,0.012288,0.121584,0.069595
1,double,uniform,CPU,"N | D",192,10,0.026624,0,0.02726,0.012288,0.118033,0.066172
1,double,uniform,CPU,"N | D",192,11,0.026976,0,0.027124,0.012288,0.122227,0.066388
1,double,uniform,CPU,"N | D",192,12,0.02752,0,0.026782,0.012288,0.11764,0.06659
1,double,uniform,CPU,"N | D",192,13,0.02704,0,0.027168,0.012288,0.117061,0.066496
1,double,uniform,CPU,"N | D",192,14,0.026336,0,0.027044,0.012288,0.117483,0.065668
1,double,uniform,CPU,"N | D",192,15,0.026464,0,0.027478,0.012288,0.120708,0.06623
1,double,uniform,CPU,"N | D",192,16,0.026528,0,0.027763,0.013312,0.121062,0.067603
1,double,uniform,CPU,"N | D",192,17,0.02592,0,0.027409,0.012288,0.117141,0.065617
1,double,uniform,CPU,"N | D",192,18,0.026976,0,0.026911,0.011264,0.118517,0.065151
1,double,uniform,CPU,"N | D",192,19,0.02752,0,0.02675,0.013312,0.117577,0.067582
1,double,uniform,CPU,"N | D",256,0,0.035936,0,0.03937,0.019456,0.160452,0.094762
1,double,uniform,CPU,"N | D",256,1,0.030496,0,0.028632,0.013312,0.125463,0.07244
1,double,uniform,CPU,"N | D",256,2,0.027552,0,0.026656,0.014336,0.119783,0.068544
1,double,uniform,CPU,"N | D",256,3,0.025504,0,0.026338,0.012288,0.117497,0.06413
1,double,uniform,CPU,"N | D",256,4,0.02704,0,0.025966,0.012288,0.117141,0.065294
1,double,uniform,CPU,"N | D",256,5,0.026944,0,0.02673,0.013312,0.117928,0.066986
1,double,uniform,CPU,"N | D",256,6,0.02688,0,0.026212,0.011264,0.116559,0.064356
1,double,uniform,CPU,"N | D",256,7,0.121856,0,0.025767,0.013312,0.213906,0.160935
1,double,uniform,CPU,"N | D",256,8,0.026784,0,0.026062,0.013312,0.11779,0.066158
1,double,uniform,CPU,"N | D",256,9,0.027616,0,0.026028,0.011264,0.117297,0.064908
1,double,uniform,CPU,"N | D",256,10,0.028928,0,0.02614,0.018432,0.126403,0.0735
1,double,uniform,CPU,"N | D",256,11,0.026592,0,0.02622,0.013312,0.117505,0.066124
1,double,uniform,CPU,"N | D",256,12,0.027616,0,0.025723,0.012288,0.117354,0.065627
1,double,uniform,CPU,"N | D",256,13,0.027712,0,0.025423,0.013312,0.123608,0.066447
1,double,uniform,CPU,"N | D",256,14,0.026752,0,0.025559,0.012288,0.117473,0.064599
1,double,uniform,CPU,"N | D",256,15,0.026208,0,0.025425,0.012288,0.115736,0.063921
1,double,uniform,CPU,"N | D",256,16,0.02624,0,0.026338,0.018432,0.122824,0.07101
1,double,uniform,CPU,"N | D",256,17,0.026624,0,0.026212,0.024576,0.131113,0.077412
1,double,uniform,CPU,"N | D",256,18,0.026048,0,0.025878,0.012288,0.11572,0.064214
1,double,uniform,CPU,"N | D",256,19,0.027584,0,0.031639,0.012288,0.123439,0.071511
1,double,uniform,CPU,"N | D",320,0,0.037088,0,0.038913,0.018432,0.154565,0.094433
1,double,uniform,CPU,"N | D",320,1,0.030304,0,0.029532,0.013312,0.126215,0.073148
1,double,uniform,CPU,"N | D",320,2,0.028,0,0.028293,0.014336,0.12145,0.070629
1,double,uniform,CPU,"N | D",320,3,0.027648,0,0.027459,0.114688,0.222588,0.169795
1,double,uniform,CPU,"N | D",320,4,0.026528,0,0.026502,0.012288,0.118506,0.065318
1,double,uniform,CPU,"N | D",320,5,0.029312,0,0.026269,0.013312,0.121301,0.068893
1,double,uniform,CPU,"N | D",320,6,0.02832,0,0.026551,0.013312,0.120541,0.068183
1,double,uniform,CPU,"N | D",320,7,0.026816,0,0.026132,0.012288,0.117675,0.065236
1,double,uniform,CPU,"N | D",320,8,0.027104,0,0.026442,0.013312,0.117991,0.066858
1,double,uniform,CPU,"N | D",320,9,0.02688,0,0.026331,0.013312,0.117953,0.066523
1,double,uniform,CPU,"N | D",320,10,0.026624,0,0.026545,0.014336,0.118326,0.067505
1,double,uniform,CPU,"N | D",320,11,0.0264,0,0.026723,0.012288,0.117289,0.065411
1,double,uniform,CPU,"N | D",320,12,0.030336,0,0.026513,0.012288,0.1213,0.069137
1,double,uniform,CPU,"N | D",320,13,0.026912,0,0.027072,0.013312,0.121265,0.067296
1,double,uniform,CPU,"N | D",320,14,0.031232,0,0.029635,0.013312,0.129576,0.074179
1,double,uniform,CPU,"N | D",320,15,0.026976,0,0.027755,0.012288,0.119564,0.067019
1,double,uniform,CPU,"N | D",320,16,0.02784,0,0.02796,0.011264,0.119859,0.067064
1,double,uniform,CPU,"N | D",320,17,0.02752,0,0.026451,0.012288,0.119773,0.066259
1,double,uniform,CPU,"N | D",320,18,0.027424,0,0.026776,0.013312,0.118581,0.067512
1,double,uniform,CPU,"N | D",320,19,0.032768,0,0.026354,0.012288,0.124066,0.07141
1,double,uniform,CPU,"N | D",384,0,0.035648,0,0.042857,0.0256,0.166531,0.104105
1,double,uniform,CPU,"N | D",384,1,0.027648,0,0.030449,0.014336,0.126536,0.072433
1,double,uniform,CPU,"N | D",384,2,0.028,0,0.029184,0.013312,0.123671,0.070496
1,double,uniform,CPU,"N | D",384,3,0.028512,0,0.028309,0.014336,0.122936,0.071157
1,double,uniform,CPU,"N | D",384,4,0.027392,0,0.028926,0.013312,0.127338,0.06963
1,double,uniform,CPU,"N | D",384,5,0.027456,0,0.028548,0.012288,0.120624,0.068292
1,double,uniform,CPU,"N | D",384,6,0.028096,0,0.028323,0.012288,0.121098,0.068707
1,double,uniform,CPU,"N | D",384,7,0.026912,0,0.028172,0.013312,0.120027,0.068396
1,double,uniform,CPU,"N | D",384,8,0.028576,0,0.028724,0.012288,0.120455,0.069588
1,double,uniform,CPU,"N | D",384,9,0.02768,0,0.028236,0.012288,0.120383,0.068204
1,double,uniform,CPU,"N | D",384,10,0.02736,0,0.028145,0.012288,0.119366,0.067793
1,double,uniform,CPU,"N | D",384,11,0.026976,0,0.0283,0.012288,0.121181,0.067564
1,double,uniform,CPU,"N | D",384,12,0.027232,0,0.028141,0.012288,0.119247,0.067661
1,double,uniform,CPU,"N | D",384,13,0.027968,0,0.028066,0.014336,0.120692,0.07037
1,double,uniform,CPU,"N | D",384,14,0.027936,0,0.028425,0.012288,0.119764,0.068649
1,double,uniform,CPU,"N | D",384,15,0.027264,0,0.027772,0.012288,0.120258,0.067324
1,double,uniform,CPU,"N | D",384,16,0.028992,0,0.028202,0.012288,0.127614,0.069482
1,double,uniform,CPU,"N | D",384,17,0.02864,0,0.028678,0.012288,0.125252,0.069606
1,double,uniform,CPU,"N | D",384,18,0.027616,0,0.028133,0.012288,0.121055,0.068037
1,double,uniform,CPU,"N | D",384,19,0.028128,0,0.028046,0.013312,0.121346,0.069486
1,double,uniform,CPU,"N | D",448,0,0.035456,0,0.039029,0.018432,0.154683,0.092917
1,double,uniform,CPU,"N | D",448,1,0.030144,0,0.028284,0.014336,0.125659,0.072764
1,double,uniform,CPU,"N | D",448,2,0.028704,0,0.027206,0.013312,0.12263,0.069222
1,double,uniform,CPU,"N | D",448,3,0.028672,0,0.128476,0.013312,0.224117,0.17046
1,double,uniform,CPU,"N | D",448,4,0.031008,0,0.028509,0.014336,0.128287,0.073853
1,double,uniform,CPU,"N | D",448,5,0.028224,0,0.02692,0.013312,0.119085,0.068456
1,double,uniform,CPU,"N | D",448,6,0.02784,0,0.026267,0.012288,0.118728,0.066395
1,double,uniform,CPU,"N | D",448,7,0.02752,0,0.026612,0.012288,0.118473,0.06642
1,double,uniform,CPU,"N | D",448,8,0.028192,0,0.027111,0.012288,0.119045,0.067591
1,double,uniform,CPU,"N | D",448,9,0.028832,0,0.026384,0.013312,0.2702,0.068528
1,double,uniform,CPU,"N | D",448,10,0.027776,0,0.026503,0.013312,0.117665,0.067591
1,double,uniform,CPU,"N | D",448,11,0.027744,0,0.026263,0.013312,0.119831,0.067319
1,double,uniform,CPU,"N | D",448,12,0.027296,0,0.026823,0.013312,0.118812,0.067431
1,double,uniform,CPU,"N | D",448,13,0.02784,0,0.026981,0.012288,0.119933,0.067109
1,double,uniform,CPU,"N | D",448,14,0.027776,0,0.026603,0.011264,0.118815,0.065643
1,double,uniform,CPU,"N | D",448,15,0.0296,0,0.026356,0.013312,0.120028,0.069268
1,double,uniform,CPU,"N | D",448,16,0.027808,0,0.026218,0.012288,0.118545,0.066314
1,double,uniform,CPU,"N | D",448,17,0.028,0,0.026538,0.012288,0.117735,0.066826
1,double,uniform,CPU,"N | D",448,18,0.0288,0,0.026513,0.013312,0.119741,0.068625
1,double,uniform,CPU,"N | D",448,19,0.027712,0,0.026655,0.012288,0.119033,0.066655
1,double,uniform,CPU,"N | D",512,0,0.045184,0,0.039234,0.019456,0.167402,0.103874
1,double,uniform,CPU,"N | D",512,1,0.029728,0,0.02948,0.01536,0.129097,0.074568
1,double,uniform,CPU,"N | D",512,2,0.029088,0,0.027955,0.013312,0.127918,0.070355
1,double,uniform,CPU,"N | D",512,3,0.028992,0,0.027786,0.014336,0.122763,0.071114
1,double,uniform,CPU,"N | D",512,4,0.029856,0,0.109651,0.013312,0.209494,0.152819
1,double,uniform,CPU,"N | D",512,5,0.027328,0,0.026869,0.013312,0.119242,0.067509
1,double,uniform,CPU,"N | D",512,6,0.02848,0,0.026461,0.012288,0.119625,0.067229
1,double,uniform,CPU,"N | D",512,7,0.028544,0,0.026309,0.019456,0.12683,0.074309
1,double,uniform,CPU,"N | D",512,8,0.027328,0,0.026954,0.012288,0.119467,0.06657
1,double,uniform,CPU,"N | D",512,9,0.027616,0,0.026641,0.012288,0.119085,0.066545
1,double,uniform,CPU,"N | D",512,10,0.02816,0,0.026146,0.012288,0.11896,0.066594
1,double,uniform,CPU,"N | D",512,11,0.02912,0,0.026233,0.013312,0.120194,0.068665
1,double,uniform,CPU,"N | D",512,12,0.028704,0,0.026246,0.011264,0.118719,0.066214
1,double,uniform,CPU,"N | D",512,13,0.029536,0,0.027167,0.012288,0.239233,0.068991
1,double,uniform,CPU,"N | D",512,14,0.027712,0,0.026637,0.011264,0.118605,0.065613
1,double,uniform,CPU,"N | D",512,15,0.027808,0,0.02625,0.011264,0.118447,0.065322
1,double,uniform,CPU,"N | D",512,16,0.028256,0,0.02624,0.012288,0.119057,0.066784
1,double,uniform,CPU,"N | D",512,17,0.027808,0,0.026673,0.012288,0.118609,0.066769
1,double,uniform,CPU,"N | D",512,18,0.02704,0,0.02671,0.012288,0.118839,0.066038
1,double,uniform,CPU,"N | D",512,19,0.028608,0,0.026446,0.013312,0.118178,0.068366
