dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"N | D | N | N | N | N",64,0,0.036896,0.003794,0.095288,0.369664,0.648357,0.505642
3,float,uniform,GPU,"N | D | N | N | N | N",128,15,0.063776,0.003288,0.427976,0.063488,0.691819,0.558528
3,float,uniform,GPU,"N | D | N | N | N | N",128,16,0.065216,0.003384,0.426966,0.063488,0.694102,0.559054
3,float,uniform,GPU,"N | D | N | N | N | N",128,17,0.06672,0.00326,0.427808,0.063488,0.695196,0.561276
3,float,uniform,GPU,"N | D | N | N | N | N",128,18,0.066176,0.003304,0.427695,0.063488,0.695243,0.560663
3,float,uniform,GPU,"N | D | N | N | N | N",128,19,0.064,0.003374,0.426389,0.063488,0.690221,0.557251
3,float,uniform,GPU,"N | D | N | N | N | N",192,0,0.171456,0.003735,2.59672,0.221184,3.13309,2.9931
3,float,uniform,GPU,"N | D | N | N | N | N",192,1,0.166592,0.003847,2.5843,0.22016,3.1142,2.9749
3,float,uniform,GPU,"N | D | N | N | N | N",192,2,0.165472,0.003833,2.58989,0.221184,3.11751,2.98038
3,float,uniform,GPU,"N | D | N | N | N | N",192,3,0.168256,0.003703,2.591,0.218112,3.12628,2.98107
3,float,uniform,GPU,"N | D | N | N | N | N",192,4,0.169728,0.003644,2.59288,0.218112,3.12188,2.98437
3,float,uniform,GPU,"N | D | N | N | N | N",192,5,0.169376,0.003651,2.58978,0.217088,3.11779,2.9799
3,float,uniform,GPU,"N | D | N | N | N | N",192,6,0.16688,0.004033,2.59182,0.219136,3.11626,2.98187
3,float,uniform,GPU,"N | D | N | N | N | N",192,7,0.169408,0.003638,2.59496,0.216064,3.12145,2.98407
3,float,uniform,GPU,"N | D | N | N | N | N",192,8,0.164256,0.003784,2.59102,0.218112,3.11413,2.97717
3,float,uniform,GPU,"N | D | N | N | N | N",192,9,0.168128,0.003694,2.5901,0.216064,3.12044,2.97799
3,float,uniform,GPU,"N | D | N | N | N | N",192,10,0.170304,0.003705,2.59558,0.216064,3.12433,2.98565
3,float,uniform,GPU,"N | D | N | N | N | N",192,11,0.162336,0.003662,2.59181,0.217088,3.11305,2.97489
3,float,uniform,GPU,"N | D | N | N | N | N",192,12,0.165312,0.003691,2.58878,0.218112,3.11227,2.97589
3,float,uniform,GPU,"N | D | N | N | N | N",192,13,0.170784,0.003766,2.5944,0.217088,3.12254,2.98604
3,float,uniform,GPU,"N | D | N | N | N | N",192,14,0.168,0.003818,2.59424,0.217088,3.1188,2.98314
3,float,uniform,GPU,"N | D | N | N | N | N",192,15,0.16752,0.00361,2.59282,0.217088,3.11785,2.98103
3,float,uniform,GPU,"N | D | N | N | N | N",192,16,0.1616,0.003614,2.59174,0.218112,3.11363,2.97507
3,float,uniform,GPU,"N | D | N | N | N | N",192,17,0.169088,0.003667,2.59326,0.21504,3.11586,2.98105
3,float,uniform,GPU,"N | D | N | N | N | N",192,18,0.167968,0.003679,2.59501,0.217088,3.12209,2.98374
3,float,uniform,GPU,"N | D | N | N | N | N",192,19,0.166336,0.003621,2.5964,0.214016,3.11759,2.98037
3,float,uniform,GPU,"N | D | N | N | N | N",256,0,0.362304,0.003649,2.4626,0.494592,3.45664,3.32315
3,float,uniform,GPU,"N | D | N | N | N | N",256,1,0.36432,0.003401,2.4351,0.493568,3.43177,3.29639
3,float,uniform,GPU,"N | D | N | N | N | N",256,2,0.35952,0.003658,2.45028,0.495616,3.44524,3.30908
3,float,uniform,GPU,"N | D | N | N | N | N",256,3,0.36736,0.00377,2.45721,0.495616,3.46157,3.32396
3,float,uniform,GPU,"N | D | N | N | N | N",256,4,0.361024,0.003684,2.45614,0.494592,3.45405,3.31544
3,float,uniform,GPU,"N | D | N | N | N | N",256,5,0.364768,0.003613,2.45278,0.488448,3.44495,3.30961
3,float,uniform,GPU,"N | D | N | N | N | N",256,6,0.361184,0.003808,2.45621,0.493568,3.45273,3.31477
3,float,uniform,GPU,"N | D | N | N | N | N",256,7,0.366144,0.003668,2.45411,0.494592,3.45553,3.31852
3,float,uniform,GPU,"N | D | N | N | N | N",256,8,0.360192,0.00368,2.45368,0.489472,3.4431,3.30703
3,float,uniform,GPU,"N | D | N | N | N | N",256,9,0.361824,0.003526,2.44868,0.494592,3.44405,3.30862
3,float,uniform,GPU,"N | D | N | N | N | N",256,10,0.365472,0.003768,2.45438,0.493568,3.45425,3.31718
3,float,uniform,GPU,"N | D | N | N | N | N",256,11,0.361088,0.003777,2.4456,0.490496,3.43804,3.30096
3,float,uniform,GPU,"N | D | N | N | N | N",256,12,0.368288,0.003677,2.53707,0.489472,3.53509,3.3985
3,float,uniform,GPU,"N | D | N | N | N | N",256,13,0.364192,0.003624,2.45255,0.490496,3.44355,3.31086
3,float,uniform,GPU,"N | D | N | N | N | N",256,14,0.358912,0.003586,2.44824,0.4864,3.43201,3.29714
3,float,uniform,GPU,"N | D | N | N | N | N",256,15,0.364,0.003077,2.45302,0.49664,3.44656,3.31674
3,float,uniform,GPU,"N | D | N | N | N | N",256,16,0.361248,0.003734,2.45344,0.49152,3.44242,3.30994
3,float,uniform,GPU,"N | D | N | N | N | N",256,17,0.362016,0.002734,2.4481,0.488448,3.42968,3.3013
3,float,uniform,GPU,"N | D | N | N | N | N",256,18,0.366912,0.003727,2.45084,0.494592,3.45292,3.31607
3,float,uniform,GPU,"N | D | N | N | N | N",256,19,0.366976,0.003781,2.45841,0.493568,3.4617,3.32273
3,float,uniform,GPU,"N | D | N | N | N | N",320,0,0.690016,0.00268,6.79624,0.897024,8.51304,8.38596
3,float,uniform,GPU,"N | D | N | N | N | N",320,1,0.691328,0.002569,6.77069,0.892928,8.48603,8.35752
3,float,uniform,GPU,"N | D | N | N | N | N",320,2,0.690784,0.002624,6.77899,0.899072,8.50117,8.37146
3,float,uniform,GPU,"N | D | N | N | N | N",320,3,0.693984,0.002634,6.7823,0.893952,8.50175,8.37287
3,float,uniform,GPU,"N | D | N | N | N | N",320,4,0.6936,0.002897,6.78373,0.896,8.50547,8.37622
3,float,uniform,GPU,"N | D | N | N | N | N",320,5,0.6912,0.00259,6.78025,0.896,8.49976,8.37004
3,float,uniform,GPU,"N | D | N | N | N | N",320,6,0.690592,0.002561,6.77986,0.889856,8.49372,8.36287
3,float,uniform,GPU,"N | D | N | N | N | N",320,7,0.69168,0.002563,6.77925,0.894976,8.49943,8.36847
3,float,uniform,GPU,"N | D | N | N | N | N",320,8,0.689504,0.002553,6.77883,0.896,8.49788,8.36688
3,float,uniform,GPU,"N | D | N | N | N | N",320,9,0.693216,0.002521,6.78259,0.892928,8.51725,8.37125
3,float,uniform,GPU,"N | D | N | N | N | N",320,10,0.690912,0.00263,6.77704,0.90112,8.503,8.3717
3,float,uniform,GPU,"N | D | N | N | N | N",320,11,0.6912,0.002559,6.78209,0.891904,8.49634,8.36775
3,float,uniform,GPU,"N | D | N | N | N | N",320,12,0.6896,0.002581,6.7808,0.894976,8.4971,8.36796
3,float,uniform,GPU,"N | D | N | N | N | N",320,13,0.692448,0.002541,6.78399,0.899072,8.50861,8.37805
3,float,uniform,GPU,"N | D | N | N | N | N",320,14,0.69216,0.00265,6.78685,0.897024,8.51179,8.37869
3,float,uniform,GPU,"N | D | N | N | N | N",320,15,0.690048,0.00257,6.78244,0.897024,8.5039,8.37208
3,float,uniform,GPU,"N | D | N | N | N | N",320,16,0.69072,0.002625,6.77936,0.891904,8.49411,8.3646
3,float,uniform,GPU,"N | D | N | N | N | N",320,17,0.691808,0.002582,6.7767,0.897024,8.49897,8.36812
3,float,uniform,GPU,"N | D | N | N | N | N",320,18,0.691584,0.00262,6.78226,0.893952,8.49925,8.37042
3,float,uniform,GPU,"N | D | N | N | N | N",320,19,0.69408,0.002617,6.78365,0.892928,8.50287,8.37327
3,float,uniform,GPU,"N | D | N | N | N | N",384,0,1.18262,0.002764,30.4462,1.56467,33.3267,33.1963
3,float,uniform,GPU,"N | D | N | N | N | N",384,1,1.18176,0.00265,30.3998,1.55443,33.2695,33.1386
3,float,uniform,GPU,"N | D | N | N | N | N",384,2,1.18214,0.003148,30.6409,1.56774,33.5245,33.3939
3,float,uniform,GPU,"N | D | N | N | N | N",384,3,1.17478,0.002751,30.4856,1.55853,33.3551,33.2216
3,float,uniform,GPU,"N | D | N | N | N | N",384,4,1.17866,0.002965,30.5769,1.5616,33.4508,33.3202
3,float,uniform,GPU,"N | D | N | N | N | N",384,5,1.17907,0.002851,30.5047,1.55341,33.371,33.24
3,float,uniform,GPU,"N | D | N | N | N | N",384,6,1.17987,0.002842,30.3644,1.56058,33.2392,33.1077
3,float,uniform,GPU,"N | D | N | N | N | N",384,7,1.18051,0.002893,30.3616,1.55955,33.2348,33.1046
3,float,uniform,GPU,"N | D | N | N | N | N",384,8,1.1791,0.002989,30.434,1.55546,33.3055,33.1715
3,float,uniform,GPU,"N | D | N | N | N | N",384,9,1.17942,0.003033,30.4086,1.56262,33.2836,33.1537
3,float,uniform,GPU,"N | D | N | N | N | N",384,10,1.18096,0.003036,30.3949,1.56467,33.7134,33.1436
3,float,uniform,GPU,"N | D | N | N | N | N",384,11,1.17798,0.002862,30.323,1.55648,33.1919,33.0603
3,float,uniform,GPU,"N | D | N | N | N | N",384,12,1.17926,0.002719,30.4455,1.55341,33.3123,33.1809
3,float,uniform,GPU,"N | D | N | N | N | N",384,13,1.18074,0.002584,30.3748,1.56672,33.2555,33.1249
3,float,uniform,GPU,"N | D | N | N | N | N",384,14,1.17936,0.002685,30.336,1.56262,33.2099,33.0806
3,float,uniform,GPU,"N | D | N | N | N | N",384,15,1.17952,0.002622,30.605,1.54624,33.4653,33.3334
3,float,uniform,GPU,"N | D | N | N | N | N",384,16,1.17834,0.002729,30.2821,1.5575,33.1497,33.0207
3,float,uniform,GPU,"N | D | N | N | N | N",384,17,1.18093,0.002618,30.6391,1.55546,33.5082,33.3781
3,float,uniform,GPU,"N | D | N | N | N | N",384,18,1.17763,0.002933,30.4815,1.55955,33.3543,33.2216
3,float,uniform,GPU,"N | D | N | N | N | N",384,19,1.17747,0.002763,30.4219,1.56365,33.2999,33.1658
3,float,uniform,GPU,"N | D | N | N | N | N",448,0,1.89229,0.002669,53.2141,2.67776,57.9204,57.7868
3,float,uniform,GPU,"N | D | N | N | N | N",448,1,1.87392,0.002618,46.1172,2.59482,50.7205,50.5886
3,float,uniform,GPU,"N | D | N | N | N | N",448,2,1.87568,0.002646,45.9789,2.59482,50.5845,50.4521
3,float,uniform,GPU,"N | D | N | N | N | N",448,3,1.8745,0.002666,46.1556,2.58867,50.7543,50.6214
3,float,uniform,GPU,"N | D | N | N | N | N",448,4,1.87546,0.002691,45.9436,2.59789,50.5508,50.4196
3,float,uniform,GPU,"N | D | N | N | N | N",448,5,1.87536,0.002642,46.3559,2.58355,50.9504,50.8174
3,float,uniform,GPU,"N | D | N | N | N | N",448,6,1.87485,0.002739,46.1767,2.59379,50.7777,50.6481
3,float,uniform,GPU,"N | D | N | N | N | N",448,7,1.87338,0.002987,46.0169,2.59174,50.6158,50.485
3,float,uniform,GPU,"N | D | N | N | N | N",448,8,1.8751,0.002615,46.1641,2.59072,50.7644,50.6325
3,float,uniform,GPU,"N | D | N | N | N | N",448,9,1.87427,0.002668,46.0998,2.59482,50.7012,50.5716
3,float,uniform,GPU,"N | D | N | N | N | N",448,10,1.87837,0.002969,45.7982,2.59584,50.4066,50.2753
3,float,uniform,GPU,"N | D | N | N | N | N",448,11,1.87139,0.002615,45.7572,2.59379,50.3581,50.225
3,float,uniform,GPU,"N | D | N | N | N | N",448,12,1.87466,0.002625,45.9681,2.59994,50.575,50.4453
3,float,uniform,GPU,"N | D | N | N | N | N",448,13,1.87546,0.002699,45.8214,2.59789,50.4294,50.2975
3,float,uniform,GPU,"N | D | N | N | N | N",448,14,1.87184,0.002629,46.355,2.5897,50.9514,50.8191
3,float,uniform,GPU,"N | D | N | N | N | N",448,15,1.87299,0.002609,45.9215,2.59174,50.5221,50.3889
3,float,uniform,GPU,"N | D | N | N | N | N",448,16,1.87504,0.002667,46.0608,2.58458,50.6565,50.5231
3,float,uniform,GPU,"N | D | N | N | N | N",448,17,1.87702,0.002708,45.7918,2.59174,50.3956,50.2633
3,float,uniform,GPU,"N | D | N | N | N | N",448,18,1.87328,0.002609,46.119,2.58765,50.7133,50.5826
3,float,uniform,GPU,"N | D | N | N | N | N",448,19,1.87642,0.002628,45.941,2.58458,50.5353,50.4046
3,float,uniform,GPU,"N | D | N | N | N | N",512,0,2.76051,0.002668,30.2275,3.77856,36.8971,36.7692
3,float,uniform,GPU,"N | D | N | N | N | N",512,1,2.75213,0.002943,30.2186,3.7847,36.888,36.7584
3,float,uniform,GPU,"N | D | N | N | N | N",512,2,2.75414,0.002651,30.282,3.78982,36.9567,36.8286
3,float,uniform,GPU,"N | D | N | N | N | N",512,3,2.75818,0.002946,30.2822,3.79187,36.9631,36.8352
3,float,uniform,GPU,"N | D | N | N | N | N",512,4,2.75299,0.002694,30.2784,3.78163,36.9441,36.8157
3,float,uniform,GPU,"N | D | N | N | N | N",512,5,2.75446,0.002857,30.2449,3.77856,36.9103,36.7808
3,float,uniform,GPU,"N | D | N | N | N | N",512,6,2.75238,0.002973,30.2659,3.78368,36.9339,36.805
3,float,uniform,GPU,"N | D | N | N | N | N",512,7,2.7569,0.003061,30.2601,3.7888,36.9367,36.8088
3,float,uniform,GPU,"N | D | N | N | N | N",512,8,2.75091,0.002687,30.2579,3.78163,36.9217,36.7931
3,float,uniform,GPU,"N | D | N | N | N | N",512,9,2.75686,0.002723,30.2751,3.78778,36.9529,36.8225
3,float,uniform,GPU,"N | D | N | N | N | N",512,10,2.75584,0.002673,30.2508,3.7847,36.9236,36.794
3,float,uniform,GPU,"N | D | N | N | N | N",512,11,2.75517,0.002901,30.2554,3.77856,36.9203,36.792
3,float,uniform,GPU,"N | D | N | N | N | N",512,12,2.75318,0.002696,30.2286,3.77139,36.8834,36.7558
3,float,uniform,GPU,"N | D | N | N | N | N",512,13,2.75402,0.002692,30.2477,3.78573,36.9177,36.7902
3,float,uniform,GPU,"N | D | N | N | N | N",512,14,2.75469,0.002652,30.2449,3.78573,36.9162,36.7879
3,float,uniform,GPU,"N | D | N | N | N | N",512,15,2.75491,0.002656,30.2347,3.77754,36.8977,36.7698
3,float,uniform,GPU,"N | D | N | N | N | N",512,16,2.75475,0.002662,30.24,3.78061,36.9059,36.778
3,float,uniform,GPU,"N | D | N | N | N | N",512,17,2.75283,0.003041,30.2399,3.79085,36.9158,36.7866
3,float,uniform,GPU,"N | D | N | N | N | N",512,18,2.75699,0.002697,30.2615,3.77037,36.9183,36.7915
3,float,uniform,GPU,"N | D | N | N | N | N",512,19,2.7535,0.002598,30.2261,3.78266,36.8924,36.7649
