dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,0,0.642976,0.004085,0.119238,0.374784,1.2527,1.14108
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,17,3.32541,0.003865,0.21424,0.06656,3.67639,3.61007
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,18,3.3569,0.003873,0.21419,0.068608,3.71019,3.64357
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,19,3.35958,0.003719,0.215391,0.068608,3.71137,3.6473
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,0,11.8607,0.004016,0.688145,0.232448,12.88,12.7853
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,1,11.962,0.003953,0.640189,0.224256,12.9135,12.8304
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,2,12.1305,0.003996,0.645107,0.224256,13.0903,13.0038
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,3,12.0097,0.004061,0.646468,0.232448,12.9758,12.8926
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,4,11.9048,0.004116,0.645126,0.226304,12.8594,12.7803
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,5,11.8638,0.004449,0.63589,0.22528,12.8113,12.7295
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,6,11.9549,0.004023,0.646008,0.223232,12.9102,12.8281
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,7,12.0638,0.003985,0.649714,0.228352,13.0269,12.9459
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,8,11.9245,0.004046,0.64892,0.223232,12.8833,12.8007
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,9,11.9412,0.004019,0.639152,0.22528,12.8917,12.8096
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,10,11.9229,0.004134,0.645055,0.227328,12.8904,12.7994
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,11,11.9873,0.004023,0.64454,0.229376,12.9491,12.8652
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,12,11.9195,0.004077,0.657127,0.229376,12.8965,12.8101
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,13,11.9469,0.004046,0.649071,0.224256,12.9075,12.8243
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,14,11.9777,0.003987,0.648468,0.226304,12.9387,12.8564
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,15,11.9932,0.004206,0.643118,0.22528,12.9509,12.8658
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,16,11.8672,0.004032,0.658596,0.223232,12.8363,12.7531
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,17,11.8515,0.004456,0.648785,0.22528,12.8124,12.73
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,18,11.8463,0.004281,0.642426,0.224256,12.803,12.7173
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,19,11.8996,0.003979,0.642156,0.223232,12.8516,12.769
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,0,28.411,0.004094,1.59972,0.52224,30.6447,30.5371
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,1,28.1799,0.004105,1.53184,0.509952,30.3108,30.2258
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,2,28.3161,0.004124,1.5347,0.510976,30.4544,30.3659
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,3,28.4934,0.004104,1.54513,0.515072,30.6444,30.5577
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,4,28.463,0.004145,1.53829,0.515072,30.6085,30.5205
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,5,28.6557,0.004197,1.54184,0.514048,30.8038,30.7158
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,6,28.4441,0.004162,1.53899,0.509952,30.5847,30.4972
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,7,28.3811,0.004176,1.53694,0.51712,30.5311,30.4393
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,8,28.443,0.004033,1.5386,0.515072,30.5853,30.5007
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,9,28.5545,0.004041,1.54034,0.505856,30.6935,30.6047
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,10,28.8163,0.004171,1.53774,0.51712,30.9695,30.8753
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,11,28.4654,0.004084,1.54054,0.508928,30.6047,30.5189
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,12,28.6445,0.004132,1.54055,0.510976,30.7862,30.7002
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,13,28.4525,0.004104,1.53852,0.514048,30.5963,30.5092
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,14,28.4898,0.004072,1.53391,0.512,30.6305,30.5398
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,15,27.6876,0.003611,1.53633,0.512,29.8218,29.7395
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,16,28.1992,0.004124,1.53874,0.50688,30.3353,30.2489
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,17,28.1475,0.004153,1.53697,0.509952,30.2862,30.1985
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,18,28.1473,0.003585,1.53167,0.507904,30.2767,30.1904
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",256,19,28.5508,0.004024,1.53701,0.509952,30.6885,30.6018
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,0,54.8661,0.00305,4.62931,0.93696,60.5171,60.4354
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,1,65.4829,0.003249,4.61751,0.939008,71.1326,71.0427
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,2,54.2747,0.003175,4.61807,0.937984,59.9194,59.834
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,3,54.2555,0.003005,4.62221,0.933888,59.8957,59.8146
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,4,54.4603,0.003237,4.61428,0.93696,60.0993,60.0148
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,5,54.756,0.003631,4.61697,0.930816,60.3918,60.3075
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,6,54.9116,0.003302,4.61875,0.932864,60.5484,60.4665
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,7,54.7496,0.003051,4.6107,0.935936,60.3796,60.2993
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,8,55.0423,0.003395,4.60655,0.93696,60.6729,60.5892
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,9,55.3351,0.003241,4.60361,0.935936,60.9605,60.8779
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,10,55.1705,0.003259,4.61147,0.934912,60.807,60.7201
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,11,54.8573,0.003473,4.611,0.929792,60.4876,60.4016
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,12,54.3611,0.003021,4.61786,0.933888,59.9975,59.9158
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,13,53.5633,0.003058,4.61719,0.93696,59.2135,59.1205
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,14,54.0827,0.003074,4.62029,0.930816,59.7173,59.6368
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,15,54.3206,0.003233,4.60975,0.940032,59.9573,59.8737
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,16,54.5845,0.003172,4.61567,0.933888,60.2197,60.1372
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,17,54.4616,0.003049,4.62485,0.93184,60.1033,60.0214
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,18,54.478,0.003327,4.59921,0.932864,60.0956,60.0134
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",320,19,54.4287,0.003082,4.62439,0.930816,60.0727,59.987
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,0,94.0932,0.003161,8.51728,1.62099,104.33,104.235
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,1,94.6264,0.003008,8.48882,1.62918,104.832,104.747
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,2,93.9582,0.003065,8.49194,1.61997,104.157,104.073
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,3,92.8054,0.00307,8.49801,1.62406,103.016,102.931
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,4,93.6507,0.003098,8.49754,1.62406,103.859,103.775
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,5,93.1908,0.003312,8.50298,1.62509,103.407,103.322
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,6,92.5968,0.003048,8.50325,1.62406,102.808,102.727
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,7,93.2942,0.003223,8.49265,1.62714,103.498,103.417
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,8,93.6424,0.003026,8.49929,1.62406,103.856,103.769
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,9,93.5913,0.003081,8.50639,1.62509,103.807,103.726
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,10,91.7924,0.003138,8.49874,1.62816,102.004,101.922
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,11,92.7498,0.003018,8.49672,1.63226,102.979,102.882
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,12,93.7976,0.003118,8.51832,1.61997,104.025,103.939
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,13,93.1139,0.003141,8.49617,1.62918,103.327,103.242
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,14,93.1556,0.003027,8.50036,1.62918,103.368,103.288
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,15,93.0346,0.003083,8.49279,1.62099,103.23,103.151
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,16,92.1292,0.003387,8.4905,1.62509,102.332,102.248
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,17,94.0278,0.003425,8.49404,1.62918,104.239,104.154
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,18,92.6631,0.003094,8.50098,1.62611,102.878,102.793
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",384,19,93.4122,0.003265,8.48832,1.61792,103.605,103.522
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,0,147.908,0.003045,14.0053,2.68083,164.687,164.597
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,1,146.875,0.003061,13.96,2.67878,163.604,163.517
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,2,145.035,0.003051,13.9667,2.67776,161.768,161.682
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,3,147.411,0.003346,12.7064,2.61939,162.826,162.74
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,4,146.759,0.00317,12.7201,2.60608,162.173,162.088
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,5,146.346,0.003281,12.7065,2.6071,161.749,161.663
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,6,148.741,0.003143,12.2741,2.58662,163.69,163.605
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,7,146.068,0.003022,12.2737,2.59072,161.019,160.936
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,8,147.26,0.003414,12.2539,2.59482,162.198,162.112
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,9,146.361,0.002865,12.2735,2.58355,161.307,161.221
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,10,146.821,0.00286,12.2724,2.5897,161.769,161.686
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,11,148.581,0.002837,12.2688,2.59482,163.531,163.448
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,12,146.317,0.002978,12.2679,2.59789,161.268,161.185
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,13,148.717,0.002841,12.2705,2.59072,163.664,163.581
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,14,147.988,0.003082,12.2727,2.5856,162.936,162.849
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,15,147.197,0.002881,12.2552,2.59584,162.133,162.05
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,16,148.077,0.002921,12.2734,2.5856,163.022,162.939
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,17,146.332,0.003081,12.2595,2.58662,161.266,161.181
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,18,147.012,0.002879,12.2563,2.59072,161.948,161.862
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",448,19,147.086,0.002858,12.2849,2.59072,162.047,161.964
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,0,218.275,0.002941,21.6299,3.51232,243.504,243.42
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,1,220.854,0.002916,21.5817,3.51744,246.034,245.956
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,2,221.876,0.002926,21.5901,3.50925,247.062,246.978
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,3,220.86,0.002901,21.5843,3.50413,246.033,245.951
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,4,220.085,0.002886,21.5886,3.52358,245.28,245.2
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,5,222.135,0.002897,21.5791,3.49798,247.295,247.215
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,6,221.703,0.003191,21.5912,3.51744,246.896,246.815
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,7,220.523,0.002835,21.5845,3.5031,245.695,245.614
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,8,223.057,0.002956,21.5986,3.51437,248.254,248.173
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,9,219.873,0.002817,21.5936,3.51027,245.058,244.979
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,10,220.434,0.002862,21.5949,3.5072,245.621,245.538
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,11,219.219,0.003509,21.6009,3.5113,244.416,244.335
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,12,220.213,0.002912,21.5952,3.50822,245.4,245.319
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,13,220.956,0.002729,21.5941,3.51539,246.148,246.068
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,14,219.286,0.002704,21.5853,3.51846,244.473,244.393
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,15,223.04,0.002696,21.5914,3.5072,248.224,248.141
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,16,220.394,0.002692,21.6011,3.51437,245.594,245.512
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,17,221.374,0.002715,21.5906,3.50925,246.556,246.477
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,18,222.364,0.002748,21.5795,3.51232,247.541,247.458
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",512,19,220.121,0.002785,21.5865,3.5072,245.299,245.217
