dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | P | P",64,0,0.037408,0,0.064928,0.454656,0.702611,0.556992
3,float,uniform,GPU,"P | P | P | P | P | P",64,1,0.031392,0,0.049368,0.0328,0.251104,0.11356
3,float,uniform,GPU,"P | P | P | P | P | P",64,2,0.026816,0,0.044625,0.026624,0.238655,0.098065
3,float,uniform,GPU,"P | P | P | P | P | P",64,3,0.02848,0,0.044265,0.028672,0.239092,0.101417
3,float,uniform,GPU,"P | P | P | P | P | P",64,4,0.033216,0,0.043655,0.0256,0.241324,0.102471
3,float,uniform,GPU,"P | P | P | P | P | P",64,5,0.027648,0,0.044203,0.026624,0.239045,0.098475
3,float,uniform,GPU,"P | P | P | P | P | P",64,6,0.027168,0,0.043427,0.0256,0.238122,0.096195
3,float,uniform,GPU,"P | P | P | P | P | P",64,7,0.027712,0,0.044984,0.0256,0.23948,0.098296
3,float,uniform,GPU,"P | P | P | P | P | P",64,8,0.030784,0,0.043611,0.027648,0.376497,0.102043
3,float,uniform,GPU,"P | P | P | P | P | P",64,9,0.027264,0,0.043974,0.0256,0.236315,0.096838
3,float,uniform,GPU,"P | P | P | P | P | P",64,10,0.026944,0,0.04373,0.028672,0.238004,0.099346
3,float,uniform,GPU,"P | P | P | P | P | P",64,11,0.026912,0,0.043565,0.027648,0.237185,0.098125
3,float,uniform,GPU,"P | P | P | P | P | P",64,12,0.028704,0,0.04365,0.027648,0.23937,0.100002
3,float,uniform,GPU,"P | P | P | P | P | P",64,13,0.027872,0,0.043495,0.027648,0.238273,0.099015
3,float,uniform,GPU,"P | P | P | P | P | P",64,14,0.027456,0,0.049025,0.027648,0.243792,0.104129
3,float,uniform,GPU,"P | P | P | P | P | P",64,15,0.028736,0,0.045908,0.026624,0.240676,0.101268
3,float,uniform,GPU,"P | P | P | P | P | P",64,16,0.02832,0,0.044019,0.026624,0.237071,0.098963
3,float,uniform,GPU,"P | P | P | P | P | P",64,17,0.028384,0,0.043339,0.027648,0.238444,0.099371
3,float,uniform,GPU,"P | P | P | P | P | P",64,18,0.026976,0,0.043619,0.027648,0.236784,0.098243
3,float,uniform,GPU,"P | P | P | P | P | P",64,19,0.02736,0,0.043698,0.027648,0.238127,0.098706
3,float,uniform,GPU,"P | P | P | P | P | P",128,0,0.075456,0,0.322631,0.14336,0.684398,0.541447
3,float,uniform,GPU,"P | P | P | P | P | P",128,1,0.07504,0,0.317892,0.13824,0.672082,0.531172
3,float,uniform,GPU,"P | P | P | P | P | P",128,2,0.072544,0,0.308401,0.137216,0.65891,0.518161
3,float,uniform,GPU,"P | P | P | P | P | P",128,3,0.07504,0,0.305836,0.137216,0.658968,0.518092
3,float,uniform,GPU,"P | P | P | P | P | P",128,4,0.078752,0,0.30595,0.137216,0.662377,0.521918
3,float,uniform,GPU,"P | P | P | P | P | P",128,5,0.073856,0,0.305462,0.134144,0.652868,0.513462
3,float,uniform,GPU,"P | P | P | P | P | P",128,6,0.074752,0,0.375843,0.135168,0.727073,0.585763
3,float,uniform,GPU,"P | P | P | P | P | P",128,7,0.07584,0,0.306386,0.136192,0.657468,0.518418
3,float,uniform,GPU,"P | P | P | P | P | P",128,8,0.07232,0,0.314512,0.135168,0.662367,0.522
3,float,uniform,GPU,"P | P | P | P | P | P",128,9,0.074368,0,0.306967,0.139264,0.659748,0.520599
3,float,uniform,GPU,"P | P | P | P | P | P",128,10,0.074496,0,0.30287,0.134144,0.658116,0.51151
3,float,uniform,GPU,"P | P | P | P | P | P",128,11,0.073888,0,0.308077,0.137216,0.659999,0.519181
3,float,uniform,GPU,"P | P | P | P | P | P",128,12,0.074912,0,0.312097,0.136192,0.663655,0.523201
3,float,uniform,GPU,"P | P | P | P | P | P",128,13,0.073728,0,0.306753,0.135168,0.655881,0.515649
3,float,uniform,GPU,"P | P | P | P | P | P",128,14,0.073152,0,0.310269,0.136192,0.667183,0.519613
3,float,uniform,GPU,"P | P | P | P | P | P",128,15,0.080768,0,0.309485,0.136192,0.665927,0.526445
3,float,uniform,GPU,"P | P | P | P | P | P",128,16,0.072896,0,0.307559,0.135168,0.655464,0.515623
3,float,uniform,GPU,"P | P | P | P | P | P",128,17,0.07456,0,0.313637,0.13824,0.666078,0.526437
3,float,uniform,GPU,"P | P | P | P | P | P",128,18,0.073792,0,0.306877,0.137216,0.658283,0.517885
3,float,uniform,GPU,"P | P | P | P | P | P",128,19,0.073568,0,0.308017,0.136192,0.657644,0.517777
3,float,uniform,GPU,"P | P | P | P | P | P",192,0,0.167616,0,0.951324,0.449536,1.71082,1.56848
3,float,uniform,GPU,"P | P | P | P | P | P",192,1,0.164768,0,0.927715,0.446464,1.68265,1.53895
3,float,uniform,GPU,"P | P | P | P | P | P",192,2,0.164576,0,0.928067,0.448512,1.68657,1.54116
3,float,uniform,GPU,"P | P | P | P | P | P",192,3,0.165504,0,0.927671,0.447488,1.68513,1.54066
3,float,uniform,GPU,"P | P | P | P | P | P",192,4,0.164064,0,0.925943,0.446464,1.68003,1.53647
3,float,uniform,GPU,"P | P | P | P | P | P",192,5,0.171296,0,0.928689,0.442368,1.68759,1.54235
3,float,uniform,GPU,"P | P | P | P | P | P",192,6,0.164416,0,0.926435,0.449536,1.68651,1.54039
3,float,uniform,GPU,"P | P | P | P | P | P",192,7,0.170688,0,0.931056,0.452608,1.69885,1.55435
3,float,uniform,GPU,"P | P | P | P | P | P",192,8,0.170016,0,0.930004,0.443392,1.6868,1.54341
3,float,uniform,GPU,"P | P | P | P | P | P",192,9,0.163232,0,0.931639,0.443392,1.68055,1.53826
3,float,uniform,GPU,"P | P | P | P | P | P",192,10,0.169664,0,0.925263,0.453632,1.69083,1.54856
3,float,uniform,GPU,"P | P | P | P | P | P",192,11,0.173152,0,0.930079,0.44544,1.69242,1.54867
3,float,uniform,GPU,"P | P | P | P | P | P",192,12,0.171424,0,0.929106,0.447488,1.69429,1.54802
3,float,uniform,GPU,"P | P | P | P | P | P",192,13,0.16816,0,0.931637,0.448512,1.69122,1.54831
3,float,uniform,GPU,"P | P | P | P | P | P",192,14,0.18,0,0.950358,0.467968,1.76634,1.59833
3,float,uniform,GPU,"P | P | P | P | P | P",192,15,0.170016,0,0.924855,0.448512,1.68671,1.54338
3,float,uniform,GPU,"P | P | P | P | P | P",192,16,0.164352,0,0.930442,0.45056,1.68939,1.54535
3,float,uniform,GPU,"P | P | P | P | P | P",192,17,0.169792,0,0.927721,0.446464,1.68587,1.54398
3,float,uniform,GPU,"P | P | P | P | P | P",192,18,0.168704,0,0.928001,0.446464,1.68694,1.54317
3,float,uniform,GPU,"P | P | P | P | P | P",192,19,0.163104,0,0.928875,0.448512,1.68445,1.54049
3,float,uniform,GPU,"P | P | P | P | P | P",256,0,0.369696,0,2.19767,0.99328,3.70201,3.56064
3,float,uniform,GPU,"P | P | P | P | P | P",256,1,0.362208,0,2.16406,0.98816,3.65579,3.51443
3,float,uniform,GPU,"P | P | P | P | P | P",256,2,0.365184,0,2.16362,1.00147,3.66988,3.53028
3,float,uniform,GPU,"P | P | P | P | P | P",256,3,0.36944,0,2.21769,0.995328,3.72538,3.58246
3,float,uniform,GPU,"P | P | P | P | P | P",256,4,0.366688,0,2.16188,0.992256,3.66366,3.52082
3,float,uniform,GPU,"P | P | P | P | P | P",256,5,0.362752,0,2.16232,0.986112,3.65169,3.51118
3,float,uniform,GPU,"P | P | P | P | P | P",256,6,0.36304,0,2.16891,0.992256,3.67139,3.52421
3,float,uniform,GPU,"P | P | P | P | P | P",256,7,0.365312,0,2.159,0.995328,3.65466,3.51964
3,float,uniform,GPU,"P | P | P | P | P | P",256,8,0.360288,0,2.165,0.999424,3.66054,3.52471
3,float,uniform,GPU,"P | P | P | P | P | P",256,9,0.362368,0,2.16313,0.99328,3.65775,3.51878
3,float,uniform,GPU,"P | P | P | P | P | P",256,10,0.367424,0,2.16457,0.99328,3.66332,3.52527
3,float,uniform,GPU,"P | P | P | P | P | P",256,11,0.367616,0,2.16447,0.991232,3.66543,3.52332
3,float,uniform,GPU,"P | P | P | P | P | P",256,12,0.362816,0,2.16219,0.992256,3.65602,3.51726
3,float,uniform,GPU,"P | P | P | P | P | P",256,13,0.362912,0,2.16317,0.987136,3.66266,3.51322
3,float,uniform,GPU,"P | P | P | P | P | P",256,14,0.364064,0,2.16663,0.995328,3.66467,3.52602
3,float,uniform,GPU,"P | P | P | P | P | P",256,15,0.363648,0,2.16161,0.995328,3.66032,3.52059
3,float,uniform,GPU,"P | P | P | P | P | P",256,16,0.361504,0,2.17746,0.992256,3.66906,3.53122
3,float,uniform,GPU,"P | P | P | P | P | P",256,17,0.362048,0,2.16617,0.991232,3.6606,3.51945
3,float,uniform,GPU,"P | P | P | P | P | P",256,18,0.366528,0,2.16475,0.997376,3.67161,3.52866
3,float,uniform,GPU,"P | P | P | P | P | P",256,19,0.36592,0,2.16566,0.989184,3.6548,3.52076
3,float,uniform,GPU,"P | P | P | P | P | P",320,0,0.696704,0,6.12017,1.92819,8.87947,8.74507
3,float,uniform,GPU,"P | P | P | P | P | P",320,1,0.696768,0,6.11167,1.91078,8.85557,8.71923
3,float,uniform,GPU,"P | P | P | P | P | P",320,2,0.696352,0,6.11072,1.90669,8.84694,8.71376
3,float,uniform,GPU,"P | P | P | P | P | P",320,3,0.69712,0,6.10821,1.91693,8.85674,8.72225
3,float,uniform,GPU,"P | P | P | P | P | P",320,4,0.72528,0,6.12866,1.93229,8.91894,8.78623
3,float,uniform,GPU,"P | P | P | P | P | P",320,5,0.69488,0,6.1098,1.91693,8.85765,8.72161
3,float,uniform,GPU,"P | P | P | P | P | P",320,6,0.69456,0,6.10524,1.91488,8.85181,8.71468
3,float,uniform,GPU,"P | P | P | P | P | P",320,7,0.696128,0,6.10842,1.91488,8.85472,8.71943
3,float,uniform,GPU,"P | P | P | P | P | P",320,8,0.694592,0,6.10658,1.92,8.85599,8.72117
3,float,uniform,GPU,"P | P | P | P | P | P",320,9,0.695936,0,6.11172,1.91488,8.86002,8.72254
3,float,uniform,GPU,"P | P | P | P | P | P",320,10,0.693984,0,6.10525,1.91078,8.84572,8.71002
3,float,uniform,GPU,"P | P | P | P | P | P",320,11,0.69536,0,6.10867,1.90976,8.84931,8.71379
3,float,uniform,GPU,"P | P | P | P | P | P",320,12,0.694848,0,6.11732,1.91795,8.86629,8.73012
3,float,uniform,GPU,"P | P | P | P | P | P",320,13,0.693024,0,6.10462,1.91488,8.84879,8.71253
3,float,uniform,GPU,"P | P | P | P | P | P",320,14,0.68848,0,6.11228,1.92102,8.85615,8.72178
3,float,uniform,GPU,"P | P | P | P | P | P",320,15,0.688608,0,6.11473,1.91181,8.84808,8.71515
3,float,uniform,GPU,"P | P | P | P | P | P",320,16,0.690272,0,6.11334,1.91386,8.85333,8.71747
3,float,uniform,GPU,"P | P | P | P | P | P",320,17,0.69168,0,6.1088,1.91283,8.84641,8.71331
3,float,uniform,GPU,"P | P | P | P | P | P",320,18,0.697216,0,6.10687,1.9159,8.85468,8.71999
3,float,uniform,GPU,"P | P | P | P | P | P",320,19,0.695808,0,6.11197,1.92,8.86308,8.72778
3,float,uniform,GPU,"P | P | P | P | P | P",384,0,1.18723,0,11.3649,3.30445,15.9944,15.8566
3,float,uniform,GPU,"P | P | P | P | P | P",384,1,1.1863,0,11.2106,3.3024,15.8367,15.6993
3,float,uniform,GPU,"P | P | P | P | P | P",384,2,1.18691,0,11.3196,3.30138,15.9421,15.8079
3,float,uniform,GPU,"P | P | P | P | P | P",384,3,1.18496,0,11.2538,3.31162,15.8869,15.7504
3,float,uniform,GPU,"P | P | P | P | P | P",384,4,1.18406,0,11.2546,3.30342,15.8763,15.7421
3,float,uniform,GPU,"P | P | P | P | P | P",384,5,1.18006,0,11.2027,3.3065,15.8219,15.6893
3,float,uniform,GPU,"P | P | P | P | P | P",384,6,1.18557,0,11.17,3.30035,15.7899,15.6559
3,float,uniform,GPU,"P | P | P | P | P | P",384,7,1.18528,0,11.0811,3.31366,15.716,15.58
3,float,uniform,GPU,"P | P | P | P | P | P",384,8,1.18077,0,11.0626,3.30445,15.6819,15.5478
3,float,uniform,GPU,"P | P | P | P | P | P",384,9,1.18502,0,11.0756,3.30035,15.6959,15.561
3,float,uniform,GPU,"P | P | P | P | P | P",384,10,1.17818,0,11.1668,3.3065,15.7845,15.6515
3,float,uniform,GPU,"P | P | P | P | P | P",384,11,1.18512,0,11.2066,3.30138,15.8267,15.6931
3,float,uniform,GPU,"P | P | P | P | P | P",384,12,1.18269,0,10.8753,3.29114,15.4841,15.3492
3,float,uniform,GPU,"P | P | P | P | P | P",384,13,1.1832,0,11.0262,3.29626,15.6425,15.5057
3,float,uniform,GPU,"P | P | P | P | P | P",384,14,1.18298,0,11.0723,3.30342,15.6926,15.5587
3,float,uniform,GPU,"P | P | P | P | P | P",384,15,1.19382,0,11.1098,3.29933,16.2499,15.6029
3,float,uniform,GPU,"P | P | P | P | P | P",384,16,1.18442,0,11.0572,3.31674,15.6937,15.5584
3,float,uniform,GPU,"P | P | P | P | P | P",384,17,1.1832,0,10.9697,3.30035,15.5872,15.4533
3,float,uniform,GPU,"P | P | P | P | P | P",384,18,1.18346,0,10.9681,3.29216,15.5778,15.4437
3,float,uniform,GPU,"P | P | P | P | P | P",384,19,1.17699,0,11.1418,3.30138,15.7537,15.6201
3,float,uniform,GPU,"P | P | P | P | P | P",448,0,1.8799,0,16.7475,5.39853,24.1616,24.0259
3,float,uniform,GPU,"P | P | P | P | P | P",448,1,1.87091,0,16.6778,5.39648,24.0853,23.9452
3,float,uniform,GPU,"P | P | P | P | P | P",448,2,1.87603,0,16.7415,5.37293,24.1282,23.9905
3,float,uniform,GPU,"P | P | P | P | P | P",448,3,1.8751,0,16.7214,5.37907,24.1134,23.9756
3,float,uniform,GPU,"P | P | P | P | P | P",448,4,1.87302,0,16.7608,5.3719,24.1432,24.0057
3,float,uniform,GPU,"P | P | P | P | P | P",448,5,1.87549,0,16.6443,5.36166,24.0236,23.8815
3,float,uniform,GPU,"P | P | P | P | P | P",448,6,1.87667,0,16.673,5.38214,24.069,23.9318
3,float,uniform,GPU,"P | P | P | P | P | P",448,7,1.87507,0,16.626,5.38624,24.026,23.8873
3,float,uniform,GPU,"P | P | P | P | P | P",448,8,1.87363,0,16.6632,5.38317,24.0581,23.92
3,float,uniform,GPU,"P | P | P | P | P | P",448,9,1.87258,0,16.7925,5.37805,24.1821,24.0431
3,float,uniform,GPU,"P | P | P | P | P | P",448,10,1.86925,0,16.7937,5.37907,24.1814,24.042
3,float,uniform,GPU,"P | P | P | P | P | P",448,11,1.87587,0,16.7184,5.38931,24.1226,23.9836
3,float,uniform,GPU,"P | P | P | P | P | P",448,12,1.88042,0,17.8845,5.41184,25.3141,25.1768
3,float,uniform,GPU,"P | P | P | P | P | P",448,13,1.87808,0,17.8904,5.42208,25.33,25.1905
3,float,uniform,GPU,"P | P | P | P | P | P",448,14,1.87987,0,17.8886,5.41491,25.3234,25.1833
3,float,uniform,GPU,"P | P | P | P | P | P",448,15,1.87997,0,17.8831,5.41286,25.3163,25.176
3,float,uniform,GPU,"P | P | P | P | P | P",448,16,1.88,0,17.8869,5.40979,25.315,25.1767
3,float,uniform,GPU,"P | P | P | P | P | P",448,17,1.88131,0,17.8984,5.42413,25.3433,25.2038
3,float,uniform,GPU,"P | P | P | P | P | P",448,18,1.88166,0,17.8941,5.41696,25.3326,25.1927
3,float,uniform,GPU,"P | P | P | P | P | P",448,19,1.88006,0,17.8964,5.40365,25.3192,25.1802
3,float,uniform,GPU,"P | P | P | P | P | P",512,0,2.75978,0,39.0096,7.57965,49.4839,49.349
3,float,uniform,GPU,"P | P | P | P | P | P",512,1,2.75325,0,38.4201,7.57453,48.8829,48.7479
3,float,uniform,GPU,"P | P | P | P | P | P",512,2,2.75235,0,38.8061,7.56838,49.2604,49.1268
3,float,uniform,GPU,"P | P | P | P | P | P",512,3,2.75232,0,38.4404,7.58272,48.9117,48.7754
3,float,uniform,GPU,"P | P | P | P | P | P",512,4,2.7529,0,39.1159,7.56429,49.5689,49.433
3,float,uniform,GPU,"P | P | P | P | P | P",512,5,2.75565,0,38.8678,7.55098,49.3072,49.1744
3,float,uniform,GPU,"P | P | P | P | P | P",512,6,2.75402,0,39.1317,7.59398,49.6137,49.4797
3,float,uniform,GPU,"P | P | P | P | P | P",512,7,2.76291,0,39.318,7.59398,49.8472,49.6749
3,float,uniform,GPU,"P | P | P | P | P | P",512,8,2.75347,0,38.7432,7.59501,49.2262,49.0917
3,float,uniform,GPU,"P | P | P | P | P | P",512,9,2.75379,0,39.2834,7.57965,49.7535,49.6168
3,float,uniform,GPU,"P | P | P | P | P | P",512,10,2.75549,0,38.1579,7.56941,48.6182,48.4827
3,float,uniform,GPU,"P | P | P | P | P | P",512,11,2.75309,0,38.864,7.57862,49.3285,49.1957
3,float,uniform,GPU,"P | P | P | P | P | P",512,12,2.75766,0,38.3902,7.57862,48.8608,48.7265
3,float,uniform,GPU,"P | P | P | P | P | P",512,13,2.75274,0,38.4896,7.58989,48.9657,48.8322
3,float,uniform,GPU,"P | P | P | P | P | P",512,14,2.75344,0,38.612,7.58682,49.0861,48.9523
3,float,uniform,GPU,"P | P | P | P | P | P",512,15,2.75206,0,39.1865,7.56941,49.6414,49.5079
3,float,uniform,GPU,"P | P | P | P | P | P",512,16,2.75843,0,38.5222,7.5735,48.9896,48.8541
3,float,uniform,GPU,"P | P | P | P | P | P",512,17,2.75782,0,38.6151,7.5561,49.0628,48.929
3,float,uniform,GPU,"P | P | P | P | P | P",512,18,2.7543,0,38.4974,7.58477,48.9713,48.8365
3,float,uniform,GPU,"P | P | P | P | P | P",512,19,2.75261,0,39.1297,7.57658,49.595,49.4589
