dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,0,0.041024,0.004175,0.089893,0.366592,0.640773,0.501684
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,7,0.06544,0.00376,0.18544,0.055296,0.44519,0.309936
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,8,0.067552,0.003724,0.186697,0.05632,0.505957,0.314293
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,9,0.065504,0.003581,0.187762,0.055296,0.446041,0.312143
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,10,0.064896,0.003633,0.189449,0.055296,0.445264,0.313274
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,11,0.068576,0.003677,0.184229,0.055296,0.445627,0.311778
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,12,0.06272,0.003665,0.185241,0.055296,0.448245,0.306922
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,13,0.068768,0.003743,0.183618,0.05632,0.44635,0.312449
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,14,0.064672,0.003701,0.18709,0.05632,0.445196,0.311783
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,15,0.064352,0.003641,0.187944,0.055296,0.445248,0.311233
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,16,0.06368,0.003645,0.189096,0.055296,0.448198,0.311717
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,17,0.063968,0.003649,0.188771,0.05632,0.448374,0.312708
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,18,0.06464,0.003785,0.191227,0.05632,0.451291,0.315972
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,19,0.062944,0.003685,0.187661,0.055296,0.445665,0.309586
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,0,0.164704,0.003688,0.614214,0.217088,1.13606,0.999694
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,1,0.164128,0.003773,0.565309,0.21504,1.08518,0.94825
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,2,0.168352,0.003704,0.5634,0.212992,1.08882,0.948448
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,3,0.168832,0.00427,0.577002,0.228352,1.1247,0.978456
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,4,0.16384,0.003817,0.57527,0.212992,1.09414,0.955919
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,5,0.169312,0.003888,0.56942,0.210944,1.09217,0.953564
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,6,0.169216,0.004267,0.572002,0.212992,1.09752,0.958477
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,7,0.163424,0.003739,0.56861,0.208896,1.08285,0.944669
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,8,0.166848,0.003693,0.567514,0.212992,1.08761,0.951047
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,9,0.169952,0.003763,0.570024,0.214016,1.09407,0.957755
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,10,0.166848,0.003677,0.566554,0.211968,1.0889,0.949047
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,11,0.169184,0.00364,0.567305,0.211968,1.08987,0.952097
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,12,0.167872,0.003624,0.572602,0.211968,1.09249,0.956066
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,13,0.16928,0.003732,0.564498,0.212992,1.08703,0.950502
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,14,0.170304,0.003766,0.57224,0.212992,1.09541,0.959302
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,15,0.167552,0.003778,0.565079,0.211968,1.08443,0.948377
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,16,0.168448,0.003989,0.566719,0.20992,1.08565,0.949076
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,17,0.163232,0.003758,0.569696,0.211968,1.08512,0.948654
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,18,0.169024,0.003704,0.572492,0.21504,1.09704,0.96026
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,19,0.166848,0.003688,0.567925,0.212992,1.08902,0.951453
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,0,0.366464,0.003857,1.99693,0.498688,2.99806,2.86594
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,1,0.36528,0.003727,1.92781,0.488448,2.92334,2.78527
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,2,0.358496,0.003829,1.91544,0.489472,2.90357,2.76724
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,3,0.365056,0.003561,1.94678,0.485376,2.93374,2.80078
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,4,0.364544,0.003272,1.93429,0.487424,2.93455,2.78953
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,5,0.35888,0.003717,1.91669,0.485376,2.89637,2.76466
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,6,0.365792,0.003707,1.8971,0.490496,2.89001,2.75709
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,7,0.364256,0.00402,1.90403,0.493568,2.89967,2.76588
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,8,0.366528,0.003858,1.89211,0.49664,2.89183,2.75914
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,9,0.365056,0.003634,1.91589,0.489472,2.90779,2.77405
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,10,0.363264,0.003784,1.93594,0.484352,2.92239,2.78733
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,11,0.3664,0.003944,1.92341,0.488448,2.91448,2.7822
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,12,0.357504,0.003011,1.92317,0.492544,2.90655,2.77623
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,13,0.36368,0.003733,1.92855,0.489472,2.92203,2.78544
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,14,0.364928,0.003414,1.91311,0.492544,2.90427,2.774
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,15,0.361312,0.003624,1.90243,0.49152,2.89002,2.75888
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,16,0.3672,0.003579,1.90084,0.490496,2.89613,2.76211
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,17,0.431232,0.003796,1.90527,0.493568,2.96887,2.83387
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,18,0.358624,0.003701,1.90519,0.488448,2.89615,2.75597
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",256,19,0.363872,0.003222,1.91373,0.493568,2.90571,2.7744
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,0,0.693312,0.002841,3.4127,0.90112,5.14404,5.00997
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,1,0.686496,0.002767,3.40047,0.900096,5.1176,4.98983
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,2,0.690848,0.002838,3.39413,0.894976,5.11058,4.98279
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,3,0.684768,0.002816,3.3969,0.893952,5.10824,4.97843
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,4,0.688672,0.002764,3.39791,0.897024,5.11399,4.98637
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,5,0.68816,0.002789,3.39699,0.891904,5.10778,4.97985
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,6,0.688128,0.002772,3.39872,0.893952,5.11159,4.98357
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,7,0.689824,0.002789,3.40146,0.893952,5.11669,4.98803
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,8,0.691072,0.002832,3.3906,0.896,5.11056,4.98051
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,9,0.691008,0.002934,3.39414,0.893952,5.10859,4.98204
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,10,0.690176,0.003214,3.40056,0.897024,5.11778,4.99097
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,11,0.690272,0.003061,3.40887,0.900096,5.13221,5.0023
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,12,0.690464,0.002753,3.40647,0.889856,5.11911,4.98954
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,13,0.689504,0.002791,3.3976,0.893952,5.11191,4.98385
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,14,0.686912,0.002814,3.40784,0.891904,5.11715,4.98946
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,15,0.689472,0.002804,3.39839,0.893952,5.11186,4.98462
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,16,0.694112,0.002775,3.41065,0.893952,5.12902,5.00149
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,17,0.68704,0.002811,3.40153,0.90112,5.12045,4.9925
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,18,0.690944,0.002819,3.39717,0.896,5.1154,4.98693
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",320,19,0.689056,0.002789,3.40633,0.898048,5.12466,4.99622
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,0,1.1816,0.00272,6.05419,1.56774,8.93855,8.80626
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,1,1.1793,0.002707,6.00994,1.55853,8.88042,8.75047
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,2,1.17862,0.002711,6.12433,1.55853,8.99633,8.86419
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,3,1.17814,0.002794,5.94519,1.55955,8.81804,8.68568
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,4,1.17917,0.002727,5.98061,1.55546,8.84872,8.71796
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,5,1.17757,0.002731,6.08529,1.55443,8.9518,8.82002
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,6,1.1792,0.002694,5.99027,1.5575,8.86049,8.72967
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,7,1.17782,0.002731,6.04564,1.5616,8.92037,8.78779
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,8,1.17674,0.002801,5.9853,1.55136,8.84722,8.7162
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,9,1.1785,0.002695,6.07005,1.5575,8.9382,8.80875
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,10,1.18029,0.002812,6.04588,1.56365,8.92342,8.79263
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,11,1.17558,0.002724,6.07346,1.55955,8.94382,8.81132
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,12,1.17603,0.002671,6.0562,1.5575,8.92473,8.7924
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,13,1.17686,0.002723,6.12177,1.55443,8.98631,8.85578
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,14,1.17882,0.002741,6.12837,1.55955,9.00207,8.86948
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,15,1.17738,0.002746,6.03344,1.5616,8.90627,8.77516
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,16,1.1793,0.002717,6.01201,1.56262,8.88763,8.75665
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,17,1.18048,0.002736,6.01194,1.5616,8.88937,8.75676
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,18,1.17616,0.002612,5.96764,1.55546,8.83215,8.70187
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",384,19,1.1801,0.002667,6.12518,1.56058,8.99869,8.86852
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,0,1.88496,0.002697,12.9471,2.59277,17.5579,17.4276
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,1,1.87011,0.002663,12.8887,2.58765,17.4769,17.3492
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,2,1.87133,0.002738,12.5974,2.59174,17.193,17.0633
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,3,1.86886,0.002842,12.6897,2.59277,17.2829,17.1542
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,4,1.86982,0.002749,12.8007,2.58458,17.3874,17.2579
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,5,1.87046,0.002712,12.8978,2.58355,17.4835,17.3545
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,6,1.86877,0.002677,12.9081,2.59482,17.5039,17.3744
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,7,1.87027,0.002728,12.7428,2.58355,17.329,17.1993
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,8,1.87088,0.002934,12.7407,2.5897,17.3327,17.2042
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,9,1.87066,0.003,12.8424,2.58662,17.4345,17.3027
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,10,1.87101,0.003082,12.7662,2.58867,17.3586,17.2289
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,11,1.8712,0.002937,12.8155,2.58355,17.4016,17.2732
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,12,1.87786,0.002803,12.7689,2.5897,17.3699,17.2393
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,13,1.87462,0.002714,12.7706,2.5856,17.3665,17.2335
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,14,1.87597,0.002726,12.7306,2.59072,17.3312,17.2
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,15,1.87686,0.002723,12.7943,2.58048,17.3792,17.2543
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,16,1.87059,0.00284,12.7067,2.59072,17.3007,17.1708
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,17,1.87197,0.002684,12.7393,2.59891,17.3416,17.2128
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,18,1.87712,0.002728,12.7133,2.58458,17.3069,17.1778
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",448,19,1.87098,0.003075,12.8132,2.58458,17.4002,17.2718
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,0,2.77011,0.002752,15.9239,3.62598,22.4535,22.3228
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,1,2.76032,0.002727,15.8938,3.62803,22.4168,22.2849
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,2,2.76115,0.002719,15.8919,3.61472,22.4029,22.2705
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,3,2.75696,0.00267,15.6645,3.6055,22.1646,22.0297
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,4,2.75978,0.002703,15.6472,3.59834,22.1384,22.008
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,5,2.75776,0.002669,15.6601,3.59219,22.1458,22.0127
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,6,2.75942,0.002627,15.6936,3.60038,22.191,22.056
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,7,2.76022,0.002733,15.6698,3.59936,22.1652,22.0321
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,8,2.76006,0.002657,15.6727,3.59424,22.1624,22.0296
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,9,2.75725,0.002832,15.3537,3.57069,21.8174,21.6845
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,10,2.7536,0.002798,15.3368,3.56864,21.7972,21.6618
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,11,2.7616,0.002773,15.394,3.57376,21.866,21.7322
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,12,2.75619,0.002899,15.3444,3.57581,21.8125,21.6793
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,13,2.75446,0.002696,15.3846,3.56762,21.8414,21.7094
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,14,2.75555,0.00275,15.359,3.56045,21.8117,21.6778
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,15,2.75814,0.002735,15.3678,3.56659,21.8276,21.6953
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,16,2.7593,0.00273,15.3518,3.5625,21.8116,21.6763
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,17,2.75664,0.002797,15.3823,3.56864,21.8425,21.7104
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,18,2.75712,0.002732,15.3623,3.57274,21.8269,21.6948
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",512,19,2.75875,0.002696,15.3559,3.57888,21.8303,21.6963
