dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
2,double,uniform,CPU,"D | D | D | D",64,0,0.087168,0,0.092239,0.364544,0.637268,0.543951
2,double,uniform,CPU,"D | D | D | D",128,13,0.101696,0,0.054961,0.013312,0.221059,0.169969
2,double,uniform,CPU,"D | D | D | D",128,14,0.10064,0,0.052048,0.013312,0.222634,0.166
2,double,uniform,CPU,"D | D | D | D",128,15,0.101216,0,0.051786,0.012288,0.217329,0.16529
2,double,uniform,CPU,"D | D | D | D",128,16,0.10112,0,0.051555,0.011264,0.217315,0.163939
2,double,uniform,CPU,"D | D | D | D",128,17,0.101344,0,0.051978,0.011264,0.216982,0.164586
2,double,uniform,CPU,"D | D | D | D",128,18,0.101536,0,0.052554,0.013312,0.219823,0.167402
2,double,uniform,CPU,"D | D | D | D",128,19,0.099776,0,0.051674,0.016384,0.219852,0.167834
2,double,uniform,CPU,"D | D | D | D",192,0,0.192736,0,0.094438,0.027648,0.381138,0.314822
2,double,uniform,CPU,"D | D | D | D",192,1,0.195264,0,0.066653,0.014336,0.332766,0.276253
2,double,uniform,CPU,"D | D | D | D",192,2,0.19264,0,0.065455,0.016384,0.32947,0.274479
2,double,uniform,CPU,"D | D | D | D",192,3,0.193376,0,0.065145,0.013312,0.325376,0.271833
2,double,uniform,CPU,"D | D | D | D",192,4,0.190688,0,0.064322,0.011264,0.320492,0.266274
2,double,uniform,CPU,"D | D | D | D",192,5,0.185344,0,0.064748,0.012288,0.315502,0.26238
2,double,uniform,CPU,"D | D | D | D",192,6,0.191392,0,0.064822,0.013312,0.321034,0.269526
2,double,uniform,CPU,"D | D | D | D",192,7,0.1944,0,0.064365,0.013312,0.324503,0.272077
2,double,uniform,CPU,"D | D | D | D",192,8,0.191776,0,0.06484,0.013312,0.326178,0.269928
2,double,uniform,CPU,"D | D | D | D",192,9,0.185344,0,0.064666,0.013312,0.32229,0.263322
2,double,uniform,CPU,"D | D | D | D",192,10,0.185824,0,0.064267,0.013312,0.316329,0.263403
2,double,uniform,CPU,"D | D | D | D",192,11,0.184032,0,0.064972,0.014336,0.322336,0.26334
2,double,uniform,CPU,"D | D | D | D",192,12,0.186656,0,0.066233,0.012288,0.320052,0.265177
2,double,uniform,CPU,"D | D | D | D",192,13,0.185856,0,0.0643,0.013312,0.316894,0.263468
2,double,uniform,CPU,"D | D | D | D",192,14,0.184672,0,0.064408,0.014336,0.314287,0.263416
2,double,uniform,CPU,"D | D | D | D",192,15,0.184064,0,0.064982,0.012288,0.31437,0.261334
2,double,uniform,CPU,"D | D | D | D",192,16,0.18576,0,0.064105,0.014336,0.315377,0.264201
2,double,uniform,CPU,"D | D | D | D",192,17,0.183648,0,0.064093,0.013312,0.313202,0.261053
2,double,uniform,CPU,"D | D | D | D",192,18,0.185728,0,0.064147,0.012288,0.315126,0.262163
2,double,uniform,CPU,"D | D | D | D",192,19,0.184928,0,0.065646,0.013312,0.317413,0.263886
2,double,uniform,CPU,"D | D | D | D",256,0,0.305792,0,0.088375,0.019456,0.476044,0.413623
2,double,uniform,CPU,"D | D | D | D",256,1,0.3936,0,0.073166,0.016384,0.540998,0.48315
2,double,uniform,CPU,"D | D | D | D",256,2,0.357568,0,0.070555,0.014336,0.496416,0.442459
2,double,uniform,CPU,"D | D | D | D",256,3,0.298816,0,0.071009,0.01536,0.438351,0.385185
2,double,uniform,CPU,"D | D | D | D",256,4,0.299552,0,0.07094,0.014336,0.438202,0.384828
2,double,uniform,CPU,"D | D | D | D",256,5,0.298848,0,0.070552,0.013312,0.435128,0.382712
2,double,uniform,CPU,"D | D | D | D",256,6,0.29744,0,0.071809,0.01536,0.435913,0.384609
2,double,uniform,CPU,"D | D | D | D",256,7,0.299744,0,0.070529,0.013312,0.525367,0.383585
2,double,uniform,CPU,"D | D | D | D",256,8,0.29504,0,0.163926,0.014336,0.526296,0.473302
2,double,uniform,CPU,"D | D | D | D",256,9,0.298016,0,0.071133,0.014336,0.436379,0.383485
2,double,uniform,CPU,"D | D | D | D",256,10,0.298304,0,0.070687,0.01536,0.435956,0.384351
2,double,uniform,CPU,"D | D | D | D",256,11,0.296032,0,0.071126,0.014304,0.434681,0.381462
2,double,uniform,CPU,"D | D | D | D",256,12,0.29696,0,0.07134,0.013312,0.434246,0.381612
2,double,uniform,CPU,"D | D | D | D",256,13,0.29872,0,0.070931,0.01536,0.436699,0.385011
2,double,uniform,CPU,"D | D | D | D",256,14,0.306752,0,0.070774,0.01536,0.444904,0.392886
2,double,uniform,CPU,"D | D | D | D",256,15,0.2976,0,0.077532,0.014336,0.442366,0.389468
2,double,uniform,CPU,"D | D | D | D",256,16,0.297312,0,0.07037,0.01536,0.435678,0.383042
2,double,uniform,CPU,"D | D | D | D",256,17,0.304608,0,0.070927,0.013312,0.442393,0.388847
2,double,uniform,CPU,"D | D | D | D",256,18,0.296512,0,0.071292,0.013312,0.43381,0.381116
2,double,uniform,CPU,"D | D | D | D",256,19,0.298304,0,0.070785,0.01536,0.437323,0.384449
2,double,uniform,CPU,"D | D | D | D",320,0,0.457088,0,0.117611,0.024576,0.664044,0.599275
2,double,uniform,CPU,"D | D | D | D",320,1,0.4976,0,0.112823,0.01536,0.6827,0.625783
2,double,uniform,CPU,"D | D | D | D",320,2,0.45808,0,0.111009,0.014336,0.637561,0.583425
2,double,uniform,CPU,"D | D | D | D",320,3,0.45744,0,0.11118,0.014336,0.637317,0.582956
2,double,uniform,CPU,"D | D | D | D",320,4,0.45504,0,0.111488,0.01536,0.633825,0.581888
2,double,uniform,CPU,"D | D | D | D",320,5,0.462976,0,0.110964,0.014336,0.641387,0.588276
2,double,uniform,CPU,"D | D | D | D",320,6,0.455328,0,0.111614,0.014336,0.635254,0.581278
2,double,uniform,CPU,"D | D | D | D",320,7,0.547264,0,0.111488,0.013312,0.726323,0.672064
2,double,uniform,CPU,"D | D | D | D",320,8,0.457888,0,0.172277,0.01536,0.697803,0.645525
2,double,uniform,CPU,"D | D | D | D",320,9,0.552192,0,0.110694,0.014336,0.72967,0.677222
2,double,uniform,CPU,"D | D | D | D",320,10,0.457184,0,0.110455,0.013312,0.633669,0.580951
2,double,uniform,CPU,"D | D | D | D",320,11,0.463712,0,0.110905,0.014368,0.642517,0.588985
2,double,uniform,CPU,"D | D | D | D",320,12,0.466272,0,0.111046,0.01536,0.645593,0.592678
2,double,uniform,CPU,"D | D | D | D",320,13,0.45872,0,0.11071,0.01536,0.636748,0.58479
2,double,uniform,CPU,"D | D | D | D",320,14,0.45616,0,0.111331,0.013312,0.635368,0.580803
2,double,uniform,CPU,"D | D | D | D",320,15,0.507808,0,0.110434,0.013312,0.688381,0.631554
2,double,uniform,CPU,"D | D | D | D",320,16,0.455264,0,0.113019,0.014336,0.639478,0.582619
2,double,uniform,CPU,"D | D | D | D",320,17,0.461344,0,0.111623,0.013312,0.707971,0.586279
2,double,uniform,CPU,"D | D | D | D",320,18,0.459904,0,0.110385,0.014336,0.637479,0.584625
2,double,uniform,CPU,"D | D | D | D",320,19,0.458016,0,0.112408,0.014336,0.639358,0.58476
2,double,uniform,CPU,"D | D | D | D",384,0,0.624384,0,0.085135,0.023552,0.799196,0.733071
2,double,uniform,CPU,"D | D | D | D",384,1,0.6176,0,0.074328,0.016384,0.765358,0.708312
2,double,uniform,CPU,"D | D | D | D",384,2,0.626688,0,0.07007,0.01536,0.767529,0.712118
2,double,uniform,CPU,"D | D | D | D",384,3,0.617792,0,0.070591,0.01536,0.75777,0.703743
2,double,uniform,CPU,"D | D | D | D",384,4,0.619616,0,0.069894,0.014336,0.758467,0.703846
2,double,uniform,CPU,"D | D | D | D",384,5,0.716896,0,0.069772,0.014336,0.856285,0.801004
2,double,uniform,CPU,"D | D | D | D",384,6,0.715424,0,0.069703,0.01536,0.854987,0.800487
2,double,uniform,CPU,"D | D | D | D",384,7,0.6296,0,0.069836,0.01536,0.76788,0.714796
2,double,uniform,CPU,"D | D | D | D",384,8,0.628128,0,0.069546,0.016384,0.76772,0.714058
2,double,uniform,CPU,"D | D | D | D",384,9,0.615808,0,0.06949,0.01536,0.754645,0.700658
2,double,uniform,CPU,"D | D | D | D",384,10,0.617216,0,0.07038,0.01536,0.756311,0.702956
2,double,uniform,CPU,"D | D | D | D",384,11,0.613952,0,0.070109,0.01536,0.7532,0.699421
2,double,uniform,CPU,"D | D | D | D",384,12,0.616384,0,0.069249,0.01536,0.754743,0.700993
2,double,uniform,CPU,"D | D | D | D",384,13,0.624576,0,0.069471,0.014336,0.762243,0.708383
2,double,uniform,CPU,"D | D | D | D",384,14,0.625568,0,0.069197,0.01536,0.763978,0.710125
2,double,uniform,CPU,"D | D | D | D",384,15,0.621024,0,0.069661,0.014336,0.760058,0.705021
2,double,uniform,CPU,"D | D | D | D",384,16,0.624704,0,0.069712,0.01536,0.762329,0.709776
2,double,uniform,CPU,"D | D | D | D",384,17,0.623552,0,0.069639,0.013312,0.762382,0.706503
2,double,uniform,CPU,"D | D | D | D",384,18,0.616768,0,0.069429,0.013312,0.758925,0.699509
2,double,uniform,CPU,"D | D | D | D",384,19,0.614368,0,0.070488,0.013312,0.753737,0.698168
2,double,uniform,CPU,"D | D | D | D",448,0,0.748096,0,0.127389,0.02048,0.960741,0.895965
2,double,uniform,CPU,"D | D | D | D",448,1,0.757792,0,0.122825,0.016384,0.953679,0.897001
2,double,uniform,CPU,"D | D | D | D",448,2,0.75888,0,0.119346,0.017408,0.949039,0.895634
2,double,uniform,CPU,"D | D | D | D",448,3,0.748928,0,0.11827,0.01536,0.938049,0.882558
2,double,uniform,CPU,"D | D | D | D",448,4,0.760192,0,0.118787,0.016384,0.949032,0.895363
2,double,uniform,CPU,"D | D | D | D",448,5,0.764128,0,0.118188,0.01536,0.951949,0.897676
2,double,uniform,CPU,"D | D | D | D",448,6,0.75872,0,0.118591,0.016384,0.946894,0.893695
2,double,uniform,CPU,"D | D | D | D",448,7,0.756256,0,0.118635,0.01536,0.944578,0.890251
2,double,uniform,CPU,"D | D | D | D",448,8,0.754112,0,0.118871,0.016384,0.942774,0.889367
2,double,uniform,CPU,"D | D | D | D",448,9,0.758368,0,0.118604,0.016384,0.946625,0.893356
2,double,uniform,CPU,"D | D | D | D",448,10,0.761952,0,0.11895,0.01536,0.949906,0.896262
2,double,uniform,CPU,"D | D | D | D",448,11,0.75504,0,0.17955,0.016384,1.00524,0.950974
2,double,uniform,CPU,"D | D | D | D",448,12,0.751872,0,0.118658,0.01536,0.94033,0.88589
2,double,uniform,CPU,"D | D | D | D",448,13,0.749248,0,0.117885,0.01536,0.936512,0.882493
2,double,uniform,CPU,"D | D | D | D",448,14,0.847744,0,0.117722,0.01536,1.03591,0.980826
2,double,uniform,CPU,"D | D | D | D",448,15,0.76352,0,0.118061,0.01536,0.951076,0.896941
2,double,uniform,CPU,"D | D | D | D",448,16,0.848192,0,0.11903,0.01536,1.03666,0.982582
2,double,uniform,CPU,"D | D | D | D",448,17,0.841792,0,0.117527,0.016384,1.02973,0.975703
2,double,uniform,CPU,"D | D | D | D",448,18,0.750592,0,0.208799,0.01536,1.03017,0.974751
2,double,uniform,CPU,"D | D | D | D",448,19,0.758848,0,0.118123,0.016384,0.947337,0.893355
2,double,uniform,CPU,"D | D | D | D",512,0,1.00512,0,0.135581,0.021504,1.22718,1.16221
2,double,uniform,CPU,"D | D | D | D",512,1,1.04576,0,0.128233,0.018432,1.24894,1.19242
2,double,uniform,CPU,"D | D | D | D",512,2,0.977472,0,0.124629,0.017408,1.1735,1.11951
2,double,uniform,CPU,"D | D | D | D",512,3,0.982816,0,0.123819,0.016384,1.17647,1.12302
2,double,uniform,CPU,"D | D | D | D",512,4,0.983744,0,0.124831,0.017408,1.17987,1.12598
2,double,uniform,CPU,"D | D | D | D",512,5,1.11462,0,0.124772,0.022528,1.317,1.26192
2,double,uniform,CPU,"D | D | D | D",512,6,1.07075,0,0.124357,0.017408,1.2662,1.21252
2,double,uniform,CPU,"D | D | D | D",512,7,0.974624,0,0.125549,0.016384,1.17012,1.11656
2,double,uniform,CPU,"D | D | D | D",512,8,0.97552,0,0.12244,0.017408,1.16952,1.11537
2,double,uniform,CPU,"D | D | D | D",512,9,0.967008,0,0.123671,0.017408,1.16235,1.10809
2,double,uniform,CPU,"D | D | D | D",512,10,0.974304,0,0.260278,0.016384,1.30564,1.25097
2,double,uniform,CPU,"D | D | D | D",512,11,0.96336,0,0.132793,0.018432,1.16624,1.11459
2,double,uniform,CPU,"D | D | D | D",512,12,0.97008,0,0.124233,0.016384,1.16387,1.1107
2,double,uniform,CPU,"D | D | D | D",512,13,1.04125,0,0.12413,0.01536,1.2342,1.18074
2,double,uniform,CPU,"D | D | D | D",512,14,1.14544,0,0.123772,0.016384,1.33982,1.2856
2,double,uniform,CPU,"D | D | D | D",512,15,1.0257,0,0.124507,0.01536,1.22011,1.16556
2,double,uniform,CPU,"D | D | D | D",512,16,0.967904,0,0.123104,0.016384,1.16177,1.10739
2,double,uniform,CPU,"D | D | D | D",512,17,0.96592,0,0.124221,0.016384,1.16135,1.10652
2,double,uniform,CPU,"D | D | D | D",512,18,0.971712,0,0.12568,0.016384,1.16807,1.11378
2,double,uniform,CPU,"D | D | D | D",512,19,0.97984,0,0.122933,0.016384,1.17412,1.11916
