dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,double,uniform,CPU,"Ds | Ns",64,0,0.06208,0,0.078922,0.371712,0.606256,0.512714
1,double,uniform,CPU,"Ds | Ns",384,11,0.028288,0,0.037376,0.014336,0.133741,0.08
1,double,uniform,CPU,"Ds | Ns",384,12,0.027776,0,0.032457,0.012288,0.127984,0.072521
1,double,uniform,CPU,"Ds | Ns",384,13,0.027296,0,0.032898,0.012288,0.125662,0.072482
1,double,uniform,CPU,"Ds | Ns",384,14,0.027424,0,0.032261,0.012288,0.12487,0.071973
1,double,uniform,CPU,"Ds | Ns",384,15,0.027776,0,0.032238,0.012288,0.125533,0.072302
1,double,uniform,CPU,"Ds | Ns",384,16,0.027488,0,0.033234,0.013312,0.125486,0.074034
1,double,uniform,CPU,"Ds | Ns",384,17,0.028576,0,0.032291,0.012288,0.130863,0.073155
1,double,uniform,CPU,"Ds | Ns",384,18,0.027328,0,0.032222,0.012288,0.125408,0.071838
1,double,uniform,CPU,"Ds | Ns",384,19,0.028288,0,0.031956,0.012288,0.124232,0.072532
1,double,uniform,CPU,"Ds | Ns",448,0,0.038016,0,0.044839,0.02048,0.16686,0.103335
1,double,uniform,CPU,"Ds | Ns",448,1,0.03232,0,0.032487,0.013312,0.13395,0.078119
1,double,uniform,CPU,"Ds | Ns",448,2,0.029088,0,0.031564,0.012288,0.126957,0.07294
1,double,uniform,CPU,"Ds | Ns",448,3,0.034016,0,0.031224,0.014336,0.132199,0.079576
1,double,uniform,CPU,"Ds | Ns",448,4,0.029344,0,0.030558,0.014336,0.125399,0.074238
1,double,uniform,CPU,"Ds | Ns",448,5,0.029536,0,0.03422,0.012288,0.131754,0.076044
1,double,uniform,CPU,"Ds | Ns",448,6,0.028032,0,0.037011,0.012288,0.13013,0.077331
1,double,uniform,CPU,"Ds | Ns",448,7,0.028448,0,0.030506,0.013312,0.123222,0.072266
1,double,uniform,CPU,"Ds | Ns",448,8,0.028064,0,0.03125,0.012288,0.12484,0.071602
1,double,uniform,CPU,"Ds | Ns",448,9,0.028,0,0.030706,0.013312,0.124584,0.072018
1,double,uniform,CPU,"Ds | Ns",448,10,0.02768,0,0.030477,0.013312,0.123994,0.071469
1,double,uniform,CPU,"Ds | Ns",448,11,0.028352,0,0.030234,0.012288,0.123491,0.070874
1,double,uniform,CPU,"Ds | Ns",448,12,0.026912,0,0.03093,0.012288,0.12283,0.07013
1,double,uniform,CPU,"Ds | Ns",448,13,0.027392,0,0.030398,0.012288,0.122986,0.070078
1,double,uniform,CPU,"Ds | Ns",448,14,0.028384,0,0.030598,0.013312,0.124237,0.072294
1,double,uniform,CPU,"Ds | Ns",448,15,0.02752,0,0.031647,0.011264,0.123792,0.070431
1,double,uniform,CPU,"Ds | Ns",448,16,0.027488,0,0.030806,0.013312,0.124413,0.071606
1,double,uniform,CPU,"Ds | Ns",448,17,0.028288,0,0.03082,0.012288,0.123088,0.071396
1,double,uniform,CPU,"Ds | Ns",448,18,0.028672,0,0.122073,0.013312,0.217719,0.164057
1,double,uniform,CPU,"Ds | Ns",448,19,0.02752,0,0.030791,0.012288,0.123379,0.070599
1,double,uniform,CPU,"Ds | Ns",512,0,0.037376,0,0.046042,0.019456,0.166976,0.102874
1,double,uniform,CPU,"Ds | Ns",512,1,0.03136,0,0.032852,0.016384,0.136551,0.080596
1,double,uniform,CPU,"Ds | Ns",512,2,0.02912,0,0.030844,0.013312,0.130761,0.073276
1,double,uniform,CPU,"Ds | Ns",512,3,0.028352,0,0.030681,0.012288,0.124761,0.071321
1,double,uniform,CPU,"Ds | Ns",512,4,0.028448,0,0.030853,0.012288,0.123599,0.071589
1,double,uniform,CPU,"Ds | Ns",512,5,0.0288,0,0.030129,0.012288,0.124002,0.071217
1,double,uniform,CPU,"Ds | Ns",512,6,0.028512,0,0.030391,0.012288,0.125082,0.071191
1,double,uniform,CPU,"Ds | Ns",512,7,0.028736,0,0.030465,0.013312,0.125379,0.072513
1,double,uniform,CPU,"Ds | Ns",512,8,0.02848,0,0.030664,0.011264,0.123639,0.070408
1,double,uniform,CPU,"Ds | Ns",512,9,0.028928,0,0.030392,0.013312,0.124154,0.072632
1,double,uniform,CPU,"Ds | Ns",512,10,0.028544,0,0.030368,0.014336,0.124199,0.073248
1,double,uniform,CPU,"Ds | Ns",512,11,0.028736,0,0.029896,0.012288,0.122547,0.07092
1,double,uniform,CPU,"Ds | Ns",512,12,0.028576,0,0.030299,0.013312,0.125627,0.072187
1,double,uniform,CPU,"Ds | Ns",512,13,0.029088,0,0.030263,0.011264,0.123389,0.070615
1,double,uniform,CPU,"Ds | Ns",512,14,0.028768,0,0.030532,0.012288,0.123589,0.071588
1,double,uniform,CPU,"Ds | Ns",512,15,0.026912,0,0.030292,0.014336,0.129198,0.07154
1,double,uniform,CPU,"Ds | Ns",512,16,0.02896,0,0.030034,0.012288,0.124326,0.071282
1,double,uniform,CPU,"Ds | Ns",512,17,0.028352,0,0.03013,0.013312,0.123474,0.071794
1,double,uniform,CPU,"Ds | Ns",512,18,0.029152,0,0.123197,0.014336,0.218317,0.166685
1,double,uniform,CPU,"Ds | Ns",512,19,0.02944,0,0.030267,0.012288,0.123419,0.071995
