dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,double,uniform,CPU,"N | N",64,0,0.056512,0,0.071989,0.374784,0.598244,0.503285
1,double,uniform,CPU,"N | N",128,13,0.02672,0,0.03316,0.013312,0.123445,0.073192
1,double,uniform,CPU,"N | N",128,14,0.025856,0,0.032902,0.012288,0.122756,0.071046
1,double,uniform,CPU,"N | N",128,15,0.025824,0,0.036271,0.012288,0.126228,0.074383
1,double,uniform,CPU,"N | N",128,16,0.026016,0,0.032742,0.013312,0.12198,0.07207
1,double,uniform,CPU,"N | N",128,17,0.0256,0,0.032793,0.013312,0.122501,0.071705
1,double,uniform,CPU,"N | N",128,18,0.025696,0,0.033323,0.013312,0.122241,0.072331
1,double,uniform,CPU,"N | N",128,19,0.025664,0,0.032794,0.011264,0.122511,0.069722
1,double,uniform,CPU,"N | N",192,0,0.039776,0,0.04467,0.019456,0.164767,0.103902
1,double,uniform,CPU,"N | N",192,1,0.030688,0,0.036209,0.01536,0.137585,0.082257
1,double,uniform,CPU,"N | N",192,2,0.030848,0,0.040356,0.014336,0.136796,0.08554
1,double,uniform,CPU,"N | N",192,3,0.02784,0,0.035323,0.013312,0.128525,0.076475
1,double,uniform,CPU,"N | N",192,4,0.026784,0,0.034139,0.013312,0.126014,0.074235
1,double,uniform,CPU,"N | N",192,5,0.026784,0,0.034847,0.012288,0.126041,0.073919
1,double,uniform,CPU,"N | N",192,6,0.02752,0,0.033985,0.016384,0.128632,0.077889
1,double,uniform,CPU,"N | N",192,7,0.02768,0,0.034316,0.011264,0.125608,0.07326
1,double,uniform,CPU,"N | N",192,8,0.026976,0,0.034181,0.012288,0.124681,0.073445
1,double,uniform,CPU,"N | N",192,9,0.026624,0,0.034389,0.012288,0.125593,0.073301
1,double,uniform,CPU,"N | N",192,10,0.02672,0,0.034771,0.011264,0.123023,0.072755
1,double,uniform,CPU,"N | N",192,11,0.026944,0,0.034525,0.012288,0.12501,0.073757
1,double,uniform,CPU,"N | N",192,12,0.025664,0,0.03512,0.012288,0.124668,0.073072
1,double,uniform,CPU,"N | N",192,13,0.028576,0,0.034573,0.011264,0.126313,0.074413
1,double,uniform,CPU,"N | N",192,14,0.025824,0,0.034006,0.012288,0.123465,0.072118
1,double,uniform,CPU,"N | N",192,15,0.025792,0,0.03492,0.013312,0.124773,0.074024
1,double,uniform,CPU,"N | N",192,16,0.026624,0,0.033928,0.012288,0.124083,0.07284
1,double,uniform,CPU,"N | N",192,17,0.026752,0,0.034029,0.011264,0.123356,0.072045
1,double,uniform,CPU,"N | N",192,18,0.026848,0,0.036096,0.013312,0.129802,0.076256
1,double,uniform,CPU,"N | N",192,19,0.026848,0,0.03408,0.01536,0.126825,0.076288
1,double,uniform,CPU,"N | N",256,0,0.03616,0,0.046697,0.018432,0.171342,0.101289
1,double,uniform,CPU,"N | N",256,1,0.042656,0,0.040953,0.019456,0.170517,0.103065
1,double,uniform,CPU,"N | N",256,2,0.034496,0,0.036151,0.017408,0.147618,0.088055
1,double,uniform,CPU,"N | N",256,3,0.139136,0,0.035424,0.018432,0.251014,0.192992
1,double,uniform,CPU,"N | N",256,4,0.03296,0,0.035136,0.01536,0.137919,0.083456
1,double,uniform,CPU,"N | N",256,5,0.030176,0,0.034632,0.014336,0.134394,0.079144
1,double,uniform,CPU,"N | N",256,6,0.030752,0,0.034258,0.014336,0.135945,0.079346
1,double,uniform,CPU,"N | N",256,7,0.029216,0,0.033385,0.01536,0.135635,0.077961
1,double,uniform,CPU,"N | N",256,8,0.03152,0,0.03352,0.014336,0.135813,0.079376
1,double,uniform,CPU,"N | N",256,9,0.030304,0,0.033928,0.01536,0.134616,0.079592
1,double,uniform,CPU,"N | N",256,10,0.02864,0,0.0359,0.01536,0.136792,0.0799
1,double,uniform,CPU,"N | N",256,11,0.030272,0,0.033708,0.014336,0.131897,0.078316
1,double,uniform,CPU,"N | N",256,12,0.028736,0,0.033334,0.012288,0.128894,0.074358
1,double,uniform,CPU,"N | N",256,13,0.029152,0,0.032933,0.013312,0.141451,0.075397
1,double,uniform,CPU,"N | N",256,14,0.029824,0,0.032955,0.012288,0.129042,0.075067
1,double,uniform,CPU,"N | N",256,15,0.028224,0,0.032415,0.013312,0.127341,0.073951
1,double,uniform,CPU,"N | N",256,16,0.028384,0,0.032462,0.013312,0.126292,0.074158
1,double,uniform,CPU,"N | N",256,17,0.02752,0,0.032457,0.012288,0.126373,0.072265
1,double,uniform,CPU,"N | N",256,18,0.027744,0,0.032669,0.012288,0.125495,0.072701
1,double,uniform,CPU,"N | N",256,19,0.027904,0,0.032366,0.012288,0.125847,0.072558
1,double,uniform,CPU,"N | N",320,0,0.037888,0,0.05141,0.022528,0.175472,0.111826
1,double,uniform,CPU,"N | N",320,1,0.029056,0,0.03503,0.013312,0.131362,0.077398
1,double,uniform,CPU,"N | N",320,2,0.028096,0,0.032611,0.014336,0.126494,0.075043
1,double,uniform,CPU,"N | N",320,3,0.027584,0,0.032454,0.013312,0.125115,0.07335
1,double,uniform,CPU,"N | N",320,4,0.026848,0,0.032033,0.012288,0.122904,0.071169
1,double,uniform,CPU,"N | N",320,5,0.027616,0,0.031602,0.013312,0.122551,0.07253
1,double,uniform,CPU,"N | N",320,6,0.025824,0,0.031695,0.012288,0.122074,0.069807
1,double,uniform,CPU,"N | N",320,7,0.026208,0,0.032126,0.012288,0.123498,0.070622
1,double,uniform,CPU,"N | N",320,8,0.0256,0,0.031906,0.012288,0.121466,0.069794
1,double,uniform,CPU,"N | N",320,9,0.025952,0,0.031786,0.013312,0.121789,0.07105
1,double,uniform,CPU,"N | N",320,10,0.02688,0,0.031772,0.012288,0.122951,0.07094
1,double,uniform,CPU,"N | N",320,11,0.030176,0,0.031969,0.013312,0.126201,0.075457
1,double,uniform,CPU,"N | N",320,12,0.027264,0,0.031909,0.011264,0.123716,0.070437
1,double,uniform,CPU,"N | N",320,13,0.028448,0,0.031662,0.013312,0.123649,0.073422
1,double,uniform,CPU,"N | N",320,14,0.026848,0,0.031583,0.014336,0.122546,0.072767
1,double,uniform,CPU,"N | N",320,15,0.02736,0,0.031769,0.012288,0.122276,0.071417
1,double,uniform,CPU,"N | N",320,16,0.027776,0,0.033704,0.012288,0.128546,0.073768
1,double,uniform,CPU,"N | N",320,17,0.026368,0,0.0317,0.012288,0.122611,0.070356
1,double,uniform,CPU,"N | N",320,18,0.0272,0,0.032344,0.013312,0.122133,0.072856
1,double,uniform,CPU,"N | N",320,19,0.026496,0,0.032003,0.012288,0.123355,0.070787
1,double,uniform,CPU,"N | N",384,0,0.038144,0,0.052165,0.017408,0.170173,0.107717
1,double,uniform,CPU,"N | N",384,1,0.031648,0,0.04691,0.014336,0.14732,0.092894
1,double,uniform,CPU,"N | N",384,2,0.029056,0,0.04548,0.014336,0.142256,0.088872
1,double,uniform,CPU,"N | N",384,3,0.027648,0,0.045769,0.014336,0.139312,0.087753
1,double,uniform,CPU,"N | N",384,4,0.02848,0,0.044802,0.014336,0.137936,0.087618
1,double,uniform,CPU,"N | N",384,5,0.0272,0,0.0446,0.017408,0.141733,0.089208
1,double,uniform,CPU,"N | N",384,6,0.026144,0,0.044892,0.012288,0.135507,0.083324
1,double,uniform,CPU,"N | N",384,7,0.02816,0,0.044695,0.011264,0.135802,0.084119
1,double,uniform,CPU,"N | N",384,8,0.027072,0,0.044451,0.012288,0.13531,0.083811
1,double,uniform,CPU,"N | N",384,9,0.025984,0,0.04442,0.012288,0.141503,0.082692
1,double,uniform,CPU,"N | N",384,10,0.026816,0,0.044376,0.013312,0.13529,0.084504
1,double,uniform,CPU,"N | N",384,11,0.026528,0,0.044588,0.012288,0.135489,0.083404
1,double,uniform,CPU,"N | N",384,12,0.028096,0,0.044766,0.104448,0.22838,0.17731
1,double,uniform,CPU,"N | N",384,13,0.025664,0,0.044252,0.013312,0.13456,0.083228
1,double,uniform,CPU,"N | N",384,14,0.02672,0,0.044529,0.011264,0.135878,0.082513
1,double,uniform,CPU,"N | N",384,15,0.028064,0,0.044801,0.011264,0.136399,0.084129
1,double,uniform,CPU,"N | N",384,16,0.028576,0,0.044196,0.013312,0.13935,0.086084
1,double,uniform,CPU,"N | N",384,17,0.026752,0,0.044985,0.012288,0.136697,0.084025
1,double,uniform,CPU,"N | N",384,18,0.025888,0,0.044698,0.011264,0.135054,0.08185
1,double,uniform,CPU,"N | N",384,19,0.026272,0,0.044437,0.011264,0.134754,0.081973
1,double,uniform,CPU,"N | N",448,0,0.038208,0,0.054166,0.022528,0.177707,0.114902
1,double,uniform,CPU,"N | N",448,1,0.030048,0,0.042993,0.014336,0.140723,0.087377
1,double,uniform,CPU,"N | N",448,2,0.028064,0,0.041758,0.013312,0.137235,0.083134
1,double,uniform,CPU,"N | N",448,3,0.027392,0,0.0416,0.012288,0.134039,0.08128
1,double,uniform,CPU,"N | N",448,4,0.026912,0,0.041431,0.012288,0.132336,0.080631
1,double,uniform,CPU,"N | N",448,5,0.028736,0,0.041162,0.012288,0.133456,0.082186
1,double,uniform,CPU,"N | N",448,6,0.026688,0,0.041075,0.018432,0.137791,0.086195
1,double,uniform,CPU,"N | N",448,7,0.027744,0,0.04127,0.011264,0.133916,0.080278
1,double,uniform,CPU,"N | N",448,8,0.027808,0,0.040958,0.011264,0.132091,0.08003
1,double,uniform,CPU,"N | N",448,9,0.026144,0,0.043718,0.011264,0.135329,0.081126
1,double,uniform,CPU,"N | N",448,10,0.026784,0,0.041256,0.012288,0.131994,0.080328
1,double,uniform,CPU,"N | N",448,11,0.026432,0,0.041525,0.011264,0.132677,0.079221
1,double,uniform,CPU,"N | N",448,12,0.026432,0,0.041423,0.012288,0.131335,0.080143
1,double,uniform,CPU,"N | N",448,13,0.027584,0,0.041225,0.012288,0.133964,0.081097
1,double,uniform,CPU,"N | N",448,14,0.027328,0,0.041341,0.011264,0.1325,0.079933
1,double,uniform,CPU,"N | N",448,15,0.026432,0,0.041018,0.011264,0.130375,0.078714
1,double,uniform,CPU,"N | N",448,16,0.026336,0,0.041469,0.011264,0.131564,0.079069
1,double,uniform,CPU,"N | N",448,17,0.026624,0,0.041386,0.012288,0.131961,0.080298
1,double,uniform,CPU,"N | N",448,18,0.026976,0,0.041495,0.012288,0.13234,0.080759
1,double,uniform,CPU,"N | N",448,19,0.026816,0,0.041834,0.012288,0.266033,0.080938
1,double,uniform,CPU,"N | N",512,0,0.040192,0,0.050247,0.026624,0.180624,0.117063
1,double,uniform,CPU,"N | N",512,1,0.032128,0,0.038685,0.016384,0.141818,0.087197
1,double,uniform,CPU,"N | N",512,2,0.028448,0,0.037479,0.014336,0.132617,0.080263
1,double,uniform,CPU,"N | N",512,3,0.027872,0,0.036328,0.013312,0.129549,0.077512
1,double,uniform,CPU,"N | N",512,4,0.029344,0,0.036672,0.013312,0.1293,0.079328
1,double,uniform,CPU,"N | N",512,5,0.026848,0,0.035974,0.012288,0.132554,0.07511
1,double,uniform,CPU,"N | N",512,6,0.029024,0,0.036438,0.012288,0.128847,0.07775
1,double,uniform,CPU,"N | N",512,7,0.0288,0,0.035891,0.012288,0.127655,0.076979
1,double,uniform,CPU,"N | N",512,8,0.027904,0,0.035976,0.012288,0.127007,0.076168
1,double,uniform,CPU,"N | N",512,9,0.298624,0,0.036843,0.013312,0.399896,0.348779
1,double,uniform,CPU,"N | N",512,10,0.028448,0,0.03693,0.013312,0.257653,0.07869
1,double,uniform,CPU,"N | N",512,11,0.027488,0,0.035995,0.012288,0.128165,0.075771
1,double,uniform,CPU,"N | N",512,12,0.027744,0,0.038147,0.013312,0.132094,0.079203
1,double,uniform,CPU,"N | N",512,13,0.028416,0,0.035708,0.013312,0.127088,0.077436
1,double,uniform,CPU,"N | N",512,14,0.027936,0,0.036755,0.011264,0.134931,0.075955
1,double,uniform,CPU,"N | N",512,15,0.027232,0,0.035959,0.012288,0.127023,0.075479
1,double,uniform,CPU,"N | N",512,16,0.033184,0,0.03587,0.011264,0.133133,0.080318
1,double,uniform,CPU,"N | N",512,17,0.028896,0,0.035688,0.013312,0.127656,0.077896
1,double,uniform,CPU,"N | N",512,18,0.028512,0,0.035513,0.013312,0.127566,0.077337
1,double,uniform,CPU,"N | N",512,19,0.028544,0,0.035864,0.011264,0.126623,0.075672
