dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,float,uniform,CPU,"Ns | Ns",64,0,0.072832,0,0.076067,0.365568,0.610098,0.514467
1,float,uniform,CPU,"Ns | Ns",128,11,0.032256,0,0.024811,0.012288,0.121597,0.069355
1,float,uniform,CPU,"Ns | Ns",128,12,0.026304,0,0.024077,0.012288,0.114419,0.062669
1,float,uniform,CPU,"Ns | Ns",128,13,0.025568,0,0.024587,0.011264,0.115472,0.061419
1,float,uniform,CPU,"Ns | Ns",128,14,0.02672,0,0.024622,0.012288,0.115878,0.06363
1,float,uniform,CPU,"Ns | Ns",128,15,0.02544,0,0.024702,0.012288,0.114122,0.06243
1,float,uniform,CPU,"Ns | Ns",128,16,0.025376,0,0.024629,0.013312,0.115664,0.063317
1,float,uniform,CPU,"Ns | Ns",128,17,0.026272,0,0.024834,0.012288,0.120104,0.063394
1,float,uniform,CPU,"Ns | Ns",128,18,0.027008,0,0.024887,0.012288,0.116156,0.064183
1,float,uniform,CPU,"Ns | Ns",128,19,0.026592,0,0.031931,0.013312,0.123814,0.071835
1,float,uniform,CPU,"Ns | Ns",192,0,0.03728,0,0.040426,0.021504,0.160051,0.09921
1,float,uniform,CPU,"Ns | Ns",192,1,0.028896,0,0.028653,0.016384,0.129063,0.073933
1,float,uniform,CPU,"Ns | Ns",192,2,0.027968,0,0.026101,0.014336,0.12125,0.068405
1,float,uniform,CPU,"Ns | Ns",192,3,0.030048,0,0.025843,0.014336,0.124372,0.070227
1,float,uniform,CPU,"Ns | Ns",192,4,0.033984,0,0.025509,0.013312,0.123736,0.072805
1,float,uniform,CPU,"Ns | Ns",192,5,0.02624,0,0.026175,0.012288,0.117529,0.064703
1,float,uniform,CPU,"Ns | Ns",192,6,0.026624,0,0.025457,0.012288,0.117975,0.064369
1,float,uniform,CPU,"Ns | Ns",192,7,0.026368,0,0.025347,0.013312,0.11867,0.065027
1,float,uniform,CPU,"Ns | Ns",192,8,0.027936,0,0.025472,0.013312,0.118012,0.06672
1,float,uniform,CPU,"Ns | Ns",192,9,0.026624,0,0.025043,0.013312,0.119832,0.064979
1,float,uniform,CPU,"Ns | Ns",192,10,0.026336,0,0.025687,0.011264,0.11627,0.063287
1,float,uniform,CPU,"Ns | Ns",192,11,0.026912,0,0.025571,0.012288,0.116595,0.064771
1,float,uniform,CPU,"Ns | Ns",192,12,0.026592,0,0.025248,0.013312,0.116357,0.065152
1,float,uniform,CPU,"Ns | Ns",192,13,0.027168,0,0.025515,0.013312,0.117167,0.065995
1,float,uniform,CPU,"Ns | Ns",192,14,0.0264,0,0.025748,0.012288,0.116428,0.064436
1,float,uniform,CPU,"Ns | Ns",192,15,0.02656,0,0.025752,0.018432,0.122433,0.070744
1,float,uniform,CPU,"Ns | Ns",192,16,0.026528,0,0.025229,0.01536,0.11956,0.067117
1,float,uniform,CPU,"Ns | Ns",192,17,0.026176,0,0.024969,0.012288,0.114707,0.063433
1,float,uniform,CPU,"Ns | Ns",192,18,0.02784,0,0.025155,0.012288,0.11898,0.065283
1,float,uniform,CPU,"Ns | Ns",192,19,0.02656,0,0.025127,0.013312,0.115625,0.064999
1,float,uniform,CPU,"Ns | Ns",256,0,0.03664,0,0.03894,0.019456,0.157692,0.095036
1,float,uniform,CPU,"Ns | Ns",256,1,0.0296,0,0.026879,0.014336,0.125505,0.070815
1,float,uniform,CPU,"Ns | Ns",256,2,0.030816,0,0.024409,0.013312,0.121623,0.068537
1,float,uniform,CPU,"Ns | Ns",256,3,0.027648,0,0.025448,0.013312,0.118251,0.066408
1,float,uniform,CPU,"Ns | Ns",256,4,0.02688,0,0.024902,0.012288,0.116644,0.06407
1,float,uniform,CPU,"Ns | Ns",256,5,0.026752,0,0.024277,0.012288,0.115068,0.063317
1,float,uniform,CPU,"Ns | Ns",256,6,0.027456,0,0.02478,0.013312,0.117393,0.065548
1,float,uniform,CPU,"Ns | Ns",256,7,0.026976,0,0.02447,0.011264,0.115311,0.06271
1,float,uniform,CPU,"Ns | Ns",256,8,0.02672,0,0.024358,0.01536,0.120255,0.066438
1,float,uniform,CPU,"Ns | Ns",256,9,0.026336,0,0.024004,0.013312,0.114424,0.063652
1,float,uniform,CPU,"Ns | Ns",256,10,0.02672,0,0.024992,0.012288,0.115927,0.064
1,float,uniform,CPU,"Ns | Ns",256,11,0.025472,0,0.024422,0.012288,0.114659,0.062182
1,float,uniform,CPU,"Ns | Ns",256,12,0.02688,0,0.024158,0.013312,0.122141,0.06435
1,float,uniform,CPU,"Ns | Ns",256,13,0.026048,0,0.025393,0.011264,0.117472,0.062705
1,float,uniform,CPU,"Ns | Ns",256,14,0.02752,0,0.024136,0.013312,0.116745,0.064968
1,float,uniform,CPU,"Ns | Ns",256,15,0.027648,0,0.026452,0.014336,0.197045,0.068436
1,float,uniform,CPU,"Ns | Ns",256,16,0.025792,0,0.024795,0.012288,0.115087,0.062875
1,float,uniform,CPU,"Ns | Ns",256,17,0.025888,0,0.024291,0.012288,0.115314,0.062467
1,float,uniform,CPU,"Ns | Ns",256,18,0.026976,0,0.024404,0.018432,0.125819,0.069812
1,float,uniform,CPU,"Ns | Ns",256,19,0.026208,0,0.024232,0.012288,0.114487,0.062728
1,float,uniform,CPU,"Ns | Ns",320,0,0.037696,0,0.036396,0.018432,0.153265,0.092524
1,float,uniform,CPU,"Ns | Ns",320,1,0.02848,0,0.028619,0.01536,0.131362,0.072459
1,float,uniform,CPU,"Ns | Ns",320,2,0.027136,0,0.02476,0.013312,0.11936,0.065208
1,float,uniform,CPU,"Ns | Ns",320,3,0.026752,0,0.02448,0.012288,0.117318,0.06352
1,float,uniform,CPU,"Ns | Ns",320,4,0.02784,0,0.027989,0.012288,0.122804,0.068117
1,float,uniform,CPU,"Ns | Ns",320,5,0.027104,0,0.024308,0.012288,0.115313,0.0637
1,float,uniform,CPU,"Ns | Ns",320,6,0.026272,0,0.024242,0.012288,0.115503,0.062802
1,float,uniform,CPU,"Ns | Ns",320,7,0.027488,0,0.024152,0.012288,0.117169,0.063928
1,float,uniform,CPU,"Ns | Ns",320,8,0.02608,0,0.024532,0.012288,0.12121,0.0629
1,float,uniform,CPU,"Ns | Ns",320,9,0.02768,0,0.024291,0.012288,0.116039,0.064259
1,float,uniform,CPU,"Ns | Ns",320,10,0.027392,0,0.024528,0.012288,0.115671,0.064208
1,float,uniform,CPU,"Ns | Ns",320,11,0.02704,0,0.024748,0.012288,0.116121,0.064076
1,float,uniform,CPU,"Ns | Ns",320,12,0.026304,0,0.025109,0.012288,0.217327,0.063701
1,float,uniform,CPU,"Ns | Ns",320,13,0.026464,0,0.024566,0.011264,0.115438,0.062294
1,float,uniform,CPU,"Ns | Ns",320,14,0.02688,0,0.024366,0.012288,0.116174,0.063534
1,float,uniform,CPU,"Ns | Ns",320,15,0.026592,0,0.024418,0.012288,0.117011,0.063298
1,float,uniform,CPU,"Ns | Ns",320,16,0.026944,0,0.024475,0.012288,0.116027,0.063707
1,float,uniform,CPU,"Ns | Ns",320,17,0.026016,0,0.024446,0.012288,0.115351,0.06275
1,float,uniform,CPU,"Ns | Ns",320,18,0.027264,0,0.024656,0.012288,0.115498,0.064208
1,float,uniform,CPU,"Ns | Ns",320,19,0.026816,0,0.024347,0.018432,0.121615,0.069595
1,float,uniform,CPU,"Ns | Ns",384,0,0.03872,0,0.050241,0.0256,0.188233,0.114561
1,float,uniform,CPU,"Ns | Ns",384,1,0.029504,0,0.029507,0.01536,0.128872,0.074371
1,float,uniform,CPU,"Ns | Ns",384,2,0.028928,0,0.026862,0.014336,0.124525,0.070126
1,float,uniform,CPU,"Ns | Ns",384,3,0.028032,0,0.026832,0.013312,0.121163,0.068176
1,float,uniform,CPU,"Ns | Ns",384,4,0.027968,0,0.026311,0.019456,0.126799,0.073735
1,float,uniform,CPU,"Ns | Ns",384,5,0.026272,0,0.026328,0.012288,0.118703,0.064888
1,float,uniform,CPU,"Ns | Ns",384,6,0.026432,0,0.026025,0.01536,0.120593,0.067817
1,float,uniform,CPU,"Ns | Ns",384,7,0.026624,0,0.026065,0.011264,0.116984,0.063953
1,float,uniform,CPU,"Ns | Ns",384,8,0.027648,0,0.025894,0.014336,0.117626,0.067878
1,float,uniform,CPU,"Ns | Ns",384,9,0.026944,0,0.025889,0.012288,0.116915,0.065121
1,float,uniform,CPU,"Ns | Ns",384,10,0.0272,0,0.026501,0.012288,0.124516,0.065989
1,float,uniform,CPU,"Ns | Ns",384,11,0.026752,0,0.025893,0.013312,0.116798,0.065957
1,float,uniform,CPU,"Ns | Ns",384,12,0.027456,0,0.028363,0.014336,0.124453,0.070155
1,float,uniform,CPU,"Ns | Ns",384,13,0.027808,0,0.025999,0.014336,0.121149,0.068143
1,float,uniform,CPU,"Ns | Ns",384,14,0.027328,0,0.02598,0.011264,0.117856,0.064572
1,float,uniform,CPU,"Ns | Ns",384,15,0.02928,0,0.025842,0.013312,0.119462,0.068434
1,float,uniform,CPU,"Ns | Ns",384,16,0.027424,0,0.025911,0.012288,0.116584,0.065623
1,float,uniform,CPU,"Ns | Ns",384,17,0.027424,0,0.025903,0.012288,0.117191,0.065615
1,float,uniform,CPU,"Ns | Ns",384,18,0.026304,0,0.02562,0.012288,0.116319,0.064212
1,float,uniform,CPU,"Ns | Ns",384,19,0.026144,0,0.025747,0.013312,0.116425,0.065203
1,float,uniform,CPU,"Ns | Ns",448,0,0.03472,0,0.036332,0.018432,0.152061,0.089484
1,float,uniform,CPU,"Ns | Ns",448,1,0.028128,0,0.026887,0.013312,0.124419,0.068327
1,float,uniform,CPU,"Ns | Ns",448,2,0.0288,0,0.024898,0.013312,0.121474,0.06701
1,float,uniform,CPU,"Ns | Ns",448,3,0.02832,0,0.02464,0.014336,0.118821,0.067296
1,float,uniform,CPU,"Ns | Ns",448,4,0.032416,0,0.024392,0.012288,0.122108,0.069096
1,float,uniform,CPU,"Ns | Ns",448,5,0.028224,0,0.024744,0.016384,0.120447,0.069352
1,float,uniform,CPU,"Ns | Ns",448,6,0.02672,0,0.024715,0.012288,0.117008,0.063723
1,float,uniform,CPU,"Ns | Ns",448,7,0.0264,0,0.031387,0.013312,0.12408,0.071099
1,float,uniform,CPU,"Ns | Ns",448,8,0.026816,0,0.024429,0.013312,0.115616,0.064557
1,float,uniform,CPU,"Ns | Ns",448,9,0.02656,0,0.02417,0.014336,0.11555,0.065066
1,float,uniform,CPU,"Ns | Ns",448,10,0.026624,0,0.024469,0.011264,0.11598,0.062357
1,float,uniform,CPU,"Ns | Ns",448,11,0.026784,0,0.024356,0.012288,0.11477,0.063428
1,float,uniform,CPU,"Ns | Ns",448,12,0.026208,0,0.024573,0.01536,0.119711,0.066141
1,float,uniform,CPU,"Ns | Ns",448,13,0.026624,0,0.024491,0.012288,0.115807,0.063403
1,float,uniform,CPU,"Ns | Ns",448,14,0.026144,0,0.029523,0.011264,0.121316,0.066931
1,float,uniform,CPU,"Ns | Ns",448,15,0.027104,0,0.02487,0.012288,0.118291,0.064262
1,float,uniform,CPU,"Ns | Ns",448,16,0.026016,0,0.024797,0.012288,0.116058,0.063101
1,float,uniform,CPU,"Ns | Ns",448,17,0.02816,0,0.031271,0.011264,0.123364,0.070695
1,float,uniform,CPU,"Ns | Ns",448,18,0.027296,0,0.024239,0.012288,0.115488,0.063823
1,float,uniform,CPU,"Ns | Ns",448,19,0.0304,0,0.024313,0.012288,0.119729,0.067001
1,float,uniform,CPU,"Ns | Ns",512,0,0.038592,0,0.03851,0.018432,0.156846,0.095534
1,float,uniform,CPU,"Ns | Ns",512,1,0.029792,0,0.027487,0.016384,0.127437,0.073663
1,float,uniform,CPU,"Ns | Ns",512,2,0.028928,0,0.025915,0.014336,0.127377,0.069179
1,float,uniform,CPU,"Ns | Ns",512,3,0.027328,0,0.024686,0.014336,0.117847,0.06635
1,float,uniform,CPU,"Ns | Ns",512,4,0.026528,0,0.024945,0.013312,0.119939,0.064785
1,float,uniform,CPU,"Ns | Ns",512,5,0.02688,0,0.024336,0.013312,0.11609,0.064528
1,float,uniform,CPU,"Ns | Ns",512,6,0.026656,0,0.024515,0.013312,0.117176,0.064483
1,float,uniform,CPU,"Ns | Ns",512,7,0.02768,0,0.024877,0.012288,0.116083,0.064845
1,float,uniform,CPU,"Ns | Ns",512,8,0.027232,0,0.024351,0.013312,0.115725,0.064895
1,float,uniform,CPU,"Ns | Ns",512,9,0.026656,0,0.024812,0.012288,0.116255,0.063756
1,float,uniform,CPU,"Ns | Ns",512,10,0.027008,0,0.024426,0.012288,0.115626,0.063722
1,float,uniform,CPU,"Ns | Ns",512,11,0.027072,0,0.027337,0.012288,0.11985,0.066697
1,float,uniform,CPU,"Ns | Ns",512,12,0.027104,0,0.0243,0.011264,0.115353,0.062668
1,float,uniform,CPU,"Ns | Ns",512,13,0.02816,0,0.024401,0.013312,0.116265,0.065873
1,float,uniform,CPU,"Ns | Ns",512,14,0.02736,0,0.024605,0.013312,0.115379,0.065277
1,float,uniform,CPU,"Ns | Ns",512,15,0.026976,0,0.024431,0.012288,0.115285,0.063695
1,float,uniform,CPU,"Ns | Ns",512,16,0.027136,0,0.024668,0.012288,0.115345,0.064092
1,float,uniform,CPU,"Ns | Ns",512,17,0.026272,0,0.02455,0.012288,0.115082,0.06311
1,float,uniform,CPU,"Ns | Ns",512,18,0.027392,0,0.027603,0.012288,0.118618,0.067283
1,float,uniform,CPU,"Ns | Ns",512,19,0.027904,0,0.024485,0.012288,0.116526,0.064677
