dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,0,0.038208,0,0.071902,0.362496,0.604676,0.472606
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,15,0.026208,0,0.04061,0.01536,0.20946,0.082178
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,16,0.025728,0,0.040419,0.016384,0.209682,0.082531
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,17,0.030144,0,0.041368,0.01536,0.21453,0.086872
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,18,0.028256,0,0.13282,0.016384,0.303737,0.17746
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,19,0.026912,0,0.04155,0.017408,0.479725,0.08587
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,0,0.06832,0,0.203834,0.068608,0.471498,0.340762
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,1,0.06736,0,0.176197,0.064512,0.43613,0.308069
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,2,0.0688,0,0.177477,0.064512,0.439205,0.310789
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,3,0.06928,0,0.173169,0.064512,0.435436,0.306961
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,4,0.066496,0,0.174972,0.063488,0.434646,0.304956
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,5,0.068704,0,0.175537,0.064512,0.436681,0.308753
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,6,0.068736,0,0.17492,0.064512,0.43608,0.308168
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,7,0.067456,0,0.1799,0.065536,0.449854,0.312892
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,8,0.066816,0,0.175666,0.064512,0.436344,0.306994
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,9,0.066688,0,0.173908,0.064512,0.433148,0.305108
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,10,0.066368,0,0.175171,0.064512,0.433337,0.306051
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,11,0.067072,0,0.176716,0.065536,0.435811,0.309324
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,12,0.066496,0,0.178629,0.064512,0.439559,0.309637
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,13,0.06944,0,0.174421,0.064512,0.442486,0.308373
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,14,0.066496,0,0.174657,0.065536,0.444201,0.306689
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,15,0.070208,0,0.175821,0.064512,0.439101,0.310541
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,16,0.066144,0,0.173495,0.064512,0.431232,0.304151
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,17,0.0664,0,0.177658,0.063488,0.441456,0.307546
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,18,0.06752,0,0.173666,0.063488,0.432478,0.304674
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,19,0.066496,0,0.175125,0.064512,0.435706,0.306133
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,0,0.166368,0,0.603688,0.227328,1.13198,0.997384
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,1,0.161952,0,0.565914,0.222208,1.08094,0.950074
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,2,0.163328,0,0.563174,0.219136,1.07559,0.945638
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,3,0.169792,0,0.570854,0.22016,1.08962,0.960806
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,4,0.168448,0,0.567301,0.222208,1.08929,0.957957
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,5,0.165376,0,0.559081,0.221184,1.07762,0.945641
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,6,0.162144,0,0.558181,0.219136,1.0699,0.939461
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,7,0.163072,0,0.563532,0.223232,1.07946,0.949836
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,8,0.166912,0,0.561776,0.221184,1.10023,0.949872
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,9,0.168352,0,0.56136,0.219136,1.07994,0.948848
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,10,0.162944,0,0.563423,0.222208,1.08517,0.948575
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,11,0.169536,0,0.561545,0.22016,1.07917,0.951241
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,12,0.161952,0,0.558074,0.219136,1.07092,0.939162
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,13,0.166656,0,0.569781,0.22016,1.08672,0.956597
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,14,0.166688,0,0.565383,0.222208,1.08568,0.954279
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,15,0.167264,0,0.562805,0.221184,1.0823,0.951253
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,16,0.16624,0,0.571207,0.22016,1.08879,0.957607
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,17,0.167392,0,0.563794,0.219136,1.07942,0.950322
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,18,0.162336,0,0.56175,0.218112,1.06999,0.942198
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,19,0.161216,0,0.559166,0.219136,1.07006,0.939518
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,0,0.364288,0,1.4355,0.520192,2.45723,2.31998
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,1,0.356544,0,1.36839,0.495616,2.34664,2.22055
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,2,0.365472,0,1.36398,0.502784,2.42868,2.23224
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,3,0.364256,0,1.36292,0.497664,2.35293,2.22484
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,4,0.365856,0,1.45993,0.502784,2.45906,2.32857
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,5,0.364288,0,1.36543,0.500736,2.36302,2.23046
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,6,0.36496,0,1.37218,0.503808,2.36992,2.24095
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,7,0.364384,0,1.36717,0.503808,2.35916,2.23536
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,8,0.364192,0,1.36964,0.499712,2.35467,2.23355
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,9,0.364,0,1.36915,0.498688,2.36536,2.23184
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,10,0.35872,0,1.37108,0.504832,2.35857,2.23463
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,11,0.360768,0,1.36026,0.507904,2.35359,2.22894
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,12,0.363424,0,1.37379,0.498688,2.36448,2.2359
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,13,0.361952,0,1.37018,0.50688,2.37084,2.23901
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,14,0.361024,0,1.36614,0.504832,2.35753,2.232
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,15,0.364864,0,1.36829,0.50688,2.3695,2.24003
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,16,0.36304,0,1.37031,0.502784,2.36499,2.23613
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,17,0.364064,0,1.3717,0.508928,2.38391,2.24469
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,18,0.364032,0,1.36179,0.502784,2.35755,2.22861
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",256,19,0.36528,0,1.37209,0.502784,2.36761,2.24015
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,0,0.693952,0,4.60259,0.975872,6.39874,6.27241
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,1,0.692384,0,4.5733,0.974848,6.36529,6.24053
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,2,0.688992,0,4.58689,0.973824,6.37429,6.2497
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,3,0.688992,0,4.57848,0.97792,6.36997,6.24539
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,4,0.691712,0,4.57936,0.969728,6.36595,6.2408
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,5,0.69088,0,4.57366,0.9728,6.36182,6.23734
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,6,0.689088,0,4.58211,0.9728,6.37221,6.244
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,7,0.690336,0,4.58979,0.975872,6.38171,6.256
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,8,0.690848,0,4.58178,0.9728,6.37222,6.24543
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,9,0.69216,0,4.58091,0.971776,6.37219,6.24485
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,10,0.69264,0,4.57909,0.974848,6.37236,6.24658
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,11,0.690144,0,4.57942,0.976896,6.3733,6.24646
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,12,0.690912,0,4.58071,0.970752,6.36863,6.24237
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,13,0.691296,0,4.56611,0.9728,6.35756,6.2302
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,14,0.689184,0,4.58847,0.9728,6.37605,6.25046
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,15,0.690464,0,4.58566,0.973824,6.37674,6.24995
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,16,0.69248,0,4.58183,0.973824,6.37388,6.24813
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,17,0.697824,0,4.57812,0.978944,6.37973,6.25488
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,18,0.694848,0,4.56905,0.973824,6.36213,6.23772
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",320,19,0.691744,0,4.57559,0.971776,6.36512,6.23911
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,0,1.1919,0,8.39632,1.69779,11.4141,11.286
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,1,1.18432,0,8.3573,1.69472,11.3624,11.2363
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,2,1.18602,0,8.35789,1.68755,11.3596,11.2315
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,3,1.18464,0,8.35531,1.69062,11.3573,11.2306
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,4,1.17981,0,8.35747,1.68653,11.3495,11.2238
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,5,1.18067,0,8.36087,1.69165,11.3711,11.2332
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,6,1.18557,0,8.35697,1.68653,11.3549,11.2291
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,7,1.18666,0,8.35661,1.69062,11.3594,11.2339
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,8,1.18634,0,8.36138,1.68858,11.3628,11.2363
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,9,1.1848,0,8.35926,1.68858,11.3584,11.2326
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,10,1.17891,0,8.36117,1.6896,11.355,11.2297
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,11,1.17862,0,8.35896,1.69472,11.3651,11.2323
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,12,1.18515,0,8.35624,1.6937,11.3609,11.2351
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,13,1.17859,0,8.35884,1.68448,11.3455,11.2219
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,14,1.17715,0,8.35306,1.68858,11.3437,11.2188
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,15,1.17712,0,8.35527,1.67936,11.3408,11.2118
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,16,1.18691,0,8.34761,1.68653,11.3485,11.221
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,17,1.18691,0,8.36399,1.69677,11.3722,11.2477
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,18,1.18538,0,8.36008,1.68858,11.3594,11.234
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",384,19,1.18547,0,8.36113,1.69267,11.3683,11.2393
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,0,1.88781,0,13.9215,2.77709,18.7138,18.5863
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,1,1.88038,0,13.8949,2.77402,18.6745,18.5493
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,2,1.88125,0,13.8909,2.77197,18.6692,18.5441
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,3,1.88365,0,13.8852,2.77709,18.671,18.546
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,4,1.8809,0,13.894,2.77402,18.6747,18.5489
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,5,1.88221,0,13.889,2.77606,18.6743,18.5473
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,6,1.88218,0,13.8987,2.77094,18.6768,18.5518
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,7,1.88259,0,13.8895,2.76787,18.6649,18.54
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,8,1.88042,0,13.8902,2.75866,18.6562,18.5293
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,9,1.88048,0,13.8959,2.76173,18.6638,18.5382
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,10,1.88077,0,13.8953,2.76275,18.6664,18.5388
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,11,1.88102,0,13.8813,2.78323,18.671,18.5455
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,12,1.88499,0,13.8775,2.76378,18.6522,18.5263
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,13,1.88448,0,13.8925,2.76787,18.6691,18.5449
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,14,1.88051,0,13.8873,2.77709,18.6725,18.5449
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,15,1.88077,0,13.8866,2.77402,18.6674,18.5414
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,16,1.88227,0,13.8691,2.77402,18.65,18.5254
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,17,1.88154,0,13.8998,2.7607,18.6684,18.5421
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,18,1.88464,0,13.8948,2.76992,18.6756,18.5494
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",448,19,1.88048,0,13.898,2.78016,18.6847,18.5586
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,0,2.76541,0,24.3214,3.86256,31.0789,30.9494
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,1,2.76426,0,24.3067,3.85434,31.0521,30.9253
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,2,2.76256,0,24.3061,3.85946,31.674,30.9281
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,3,2.75341,0,21.7307,3.6864,28.2973,28.1705
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,4,2.75632,0,21.7299,3.66899,28.2842,28.1552
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,5,2.75485,0,21.3723,3.65056,27.91,27.7777
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,6,2.75462,0,21.3845,3.65261,27.9197,27.7918
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,7,2.75536,0,21.3678,3.65466,27.9081,27.7778
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,8,2.75366,0,21.2702,3.65261,27.8035,27.6765
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,9,2.756,0,21.2854,3.6393,27.8079,27.6807
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,10,2.7545,0,21.2725,3.64954,27.8063,27.6765
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,11,2.7553,0,21.2659,3.64442,27.7946,27.6656
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,12,2.75363,0,21.2726,3.64646,27.8013,27.6727
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,13,2.75446,0,21.2014,3.65363,27.7381,27.6095
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,14,2.75853,0,21.2166,3.64646,27.7494,27.6216
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,15,2.75626,0,21.2153,3.64134,27.7408,27.6129
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,16,2.75386,0,21.2153,3.64749,27.745,27.6166
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,17,2.7536,0,21.2033,3.65056,27.7344,27.6075
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,18,2.75421,0,21.2153,3.64237,27.7407,27.6119
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",512,19,2.75658,0,21.2117,3.64544,27.7415,27.6137
