dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,float,uniform,CPU,"Ds | Ns",64,0,0.07088,0,0.078981,0.380928,0.623232,0.530789
1,float,uniform,CPU,"Ds | Ns",320,6,0.032224,0,0.027006,0.012288,0.123424,0.071518
1,float,uniform,CPU,"Ds | Ns",320,7,0.026208,0,0.026832,0.012288,0.116058,0.065328
1,float,uniform,CPU,"Ds | Ns",320,8,0.02656,0,0.026711,0.011264,0.115406,0.064535
1,float,uniform,CPU,"Ds | Ns",320,9,0.02704,0,0.026668,0.012288,0.124525,0.065996
1,float,uniform,CPU,"Ds | Ns",320,10,0.026624,0,0.026949,0.013312,0.116705,0.066885
1,float,uniform,CPU,"Ds | Ns",320,11,0.025728,0,0.027081,0.012288,0.120578,0.065097
1,float,uniform,CPU,"Ds | Ns",320,12,0.025728,0,0.026982,0.012288,0.116913,0.064998
1,float,uniform,CPU,"Ds | Ns",320,13,0.029184,0,0.027079,0.013312,0.119171,0.069575
1,float,uniform,CPU,"Ds | Ns",320,14,0.026272,0,0.026925,0.012288,0.116919,0.065485
1,float,uniform,CPU,"Ds | Ns",320,15,0.027424,0,0.027019,0.011264,0.117495,0.065707
1,float,uniform,CPU,"Ds | Ns",320,16,0.026944,0,0.026986,0.013312,0.118299,0.067242
1,float,uniform,CPU,"Ds | Ns",320,17,0.02672,0,0.026674,0.012288,0.11693,0.065682
1,float,uniform,CPU,"Ds | Ns",320,18,0.025536,0,0.026948,0.012288,0.116703,0.064772
1,float,uniform,CPU,"Ds | Ns",320,19,0.02608,0,0.026638,0.012288,0.117306,0.065006
1,float,uniform,CPU,"Ds | Ns",384,0,0.034816,0,0.048601,0.018432,0.167491,0.101849
1,float,uniform,CPU,"Ds | Ns",384,1,0.029792,0,0.032459,0.01536,0.132749,0.077611
1,float,uniform,CPU,"Ds | Ns",384,2,0.02736,0,0.031117,0.013312,0.125249,0.071789
1,float,uniform,CPU,"Ds | Ns",384,3,0.02688,0,0.030229,0.013312,0.123383,0.070421
1,float,uniform,CPU,"Ds | Ns",384,4,0.02624,0,0.03021,0.014336,0.122438,0.070786
1,float,uniform,CPU,"Ds | Ns",384,5,0.026496,0,0.029571,0.014336,0.121551,0.070403
1,float,uniform,CPU,"Ds | Ns",384,6,0.0256,0,0.0299,0.011264,0.11984,0.066764
1,float,uniform,CPU,"Ds | Ns",384,7,0.026336,0,0.02976,0.013312,0.119653,0.069408
1,float,uniform,CPU,"Ds | Ns",384,8,0.02624,0,0.030088,0.011264,0.121049,0.067592
1,float,uniform,CPU,"Ds | Ns",384,9,0.025312,0,0.029337,0.013312,0.118281,0.067961
1,float,uniform,CPU,"Ds | Ns",384,10,0.025792,0,0.029802,0.012288,0.11961,0.067882
1,float,uniform,CPU,"Ds | Ns",384,11,0.026208,0,0.029415,0.012288,0.11948,0.067911
1,float,uniform,CPU,"Ds | Ns",384,12,0.02544,0,0.029803,0.014336,0.119564,0.069579
1,float,uniform,CPU,"Ds | Ns",384,13,0.025984,0,0.029438,0.012288,0.118979,0.06771
1,float,uniform,CPU,"Ds | Ns",384,14,0.026784,0,0.02978,0.013312,0.120818,0.069876
1,float,uniform,CPU,"Ds | Ns",384,15,0.031008,0,0.030065,0.012288,0.125465,0.073361
1,float,uniform,CPU,"Ds | Ns",384,16,0.026816,0,0.029441,0.011264,0.119935,0.067521
1,float,uniform,CPU,"Ds | Ns",384,17,0.02624,0,0.029886,0.011264,0.120862,0.06739
1,float,uniform,CPU,"Ds | Ns",384,18,0.026016,0,0.029693,0.012288,0.119114,0.067997
1,float,uniform,CPU,"Ds | Ns",384,19,0.028064,0,0.029432,0.012288,0.121645,0.069784
1,float,uniform,CPU,"Ds | Ns",448,0,0.035936,0,0.042034,0.02048,0.158854,0.09845
1,float,uniform,CPU,"Ds | Ns",448,1,0.02928,0,0.028865,0.01536,0.127706,0.073505
1,float,uniform,CPU,"Ds | Ns",448,2,0.02752,0,0.02772,0.013312,0.121581,0.068552
1,float,uniform,CPU,"Ds | Ns",448,3,0.0272,0,0.027435,0.013312,0.119511,0.067947
1,float,uniform,CPU,"Ds | Ns",448,4,0.026624,0,0.027678,0.012288,0.118665,0.06659
1,float,uniform,CPU,"Ds | Ns",448,5,0.026816,0,0.027136,0.012288,0.117872,0.06624
1,float,uniform,CPU,"Ds | Ns",448,6,0.028352,0,0.026941,0.012288,0.120349,0.067581
1,float,uniform,CPU,"Ds | Ns",448,7,0.026272,0,0.02684,0.012288,0.123413,0.0654
1,float,uniform,CPU,"Ds | Ns",448,8,0.025856,0,0.026791,0.013312,0.116799,0.065959
1,float,uniform,CPU,"Ds | Ns",448,9,0.02608,0,0.027401,0.012288,0.118199,0.065769
1,float,uniform,CPU,"Ds | Ns",448,10,0.027136,0,0.026734,0.012288,0.12355,0.066158
1,float,uniform,CPU,"Ds | Ns",448,11,0.02576,0,0.027045,0.012288,0.116888,0.065093
1,float,uniform,CPU,"Ds | Ns",448,12,0.02656,0,0.026872,0.011264,0.117374,0.064696
1,float,uniform,CPU,"Ds | Ns",448,13,0.02672,0,0.027053,0.013312,0.117957,0.067085
1,float,uniform,CPU,"Ds | Ns",448,14,0.026688,0,0.026958,0.013312,0.117469,0.066958
1,float,uniform,CPU,"Ds | Ns",448,15,0.027392,0,0.026931,0.012288,0.119019,0.066611
1,float,uniform,CPU,"Ds | Ns",448,16,0.027232,0,0.026934,0.011264,0.118325,0.06543
1,float,uniform,CPU,"Ds | Ns",448,17,0.027264,0,0.026806,0.012288,0.118655,0.066358
1,float,uniform,CPU,"Ds | Ns",448,18,0.027104,0,0.02713,0.012288,0.118014,0.066522
1,float,uniform,CPU,"Ds | Ns",448,19,0.026688,0,0.027103,0.012288,0.118033,0.066079
1,float,uniform,CPU,"Ds | Ns",512,0,0.041312,0,0.04525,0.018432,0.169753,0.104994
1,float,uniform,CPU,"Ds | Ns",512,1,0.028576,0,0.028465,0.014336,0.12604,0.071377
1,float,uniform,CPU,"Ds | Ns",512,2,0.027808,0,0.027415,0.013312,0.120342,0.068535
1,float,uniform,CPU,"Ds | Ns",512,3,0.027456,0,0.027175,0.011264,0.119524,0.065895
1,float,uniform,CPU,"Ds | Ns",512,4,0.027424,0,0.027105,0.013312,0.119645,0.067841
1,float,uniform,CPU,"Ds | Ns",512,5,0.027168,0,0.026824,0.012288,0.119273,0.06628
1,float,uniform,CPU,"Ds | Ns",512,6,0.02736,0,0.026893,0.012288,0.117296,0.066541
1,float,uniform,CPU,"Ds | Ns",512,7,0.027616,0,0.027015,0.012288,0.11915,0.066919
1,float,uniform,CPU,"Ds | Ns",512,8,0.0288,0,0.027284,0.013312,0.119827,0.069396
1,float,uniform,CPU,"Ds | Ns",512,9,0.028128,0,0.026987,0.011264,0.119474,0.066379
1,float,uniform,CPU,"Ds | Ns",512,10,0.026304,0,0.027049,0.011264,0.118569,0.064617
1,float,uniform,CPU,"Ds | Ns",512,11,0.027168,0,0.026786,0.013312,0.126497,0.067266
1,float,uniform,CPU,"Ds | Ns",512,12,0.026176,0,0.026946,0.012288,0.117077,0.06541
1,float,uniform,CPU,"Ds | Ns",512,13,0.0264,0,0.026649,0.012288,0.117427,0.065337
1,float,uniform,CPU,"Ds | Ns",512,14,0.026592,0,0.02665,0.012288,0.116806,0.06553
1,float,uniform,CPU,"Ds | Ns",512,15,0.026048,0,0.026667,0.013312,0.118906,0.066027
1,float,uniform,CPU,"Ds | Ns",512,16,0.028128,0,0.179668,0.013312,0.276111,0.221108
1,float,uniform,CPU,"Ds | Ns",512,17,0.02592,0,0.02666,0.011264,0.117384,0.063844
1,float,uniform,CPU,"Ds | Ns",512,18,0.025376,0,0.026845,0.011264,0.116416,0.063485
1,float,uniform,CPU,"Ds | Ns",512,19,0.031232,0,0.026825,0.012288,0.121176,0.070345
