dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,float,uniform,CPU,"N | N",64,0,0.071072,0,0.071404,0.367616,0.603758,0.510092
1,float,uniform,CPU,"N | N",128,14,0.026752,0,0.032519,0.013312,0.124441,0.072583
1,float,uniform,CPU,"N | N",128,15,0.02512,0,0.035499,0.013312,0.126692,0.073931
1,float,uniform,CPU,"N | N",128,16,0.026368,0,0.032141,0.013312,0.12253,0.071821
1,float,uniform,CPU,"N | N",128,17,0.025728,0,0.032137,0.012288,0.12245,0.070153
1,float,uniform,CPU,"N | N",128,18,0.025888,0,0.032099,0.012288,0.122142,0.070275
1,float,uniform,CPU,"N | N",128,19,0.025728,0,0.032398,0.012288,0.1231,0.070414
1,float,uniform,CPU,"N | N",192,0,0.035424,0,0.049394,0.018432,0.167329,0.10325
1,float,uniform,CPU,"N | N",192,1,0.029216,0,0.040041,0.014336,0.142259,0.083593
1,float,uniform,CPU,"N | N",192,2,0.028224,0,0.031951,0.013312,0.125686,0.073487
1,float,uniform,CPU,"N | N",192,3,0.025792,0,0.032223,0.012288,0.125437,0.070303
1,float,uniform,CPU,"N | N",192,4,0.02624,0,0.032486,0.012288,0.122898,0.071014
1,float,uniform,CPU,"N | N",192,5,0.026304,0,0.032033,0.012288,0.122822,0.070625
1,float,uniform,CPU,"N | N",192,6,0.026944,0,0.031875,0.016384,0.127046,0.075203
1,float,uniform,CPU,"N | N",192,7,0.025408,0,0.031751,0.012288,0.122074,0.069447
1,float,uniform,CPU,"N | N",192,8,0.025056,0,0.032293,0.012288,0.12168,0.069637
1,float,uniform,CPU,"N | N",192,9,0.026272,0,0.032041,0.013312,0.122888,0.071625
1,float,uniform,CPU,"N | N",192,10,0.025824,0,0.031735,0.012288,0.122787,0.069847
1,float,uniform,CPU,"N | N",192,11,0.026688,0,0.031816,0.013312,0.125514,0.071816
1,float,uniform,CPU,"N | N",192,12,0.025696,0,0.03141,0.012288,0.122164,0.069394
1,float,uniform,CPU,"N | N",192,13,0.026912,0,0.037662,0.011264,0.133393,0.075838
1,float,uniform,CPU,"N | N",192,14,0.028768,0,0.033875,0.01536,0.136234,0.078003
1,float,uniform,CPU,"N | N",192,15,0.027008,0,0.031347,0.013312,0.122529,0.071667
1,float,uniform,CPU,"N | N",192,16,0.026176,0,0.031822,0.012288,0.122807,0.070286
1,float,uniform,CPU,"N | N",192,17,0.026528,0,0.031396,0.011264,0.121371,0.069188
1,float,uniform,CPU,"N | N",192,18,0.02672,0,0.032007,0.013312,0.12997,0.072039
1,float,uniform,CPU,"N | N",192,19,0.026656,0,0.032261,0.013312,0.122466,0.072229
1,float,uniform,CPU,"N | N",256,0,0.03568,0,0.048365,0.018432,0.166426,0.102477
1,float,uniform,CPU,"N | N",256,1,0.028064,0,0.031606,0.01536,0.128898,0.07503
1,float,uniform,CPU,"N | N",256,2,0.026912,0,0.029701,0.014336,0.123908,0.070949
1,float,uniform,CPU,"N | N",256,3,0.027008,0,0.030854,0.013312,0.124701,0.071174
1,float,uniform,CPU,"N | N",256,4,0.027456,0,0.032532,0.012288,0.124869,0.072276
1,float,uniform,CPU,"N | N",256,5,0.030464,0,0.029446,0.013312,0.126296,0.073222
1,float,uniform,CPU,"N | N",256,6,0.026592,0,0.029557,0.012288,0.120238,0.068437
1,float,uniform,CPU,"N | N",256,7,0.026944,0,0.030295,0.013312,0.121005,0.070551
1,float,uniform,CPU,"N | N",256,8,0.027712,0,0.02924,0.012288,0.121671,0.06924
1,float,uniform,CPU,"N | N",256,9,0.027392,0,0.029867,0.012288,0.121578,0.069547
1,float,uniform,CPU,"N | N",256,10,0.025856,0,0.029813,0.013312,0.121178,0.068981
1,float,uniform,CPU,"N | N",256,11,0.026848,0,0.032439,0.013312,0.125308,0.072599
1,float,uniform,CPU,"N | N",256,12,0.027104,0,0.02917,0.013312,0.12243,0.069586
1,float,uniform,CPU,"N | N",256,13,0.025984,0,0.029841,0.012288,0.120405,0.068113
1,float,uniform,CPU,"N | N",256,14,0.026176,0,0.029947,0.0256,0.136615,0.081723
1,float,uniform,CPU,"N | N",256,15,0.026816,0,0.029065,0.013312,0.120336,0.069193
1,float,uniform,CPU,"N | N",256,16,0.026656,0,0.029635,0.012288,0.121446,0.068579
1,float,uniform,CPU,"N | N",256,17,0.02816,0,0.02928,0.013312,0.122335,0.070752
1,float,uniform,CPU,"N | N",256,18,0.027296,0,0.029381,0.013312,0.120477,0.069989
1,float,uniform,CPU,"N | N",256,19,0.026208,0,0.029443,0.012288,0.119432,0.067939
1,float,uniform,CPU,"N | N",320,0,0.035456,0,0.052219,0.023552,0.174147,0.111227
1,float,uniform,CPU,"N | N",320,1,0.02864,0,0.032993,0.017408,0.132156,0.079041
1,float,uniform,CPU,"N | N",320,2,0.027552,0,0.032542,0.014336,0.126322,0.07443
1,float,uniform,CPU,"N | N",320,3,0.027424,0,0.031663,0.013312,0.125221,0.072399
1,float,uniform,CPU,"N | N",320,4,0.027744,0,0.030965,0.013312,0.124193,0.072021
1,float,uniform,CPU,"N | N",320,5,0.027264,0,0.031282,0.012288,0.123725,0.070834
1,float,uniform,CPU,"N | N",320,6,0.026784,0,0.031446,0.012288,0.123423,0.070518
1,float,uniform,CPU,"N | N",320,7,0.025152,0,0.031707,0.012288,0.121167,0.069147
1,float,uniform,CPU,"N | N",320,8,0.027968,0,0.030606,0.013312,0.123453,0.071886
1,float,uniform,CPU,"N | N",320,9,0.026784,0,0.03067,0.014336,0.122229,0.07179
1,float,uniform,CPU,"N | N",320,10,0.026176,0,0.030902,0.02048,0.132877,0.077558
1,float,uniform,CPU,"N | N",320,11,0.026176,0,0.03066,0.012288,0.121505,0.069124
1,float,uniform,CPU,"N | N",320,12,0.028352,0,0.030539,0.013312,0.122798,0.072203
1,float,uniform,CPU,"N | N",320,13,0.026848,0,0.030723,0.012288,0.123126,0.069859
1,float,uniform,CPU,"N | N",320,14,0.025696,0,0.031572,0.013312,0.12328,0.07058
1,float,uniform,CPU,"N | N",320,15,0.027232,0,0.030816,0.013312,0.122453,0.07136
1,float,uniform,CPU,"N | N",320,16,0.027104,0,0.030995,0.01232,0.122601,0.070419
1,float,uniform,CPU,"N | N",320,17,0.027008,0,0.030758,0.012288,0.122124,0.070054
1,float,uniform,CPU,"N | N",320,18,0.030304,0,0.033459,0.012288,0.130728,0.076051
1,float,uniform,CPU,"N | N",320,19,0.025984,0,0.031078,0.012288,0.12158,0.06935
1,float,uniform,CPU,"N | N",384,0,0.036128,0,0.048154,0.018432,0.166284,0.102714
1,float,uniform,CPU,"N | N",384,1,0.028384,0,0.036918,0.01536,0.135359,0.080662
1,float,uniform,CPU,"N | N",384,2,0.0264,0,0.035574,0.014336,0.129551,0.07631
1,float,uniform,CPU,"N | N",384,3,0.027616,0,0.03472,0.013312,0.12844,0.075648
1,float,uniform,CPU,"N | N",384,4,0.027488,0,0.035403,0.013312,0.128488,0.076203
1,float,uniform,CPU,"N | N",384,5,0.026944,0,0.03548,0.013312,0.127532,0.075736
1,float,uniform,CPU,"N | N",384,6,0.027904,0,0.034826,0.013312,0.127918,0.076042
1,float,uniform,CPU,"N | N",384,7,0.027488,0,0.03539,0.012288,0.309104,0.075166
1,float,uniform,CPU,"N | N",384,8,0.026464,0,0.034858,0.013312,0.126593,0.074634
1,float,uniform,CPU,"N | N",384,9,0.025984,0,0.034469,0.012288,0.125254,0.072741
1,float,uniform,CPU,"N | N",384,10,0.026976,0,0.034606,0.013312,0.126833,0.074894
1,float,uniform,CPU,"N | N",384,11,0.027968,0,0.034609,0.018432,0.133839,0.081009
1,float,uniform,CPU,"N | N",384,12,0.026848,0,0.035319,0.013312,0.127016,0.075479
1,float,uniform,CPU,"N | N",384,13,0.026912,0,0.034278,0.012288,0.126314,0.073478
1,float,uniform,CPU,"N | N",384,14,0.031808,0,0.034735,0.013312,0.130996,0.079855
1,float,uniform,CPU,"N | N",384,15,0.027392,0,0.034675,0.013312,0.135343,0.075379
1,float,uniform,CPU,"N | N",384,16,0.02672,0,0.034525,0.011264,0.12567,0.072509
1,float,uniform,CPU,"N | N",384,17,0.026624,0,0.034242,0.012288,0.125236,0.073154
1,float,uniform,CPU,"N | N",384,18,0.025984,0,0.03428,0.1024,0.215227,0.162664
1,float,uniform,CPU,"N | N",384,19,0.026528,0,0.035201,0.014336,0.125812,0.076065
1,float,uniform,CPU,"N | N",448,0,0.042656,0,0.054544,0.023552,0.18263,0.120752
1,float,uniform,CPU,"N | N",448,1,0.028736,0,0.038019,0.01536,0.133594,0.082115
1,float,uniform,CPU,"N | N",448,2,0.02768,0,0.036778,0.014336,0.130478,0.078794
1,float,uniform,CPU,"N | N",448,3,0.027936,0,0.036433,0.013312,0.129216,0.077681
1,float,uniform,CPU,"N | N",448,4,0.026144,0,0.037017,0.013312,0.127314,0.076473
1,float,uniform,CPU,"N | N",448,5,0.026208,0,0.037061,0.012288,0.132502,0.075557
1,float,uniform,CPU,"N | N",448,6,0.026528,0,0.036252,0.014336,0.127521,0.077116
1,float,uniform,CPU,"N | N",448,7,0.026016,0,0.036641,0.013312,0.126196,0.075969
1,float,uniform,CPU,"N | N",448,8,0.02496,0,0.037037,0.012288,0.126307,0.074285
1,float,uniform,CPU,"N | N",448,9,0.02624,0,0.03612,0.013312,0.126315,0.075672
1,float,uniform,CPU,"N | N",448,10,0.02512,0,0.036065,0.012288,0.125352,0.073473
1,float,uniform,CPU,"N | N",448,11,0.025632,0,0.036543,0.012288,0.125281,0.074463
1,float,uniform,CPU,"N | N",448,12,0.026272,0,0.035986,0.011264,0.126842,0.073522
1,float,uniform,CPU,"N | N",448,13,0.025696,0,0.036178,0.012288,0.126055,0.074162
1,float,uniform,CPU,"N | N",448,14,0.027232,0,0.03623,0.012288,0.126292,0.07575
1,float,uniform,CPU,"N | N",448,15,0.026368,0,0.036524,0.012288,0.126537,0.07518
1,float,uniform,CPU,"N | N",448,16,0.026528,0,0.035844,0.012288,0.134058,0.07466
1,float,uniform,CPU,"N | N",448,17,0.027232,0,0.036148,0.012288,0.126392,0.075668
1,float,uniform,CPU,"N | N",448,18,0.025824,0,0.036096,0.012288,0.126026,0.074208
1,float,uniform,CPU,"N | N",448,19,0.02656,0,0.035535,0.013312,0.125519,0.075407
1,float,uniform,CPU,"N | N",512,0,0.034592,0,0.060843,0.02048,0.178623,0.115915
1,float,uniform,CPU,"N | N",512,1,0.02816,0,0.037752,0.014336,0.134651,0.080248
1,float,uniform,CPU,"N | N",512,2,0.028608,0,0.035923,0.01536,0.131168,0.079891
1,float,uniform,CPU,"N | N",512,3,0.027936,0,0.03556,0.014336,0.12872,0.077832
1,float,uniform,CPU,"N | N",512,4,0.027008,0,0.03517,0.014336,0.127319,0.076514
1,float,uniform,CPU,"N | N",512,5,0.026816,0,0.035911,0.013312,0.125957,0.076039
1,float,uniform,CPU,"N | N",512,6,0.027392,0,0.035622,0.012288,0.128695,0.075302
1,float,uniform,CPU,"N | N",512,7,0.025216,0,0.035159,0.013312,0.126414,0.073687
1,float,uniform,CPU,"N | N",512,8,0.027616,0,0.034864,0.013312,0.125685,0.075792
1,float,uniform,CPU,"N | N",512,9,0.026464,0,0.034911,0.013312,0.125876,0.074687
1,float,uniform,CPU,"N | N",512,10,0.02672,0,0.034936,0.013312,0.126025,0.074968
1,float,uniform,CPU,"N | N",512,11,0.027488,0,0.035328,0.013312,0.125682,0.076128
1,float,uniform,CPU,"N | N",512,12,0.027008,0,0.035015,0.012288,0.125352,0.074311
1,float,uniform,CPU,"N | N",512,13,0.027328,0,0.034533,0.012288,0.125343,0.074149
1,float,uniform,CPU,"N | N",512,14,0.027136,0,0.034682,0.013312,0.125399,0.07513
1,float,uniform,CPU,"N | N",512,15,0.02704,0,0.034585,0.011264,0.125115,0.072889
1,float,uniform,CPU,"N | N",512,16,0.027328,0,0.035005,0.013312,0.125262,0.075645
1,float,uniform,CPU,"N | N",512,17,0.025472,0,0.035385,0.018432,0.130654,0.079289
1,float,uniform,CPU,"N | N",512,18,0.026976,0,0.034597,0.012288,0.124875,0.073861
1,float,uniform,CPU,"N | N",512,19,0.025888,0,0.034462,0.012288,0.130001,0.072638
