dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",64,0,0.034688,0.004085,0.051661,0.293888,0.715266,0.384322
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,6,0.162208,0.004298,0.588695,0.380928,1.73811,1.13613
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,7,0.1616,0.004206,0.598595,0.372736,1.72908,1.13714
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,8,0.162944,0.004468,0.591605,0.382976,1.72849,1.14199
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,9,0.164576,0.004293,0.588719,0.375808,1.71834,1.1334
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,10,0.168192,0.004148,0.590816,0.374784,1.72483,1.13794
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,11,0.167936,0.004126,0.589682,0.380928,1.72496,1.14267
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,12,0.165056,0.00422,0.589101,0.381952,1.72094,1.14033
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,13,0.16304,0.004734,0.589303,0.375808,1.73043,1.13288
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,14,0.168256,0.004873,0.589927,0.384,1.73257,1.14706
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,15,0.168352,0.004532,0.591353,0.377856,1.72523,1.14209
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,16,0.16976,0.004533,0.589753,0.375808,1.72931,1.13985
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,17,0.162016,0.004376,0.587827,0.379904,1.71607,1.13412
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,18,0.163968,0.004456,0.587201,0.377856,1.71663,1.13348
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,19,0.1616,0.004291,0.584959,0.381952,1.71908,1.1328
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",256,0,0.36208,0.004587,1.38811,0.690176,3.86795,2.44495
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",256,1,0.364032,0.003463,1.35919,0.68608,3.83266,2.41276
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",256,2,0.360096,0.00416,1.35986,0.683008,3.78499,2.40713
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",256,3,0.356544,0.004353,1.36341,0.68096,3.81343,2.40527
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",256,4,0.36208,0.00406,1.36387,0.679936,3.81381,2.40995
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",256,5,0.363776,0.00441,1.36534,0.678912,3.82905,2.41244
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",256,6,0.366784,0.00453,1.36552,0.688128,3.83369,2.42497
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",256,7,0.365664,0.004334,1.36229,0.687104,3.81591,2.41939
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",256,8,0.35872,0.004293,1.36245,0.68096,3.76347,2.40642
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",256,9,0.363776,0.004348,1.36234,0.679936,3.79974,2.4104
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",256,10,0.365344,0.004286,1.36215,0.681984,3.79943,2.41376
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",256,11,0.360608,0.004875,1.36205,0.683008,3.80451,2.41054
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",256,12,0.359552,0.003551,1.36171,0.68096,3.80325,2.40578
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",256,13,0.360448,0.00451,1.36121,0.685056,3.81408,2.41122
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",256,14,0.36112,0.003437,1.36491,0.684032,3.78784,2.4135
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",256,15,0.36288,0.004216,1.36371,0.68096,3.82254,2.41177
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",256,16,0.36368,0.004532,1.36216,0.679936,3.77642,2.41031
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",256,17,0.361568,0.00339,1.36435,0.678912,3.75312,2.40822
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",256,18,0.359744,0.003783,1.36057,0.685056,3.82118,2.40915
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",256,19,0.365088,0.004432,1.36385,0.684032,3.82318,2.4174
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",320,0,0.695328,0.003235,2.99397,1.18374,7.1456,4.87628
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",320,1,0.701984,0.004602,3.02181,1.1776,7.65358,4.90599
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",320,2,0.686048,0.003164,2.99474,1.18784,7.1132,4.87179
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",320,3,0.688128,0.003204,2.98999,1.17555,7.102,4.85687
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",320,4,0.687136,0.00316,2.99293,1.17862,7.12315,4.86185
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",320,5,0.692192,0.003472,2.9971,1.18067,7.12117,4.87344
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",320,6,0.686144,0.003213,2.98777,1.17453,7.11085,4.85165
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",320,7,0.688608,0.003196,2.99729,1.17965,7.11285,4.86874
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",320,8,0.685056,0.003458,2.98363,1.1817,7.11123,4.85384
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",320,9,0.688928,0.003535,2.98911,1.1817,7.11358,4.86327
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",320,10,0.686688,0.003364,2.98961,1.16736,7.11454,4.84702
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",320,11,0.694176,0.003175,2.99351,1.1817,7.1235,4.87256
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",320,12,0.688,0.00324,2.98946,1.17043,7.12031,4.85113
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",320,13,0.693024,0.003217,2.98526,1.18067,7.11271,4.86217
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",320,14,0.68592,0.003223,2.98649,1.18374,7.09633,4.85938
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",320,15,0.692704,0.003148,2.97986,1.18374,7.11167,4.85946
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",320,16,0.686432,0.003168,2.99412,1.17248,7.12178,4.8562
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",320,17,0.684,0.00334,2.98724,1.17146,7.10159,4.84604
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",320,18,0.69216,0.003179,2.98762,1.17862,7.11091,4.86159
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",320,19,0.68624,0.00323,2.99272,1.1776,7.07944,4.85979
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",384,0,1.17846,0.00326,5.17151,2.1545,12.4241,8.50774
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",384,1,1.17939,0.003122,5.12838,2.16576,12.3754,8.47665
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",384,2,1.17622,0.003162,5.12514,2.16371,12.3601,8.46824
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",384,3,1.17827,0.003468,5.13419,2.13811,12.3707,8.45404
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",384,4,1.17542,0.003115,5.1274,2.16678,12.3904,8.47272
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",384,5,1.18154,0.00349,5.13307,2.13197,12.3521,8.45007
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",384,6,1.17437,0.003223,5.13876,2.14528,12.37,8.46163
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",384,7,1.17773,0.003181,5.12833,2.15654,12.3861,8.46578
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",384,8,1.17542,0.003246,5.13421,2.15552,12.3947,8.4684
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",384,9,1.17888,0.00344,5.1149,2.15859,12.3796,8.45581
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",384,10,1.18067,0.003133,5.12371,2.16576,12.3812,8.47328
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",384,11,1.17702,0.003195,5.14968,2.16576,12.4178,8.49566
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",384,12,1.17875,0.003292,5.13196,2.16371,12.3936,8.47771
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",384,13,1.17552,0.003295,5.10906,2.16166,12.3745,8.44954
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",384,14,1.17526,0.003145,5.11248,2.16986,12.379,8.46074
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",384,15,1.17869,0.003105,5.1281,2.17498,12.4244,8.48487
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",384,16,1.17702,0.003078,5.14276,2.15245,12.3767,8.47531
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",384,17,1.17923,0.00339,5.14499,2.18829,12.4239,8.5159
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",384,18,1.17776,0.003144,5.1335,2.19238,12.4198,8.50678
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",384,19,1.17814,0.003097,5.12935,2.16474,12.3963,8.47533
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",448,0,1.88,0.003052,7.93807,3.87379,20.3615,13.6949
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",448,1,1.8767,0.003524,7.92661,3.93114,20.3707,13.738
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",448,2,1.87709,0.003074,7.93315,3.92806,20.4055,13.7414
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",448,3,1.87558,0.003297,7.9347,3.89427,20.3503,13.7079
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",448,4,1.8729,0.003256,7.92177,3.89734,20.2941,13.6953
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",448,5,1.87421,0.003315,7.92185,3.90758,20.3239,13.707
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",448,6,1.87357,0.003524,7.96163,3.93626,20.395,13.775
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",448,7,1.87491,0.003371,7.93067,3.95469,20.4088,13.7636
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",448,8,1.87574,0.00313,7.92214,3.90963,20.353,13.7107
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",448,9,1.87357,0.003162,7.91933,3.9168,20.3463,13.7129
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",448,10,1.87594,0.0031,7.94128,3.8697,20.3586,13.69
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",448,11,1.87238,0.003117,7.91014,3.90554,20.3458,13.6912
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",448,12,1.87152,0.00317,7.92196,3.90861,20.3529,13.7053
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",448,13,1.87181,0.003167,7.94346,3.91373,20.3826,13.7322
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",448,14,1.87386,0.003342,7.92776,3.92499,20.3051,13.7299
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",448,15,1.8737,0.003201,7.92047,3.95162,20.4027,13.749
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",448,16,1.87382,0.003057,7.92599,3.88915,20.244,13.692
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",448,17,1.87411,0.003172,7.9191,3.8953,20.3115,13.6917
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",448,18,1.87635,0.003121,7.94292,3.87584,20.3055,13.6982
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",448,19,1.87158,0.003162,7.92827,3.89939,20.3342,13.7024
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",512,0,2.76278,0.003203,13.163,6.60173,36.1239,22.5307
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",512,1,2.75293,0.003175,13.2872,6.48602,36.1231,22.5294
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",512,2,2.75539,0.003224,13.4498,6.55258,36.3129,22.761
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",512,3,2.75827,0.003971,13.2174,6.70925,36.365,22.6889
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",512,4,2.75677,0.003282,13.5037,6.97037,36.9005,23.2341
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",512,5,2.75478,0.00318,13.3807,6.90995,36.6938,23.0487
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",512,6,2.75798,0.003184,13.4537,6.49216,36.1261,22.707
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",512,7,2.7535,0.003239,13.1832,6.66726,36.2252,22.6072
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",512,8,2.75827,0.003446,13.5127,6.5792,36.2752,22.8536
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",512,9,2.75805,0.003251,13.5646,6.53005,36.4192,22.8559
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",512,10,2.75347,0.003154,13.3206,6.60992,36.3124,22.6871
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",512,11,2.75498,0.003268,13.46,6.54029,36.3709,22.7585
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",512,12,2.75942,0.003235,13.1803,6.52595,36.0778,22.4689
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",512,13,2.75216,0.003559,13.3183,6.63859,36.4465,22.7126
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",512,14,2.75149,0.003179,13.3942,6.60582,36.3053,22.7546
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",512,15,2.75347,0.003289,13.5376,6.94272,36.9445,23.2371
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",512,16,2.75549,0.003465,13.4969,6.70822,36.6218,22.9641
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",512,17,2.75574,0.003164,13.3612,6.87923,36.5108,22.9993
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",512,18,2.75578,0.003311,13.1438,6.53926,36.0152,22.4421
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",512,19,2.75258,0.00329,13.3427,6.50035,36.2873,22.5989
