dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,float,uniform,GPU,"Ns | Ds",64,0,0.074752,0,0.055347,0.364544,0.579597,0.494643
1,float,uniform,GPU,"Ns | Ds",128,19,0.017408,0,0.024969,0.011264,0.102344,0.053641
1,float,uniform,GPU,"Ns | Ds",192,0,0.03072,0,0.044084,0.017408,0.146967,0.092212
1,float,uniform,GPU,"Ns | Ds",192,1,0.021504,0,0.029856,0.014336,0.116045,0.065696
1,float,uniform,GPU,"Ns | Ds",192,2,0.02048,0,0.02924,0.012288,0.11041,0.062008
1,float,uniform,GPU,"Ns | Ds",192,3,0.019456,0,0.02894,0.011264,0.109245,0.05966
1,float,uniform,GPU,"Ns | Ds",192,4,0.019456,0,0.02768,0.01536,0.110507,0.062496
1,float,uniform,GPU,"Ns | Ds",192,5,0.018432,0,0.028028,0.013312,0.10755,0.059772
1,float,uniform,GPU,"Ns | Ds",192,6,0.018432,0,0.028145,0.012288,0.107575,0.058865
1,float,uniform,GPU,"Ns | Ds",192,7,0.019456,0,0.027849,0.012288,0.107505,0.059593
1,float,uniform,GPU,"Ns | Ds",192,8,0.019456,0,0.02774,0.012288,0.107156,0.059484
1,float,uniform,GPU,"Ns | Ds",192,9,0.019456,0,0.030702,0.012288,0.11031,0.062446
1,float,uniform,GPU,"Ns | Ds",192,10,0.019456,0,0.027638,0.011264,0.105592,0.058358
1,float,uniform,GPU,"Ns | Ds",192,11,0.017408,0,0.027781,0.012288,0.106488,0.057477
1,float,uniform,GPU,"Ns | Ds",192,12,0.017408,0,0.027625,0.011264,0.10774,0.056297
1,float,uniform,GPU,"Ns | Ds",192,13,0.018432,0,0.027936,0.012288,0.105742,0.058656
1,float,uniform,GPU,"Ns | Ds",192,14,0.018432,0,0.028051,0.013312,0.106706,0.059795
1,float,uniform,GPU,"Ns | Ds",192,15,0.02048,0,0.028527,0.012288,0.109794,0.061295
1,float,uniform,GPU,"Ns | Ds",192,16,0.017408,0,0.027847,0.011264,0.105837,0.056519
1,float,uniform,GPU,"Ns | Ds",192,17,0.02048,0,0.027532,0.012288,0.106636,0.0603
1,float,uniform,GPU,"Ns | Ds",192,18,0.018432,0,0.027687,0.011264,0.110541,0.057383
1,float,uniform,GPU,"Ns | Ds",192,19,0.017408,0,0.027543,0.012288,0.104725,0.057239
1,float,uniform,GPU,"Ns | Ds",256,0,0.045056,0,0.042532,0.023552,0.175823,0.11114
1,float,uniform,GPU,"Ns | Ds",256,1,0.021504,0,0.026389,0.01232,0.11056,0.060213
1,float,uniform,GPU,"Ns | Ds",256,2,0.02048,0,0.025343,0.011264,0.106924,0.057087
1,float,uniform,GPU,"Ns | Ds",256,3,0.018432,0,0.025396,0.01536,0.107399,0.059188
1,float,uniform,GPU,"Ns | Ds",256,4,0.02048,0,0.025721,0.012288,0.106259,0.058489
1,float,uniform,GPU,"Ns | Ds",256,5,0.019456,0,0.025193,0.011264,0.104942,0.055913
1,float,uniform,GPU,"Ns | Ds",256,6,0.019456,0,0.025157,0.012288,0.103627,0.056901
1,float,uniform,GPU,"Ns | Ds",256,7,0.019456,0,0.025041,0.018432,0.109411,0.062929
1,float,uniform,GPU,"Ns | Ds",256,8,0.019456,0,0.027895,0.011264,0.105642,0.058615
1,float,uniform,GPU,"Ns | Ds",256,9,0.017408,0,0.025141,0.012288,0.10351,0.054837
1,float,uniform,GPU,"Ns | Ds",256,10,0.019456,0,0.024994,0.011264,0.208096,0.055714
1,float,uniform,GPU,"Ns | Ds",256,11,0.019456,0,0.02545,0.011264,0.104511,0.05617
1,float,uniform,GPU,"Ns | Ds",256,12,0.019456,0,0.025584,0.012288,0.103874,0.057328
1,float,uniform,GPU,"Ns | Ds",256,13,0.02048,0,0.025127,0.011264,0.10615,0.056871
1,float,uniform,GPU,"Ns | Ds",256,14,0.017408,0,0.025147,0.012288,0.103384,0.054843
1,float,uniform,GPU,"Ns | Ds",256,15,0.019456,0,0.025051,0.012288,0.103457,0.056795
1,float,uniform,GPU,"Ns | Ds",256,16,0.018432,0,0.025047,0.012288,0.10394,0.055767
1,float,uniform,GPU,"Ns | Ds",256,17,0.019456,0,0.025492,0.011264,0.106437,0.056212
1,float,uniform,GPU,"Ns | Ds",256,18,0.018432,0,0.025201,0.012288,0.106154,0.055921
1,float,uniform,GPU,"Ns | Ds",256,19,0.017408,0,0.025298,0.012288,0.103933,0.054994
1,float,uniform,GPU,"Ns | Ds",320,0,0.031744,0,0.037521,0.017408,0.142917,0.086673
1,float,uniform,GPU,"Ns | Ds",320,1,0.022528,0,0.026655,0.012288,0.112032,0.061471
1,float,uniform,GPU,"Ns | Ds",320,2,0.023552,0,0.025906,0.012288,0.110553,0.061746
1,float,uniform,GPU,"Ns | Ds",320,3,0.018432,0,0.025645,0.013312,0.104583,0.057389
1,float,uniform,GPU,"Ns | Ds",320,4,0.019456,0,0.025162,0.012288,0.104054,0.056906
1,float,uniform,GPU,"Ns | Ds",320,5,0.018432,0,0.025448,0.012288,0.104548,0.056168
1,float,uniform,GPU,"Ns | Ds",320,6,0.019456,0,0.025755,0.012288,0.108634,0.057499
1,float,uniform,GPU,"Ns | Ds",320,7,0.018432,0,0.025587,0.011264,0.10764,0.055283
1,float,uniform,GPU,"Ns | Ds",320,8,0.018432,0,0.025874,0.012288,0.105347,0.056594
1,float,uniform,GPU,"Ns | Ds",320,9,0.018432,0,0.02515,0.012288,0.104191,0.05587
1,float,uniform,GPU,"Ns | Ds",320,10,0.018432,0,0.025206,0.012288,0.103247,0.055926
1,float,uniform,GPU,"Ns | Ds",320,11,0.023552,0,0.0253,0.012288,0.107621,0.06114
1,float,uniform,GPU,"Ns | Ds",320,12,0.018432,0,0.025289,0.012288,0.103728,0.056009
1,float,uniform,GPU,"Ns | Ds",320,13,0.018432,0,0.025317,0.011264,0.103798,0.055013
1,float,uniform,GPU,"Ns | Ds",320,14,0.019456,0,0.024984,0.012288,0.103342,0.056728
1,float,uniform,GPU,"Ns | Ds",320,15,0.018432,0,0.025205,0.012288,0.103796,0.055925
1,float,uniform,GPU,"Ns | Ds",320,16,0.019456,0,0.025167,0.012288,0.107935,0.056911
1,float,uniform,GPU,"Ns | Ds",320,17,0.019456,0,0.025195,0.011264,0.104712,0.055915
1,float,uniform,GPU,"Ns | Ds",320,18,0.019456,0,0.025271,0.012288,0.104703,0.057015
1,float,uniform,GPU,"Ns | Ds",320,19,0.018432,0,0.02549,0.012288,0.104275,0.05621
1,float,uniform,GPU,"Ns | Ds",384,0,0.041984,0,0.044325,0.017408,0.159029,0.103717
1,float,uniform,GPU,"Ns | Ds",384,1,0.022528,0,0.030521,0.013312,0.115672,0.066361
1,float,uniform,GPU,"Ns | Ds",384,2,0.02048,0,0.028676,0.013312,0.110177,0.062468
1,float,uniform,GPU,"Ns | Ds",384,3,0.018432,0,0.028623,0.01328,0.108111,0.060335
1,float,uniform,GPU,"Ns | Ds",384,4,0.0256,0,0.028103,0.011264,0.114176,0.064967
1,float,uniform,GPU,"Ns | Ds",384,5,0.022528,0,0.028022,0.011264,0.11143,0.061814
1,float,uniform,GPU,"Ns | Ds",384,6,0.019456,0,0.02801,0.012288,0.106636,0.059754
1,float,uniform,GPU,"Ns | Ds",384,7,0.019456,0,0.028086,0.011264,0.106067,0.058806
1,float,uniform,GPU,"Ns | Ds",384,8,0.019456,0,0.027857,0.012288,0.105957,0.059601
1,float,uniform,GPU,"Ns | Ds",384,9,0.018432,0,0.027959,0.012256,0.106447,0.058647
1,float,uniform,GPU,"Ns | Ds",384,10,0.024576,0,0.028163,0.016384,0.11542,0.069123
1,float,uniform,GPU,"Ns | Ds",384,11,0.019456,0,0.028437,0.013312,0.107217,0.061205
1,float,uniform,GPU,"Ns | Ds",384,12,0.018432,0,0.028009,0.012288,0.106089,0.058729
1,float,uniform,GPU,"Ns | Ds",384,13,0.019456,0,0.027988,0.011264,0.106639,0.058708
1,float,uniform,GPU,"Ns | Ds",384,14,0.018432,0,0.027899,0.012288,0.105535,0.058619
1,float,uniform,GPU,"Ns | Ds",384,15,0.018432,0,0.028046,0.012288,0.109665,0.058766
1,float,uniform,GPU,"Ns | Ds",384,16,0.019456,0,0.029431,0.012288,0.223512,0.061175
1,float,uniform,GPU,"Ns | Ds",384,17,0.019456,0,0.027885,0.013312,0.107412,0.060653
1,float,uniform,GPU,"Ns | Ds",384,18,0.019456,0,0.027931,0.012288,0.106128,0.059675
1,float,uniform,GPU,"Ns | Ds",384,19,0.017408,0,0.027804,0.012288,0.105995,0.0575
1,float,uniform,GPU,"Ns | Ds",448,0,0.03072,0,0.03711,0.016384,0.140392,0.084214
1,float,uniform,GPU,"Ns | Ds",448,1,0.022528,0,0.028619,0.013312,0.117376,0.064459
1,float,uniform,GPU,"Ns | Ds",448,2,0.019456,0,0.026042,0.013312,0.107285,0.05881
1,float,uniform,GPU,"Ns | Ds",448,3,0.018432,0,0.025666,0.016384,0.109114,0.060482
1,float,uniform,GPU,"Ns | Ds",448,4,0.018432,0,0.025406,0.011264,0.103748,0.055102
1,float,uniform,GPU,"Ns | Ds",448,5,0.018432,0,0.025802,0.011264,0.104334,0.055498
1,float,uniform,GPU,"Ns | Ds",448,6,0.113696,0,0.025613,0.012288,0.199447,0.151597
1,float,uniform,GPU,"Ns | Ds",448,7,0.018432,0,0.025378,0.011264,0.102635,0.055074
1,float,uniform,GPU,"Ns | Ds",448,8,0.019456,0,0.0253,0.013312,0.103154,0.058068
1,float,uniform,GPU,"Ns | Ds",448,9,0.019456,0,0.025516,0.012288,0.103434,0.05726
1,float,uniform,GPU,"Ns | Ds",448,10,0.019456,0,0.025214,0.011264,0.102689,0.055934
1,float,uniform,GPU,"Ns | Ds",448,11,0.017408,0,0.025238,0.012288,0.102987,0.054934
1,float,uniform,GPU,"Ns | Ds",448,12,0.019456,0,0.025349,0.012288,0.103038,0.057093
1,float,uniform,GPU,"Ns | Ds",448,13,0.018432,0,0.025805,0.012288,0.103941,0.056525
1,float,uniform,GPU,"Ns | Ds",448,14,0.018432,0,0.02571,0.013312,0.103281,0.057454
1,float,uniform,GPU,"Ns | Ds",448,15,0.02048,0,0.026088,0.013312,0.162722,0.05988
1,float,uniform,GPU,"Ns | Ds",448,16,0.019456,0,0.025631,0.011264,0.102858,0.056351
1,float,uniform,GPU,"Ns | Ds",448,17,0.019456,0,0.02569,0.013312,0.105735,0.058458
1,float,uniform,GPU,"Ns | Ds",448,18,0.019456,0,0.025953,0.013312,0.103753,0.058721
1,float,uniform,GPU,"Ns | Ds",448,19,0.017408,0,0.025465,0.012288,0.104311,0.055161
1,float,uniform,GPU,"Ns | Ds",512,0,0.03072,0,0.037547,0.019456,0.143618,0.087723
1,float,uniform,GPU,"Ns | Ds",512,1,0.022528,0,0.02693,0.013312,0.11212,0.06277
1,float,uniform,GPU,"Ns | Ds",512,2,0.019456,0,0.02619,0.012288,0.106819,0.057934
1,float,uniform,GPU,"Ns | Ds",512,3,0.018432,0,0.025073,0.013312,0.105454,0.056817
1,float,uniform,GPU,"Ns | Ds",512,4,0.019456,0,0.025454,0.011264,0.105641,0.056174
1,float,uniform,GPU,"Ns | Ds",512,5,0.018432,0,0.025943,0.012288,0.104029,0.056663
1,float,uniform,GPU,"Ns | Ds",512,6,0.02048,0,0.025631,0.012288,0.23558,0.058399
1,float,uniform,GPU,"Ns | Ds",512,7,0.019456,0,0.025501,0.012288,0.105346,0.057245
1,float,uniform,GPU,"Ns | Ds",512,8,0.017408,0,0.027197,0.013312,0.108586,0.057917
1,float,uniform,GPU,"Ns | Ds",512,9,0.018432,0,0.025538,0.013312,0.104457,0.057282
1,float,uniform,GPU,"Ns | Ds",512,10,0.018432,0,0.025066,0.012288,0.103424,0.055786
1,float,uniform,GPU,"Ns | Ds",512,11,0.019456,0,0.02608,0.012288,0.105451,0.057824
1,float,uniform,GPU,"Ns | Ds",512,12,0.019456,0,0.026459,0.013312,0.105222,0.059227
1,float,uniform,GPU,"Ns | Ds",512,13,0.019456,0,0.025097,0.011264,0.103852,0.055817
1,float,uniform,GPU,"Ns | Ds",512,14,0.019456,0,0.026652,0.013312,0.105745,0.05942
1,float,uniform,GPU,"Ns | Ds",512,15,0.019456,0,0.025651,0.013312,0.10438,0.058419
1,float,uniform,GPU,"Ns | Ds",512,16,0.019456,0,0.025598,0.012288,0.104258,0.057342
1,float,uniform,GPU,"Ns | Ds",512,17,0.02048,0,0.025513,0.02048,0.112472,0.066473
1,float,uniform,GPU,"Ns | Ds",512,18,0.018432,0,0.026163,0.011264,0.104641,0.055859
1,float,uniform,GPU,"Ns | Ds",512,19,0.018432,0,0.025141,0.012288,0.103297,0.055861
