dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,double,uniform,CPU,"Ds | Ds",64,0,0.054176,0,0.074006,0.36864,0.588592,0.496822
1,double,uniform,CPU,"Ds | Ds",192,14,0.026176,0,0.027179,0.013312,0.116268,0.066667
1,double,uniform,CPU,"Ds | Ds",192,15,0.02592,0,0.026603,0.013312,0.120201,0.065835
1,double,uniform,CPU,"Ds | Ds",192,16,0.027744,0,0.02695,0.012288,0.236059,0.066982
1,double,uniform,CPU,"Ds | Ds",192,17,0.025984,0,0.026368,0.012288,0.11571,0.06464
1,double,uniform,CPU,"Ds | Ds",192,18,0.02656,0,0.026574,0.011264,0.115497,0.064398
1,double,uniform,CPU,"Ds | Ds",192,19,0.025888,0,0.026258,0.013312,0.116586,0.065458
1,double,uniform,CPU,"Ds | Ds",256,0,0.037152,0,0.038495,0.018432,0.155107,0.094079
1,double,uniform,CPU,"Ds | Ds",256,1,0.031968,0,0.028693,0.01536,0.127523,0.076021
1,double,uniform,CPU,"Ds | Ds",256,2,0.027936,0,0.026381,0.014336,0.119417,0.068653
1,double,uniform,CPU,"Ds | Ds",256,3,0.027744,0,0.026338,0.014336,0.118221,0.068418
1,double,uniform,CPU,"Ds | Ds",256,4,0.0272,0,0.026433,0.012288,0.117259,0.065921
1,double,uniform,CPU,"Ds | Ds",256,5,0.027648,0,0.025715,0.013312,0.116496,0.066675
1,double,uniform,CPU,"Ds | Ds",256,6,0.027232,0,0.025297,0.012288,0.115159,0.064817
1,double,uniform,CPU,"Ds | Ds",256,7,0.026688,0,0.132117,0.013312,0.226241,0.172117
1,double,uniform,CPU,"Ds | Ds",256,8,0.027552,0,0.026201,0.011264,0.114972,0.065017
1,double,uniform,CPU,"Ds | Ds",256,9,0.026336,0,0.02566,0.012288,0.115335,0.064284
1,double,uniform,CPU,"Ds | Ds",256,10,0.028,0,0.025966,0.011264,0.116681,0.06523
1,double,uniform,CPU,"Ds | Ds",256,11,0.027136,0,0.024963,0.012288,0.114841,0.064387
1,double,uniform,CPU,"Ds | Ds",256,12,0.026144,0,0.025227,0.012288,0.116115,0.063659
1,double,uniform,CPU,"Ds | Ds",256,13,0.025792,0,0.02532,0.012288,0.114872,0.0634
1,double,uniform,CPU,"Ds | Ds",256,14,0.026784,0,0.025829,0.011264,0.116961,0.063877
1,double,uniform,CPU,"Ds | Ds",256,15,0.028,0,0.025654,0.012288,0.116882,0.065942
1,double,uniform,CPU,"Ds | Ds",256,16,0.026656,0,0.026097,0.012288,0.115207,0.065041
1,double,uniform,CPU,"Ds | Ds",256,17,0.02768,0,0.025534,0.017408,0.121603,0.070622
1,double,uniform,CPU,"Ds | Ds",256,18,0.026176,0,0.025206,0.013312,0.116036,0.064694
1,double,uniform,CPU,"Ds | Ds",256,19,0.02704,0,0.025455,0.012288,0.114935,0.064783
1,double,uniform,CPU,"Ds | Ds",320,0,0.036672,0,0.038072,0.019456,0.154831,0.0942
1,double,uniform,CPU,"Ds | Ds",320,1,0.028864,0,0.028813,0.014336,0.124771,0.072013
1,double,uniform,CPU,"Ds | Ds",320,2,0.030016,0,0.028545,0.018432,0.130611,0.076993
1,double,uniform,CPU,"Ds | Ds",320,3,0.02816,0,0.026283,0.012288,0.119488,0.066731
1,double,uniform,CPU,"Ds | Ds",320,4,0.027328,0,0.026308,0.012288,0.117065,0.065924
1,double,uniform,CPU,"Ds | Ds",320,5,0.02672,0,0.026071,0.012288,0.116559,0.065079
1,double,uniform,CPU,"Ds | Ds",320,6,0.028416,0,0.025915,0.012288,0.118068,0.066619
1,double,uniform,CPU,"Ds | Ds",320,7,0.02672,0,0.025752,0.012288,0.117443,0.06476
1,double,uniform,CPU,"Ds | Ds",320,8,0.02736,0,0.025877,0.012288,0.118736,0.065525
1,double,uniform,CPU,"Ds | Ds",320,9,0.026432,0,0.026332,0.013312,0.116726,0.066076
1,double,uniform,CPU,"Ds | Ds",320,10,0.026816,0,0.025776,0.013312,0.115169,0.065904
1,double,uniform,CPU,"Ds | Ds",320,11,0.030528,0,0.026035,0.012288,0.11936,0.068851
1,double,uniform,CPU,"Ds | Ds",320,12,0.027072,0,0.026777,0.012288,0.116846,0.066137
1,double,uniform,CPU,"Ds | Ds",320,13,0.026944,0,0.026532,0.012288,0.116727,0.065764
1,double,uniform,CPU,"Ds | Ds",320,14,0.02752,0,0.026291,0.013312,0.117093,0.067123
1,double,uniform,CPU,"Ds | Ds",320,15,0.026432,0,0.026285,0.012288,0.116097,0.065005
1,double,uniform,CPU,"Ds | Ds",320,16,0.026016,0,0.026365,0.013312,0.115518,0.065693
1,double,uniform,CPU,"Ds | Ds",320,17,0.027712,0,0.026675,0.011264,0.117613,0.065651
1,double,uniform,CPU,"Ds | Ds",320,18,0.028704,0,0.02607,0.013312,0.119078,0.068086
1,double,uniform,CPU,"Ds | Ds",320,19,0.026272,0,0.025804,0.013312,0.117126,0.065388
1,double,uniform,CPU,"Ds | Ds",384,0,0.044704,0,0.046059,0.0256,0.18756,0.116363
1,double,uniform,CPU,"Ds | Ds",384,1,0.030688,0,0.030882,0.017408,0.139078,0.078978
1,double,uniform,CPU,"Ds | Ds",384,2,0.027936,0,0.0288,0.013312,0.121373,0.070048
1,double,uniform,CPU,"Ds | Ds",384,3,0.02816,0,0.02846,0.014336,0.121564,0.070956
1,double,uniform,CPU,"Ds | Ds",384,4,0.027744,0,0.028319,0.014336,0.120658,0.070399
1,double,uniform,CPU,"Ds | Ds",384,5,0.030816,0,0.033324,0.013312,0.126969,0.077452
1,double,uniform,CPU,"Ds | Ds",384,6,0.028032,0,0.027928,0.013312,0.118972,0.069272
1,double,uniform,CPU,"Ds | Ds",384,7,0.026784,0,0.027751,0.012288,0.118477,0.066823
1,double,uniform,CPU,"Ds | Ds",384,8,0.026976,0,0.027836,0.012288,0.118475,0.0671
1,double,uniform,CPU,"Ds | Ds",384,9,0.028832,0,0.027779,0.011264,0.119785,0.067875
1,double,uniform,CPU,"Ds | Ds",384,10,0.029152,0,0.027735,0.012288,0.12017,0.069175
1,double,uniform,CPU,"Ds | Ds",384,11,0.026752,0,0.027975,0.012288,0.121565,0.067015
1,double,uniform,CPU,"Ds | Ds",384,12,0.027392,0,0.027831,0.012288,0.117833,0.067511
1,double,uniform,CPU,"Ds | Ds",384,13,0.028032,0,0.027866,0.013312,0.119102,0.06921
1,double,uniform,CPU,"Ds | Ds",384,14,0.02752,0,0.027885,0.012288,0.118191,0.067693
1,double,uniform,CPU,"Ds | Ds",384,15,0.028352,0,0.028288,0.013312,0.119915,0.069952
1,double,uniform,CPU,"Ds | Ds",384,16,0.027904,0,0.027652,0.013312,0.119563,0.068868
1,double,uniform,CPU,"Ds | Ds",384,17,0.028608,0,0.028672,0.013312,0.124965,0.070592
1,double,uniform,CPU,"Ds | Ds",384,18,0.028544,0,0.028537,0.013312,0.128359,0.070393
1,double,uniform,CPU,"Ds | Ds",384,19,0.027744,0,0.027389,0.013312,0.118813,0.068445
1,double,uniform,CPU,"Ds | Ds",448,0,0.036224,0,0.037417,0.017408,0.152674,0.091049
1,double,uniform,CPU,"Ds | Ds",448,1,0.030208,0,0.027945,0.014336,0.12508,0.072489
1,double,uniform,CPU,"Ds | Ds",448,2,0.028672,0,0.026993,0.014336,0.120571,0.070001
1,double,uniform,CPU,"Ds | Ds",448,3,0.028384,0,0.026705,0.014336,0.122611,0.069425
1,double,uniform,CPU,"Ds | Ds",448,4,0.028992,0,0.026335,0.013312,0.119902,0.068639
1,double,uniform,CPU,"Ds | Ds",448,5,0.027904,0,0.026388,0.011264,0.116838,0.065556
1,double,uniform,CPU,"Ds | Ds",448,6,0.0288,0,0.026151,0.013312,0.118008,0.068263
1,double,uniform,CPU,"Ds | Ds",448,7,0.028224,0,0.026013,0.013312,0.117152,0.067549
1,double,uniform,CPU,"Ds | Ds",448,8,0.028576,0,0.026329,0.013312,0.117572,0.068217
1,double,uniform,CPU,"Ds | Ds",448,9,0.028352,0,0.026428,0.013312,0.117341,0.068092
1,double,uniform,CPU,"Ds | Ds",448,10,0.027904,0,0.026437,0.011264,0.12115,0.065605
1,double,uniform,CPU,"Ds | Ds",448,11,0.028032,0,0.026106,0.012288,0.116856,0.066426
1,double,uniform,CPU,"Ds | Ds",448,12,0.027104,0,0.026598,0.012288,0.116985,0.06599
1,double,uniform,CPU,"Ds | Ds",448,13,0.02688,0,0.026296,0.013312,0.116734,0.066488
1,double,uniform,CPU,"Ds | Ds",448,14,0.027936,0,0.026386,0.013312,0.117909,0.067634
1,double,uniform,CPU,"Ds | Ds",448,15,0.028128,0,0.026264,0.013312,0.118119,0.067704
1,double,uniform,CPU,"Ds | Ds",448,16,0.028864,0,0.032106,0.011264,0.126223,0.072234
1,double,uniform,CPU,"Ds | Ds",448,17,0.027136,0,0.026261,0.012288,0.116971,0.065685
1,double,uniform,CPU,"Ds | Ds",448,18,0.027232,0,0.025998,0.012288,0.117273,0.065518
1,double,uniform,CPU,"Ds | Ds",448,19,0.124832,0,0.026352,0.013312,0.214753,0.164496
1,double,uniform,CPU,"Ds | Ds",512,0,0.036512,0,0.038526,0.018432,0.155666,0.09347
1,double,uniform,CPU,"Ds | Ds",512,1,0.030816,0,0.029183,0.014336,0.129559,0.074335
1,double,uniform,CPU,"Ds | Ds",512,2,0.029888,0,0.027294,0.01536,0.127211,0.072542
1,double,uniform,CPU,"Ds | Ds",512,3,0.0272,0,0.02696,0.013312,0.126308,0.067472
1,double,uniform,CPU,"Ds | Ds",512,4,0.02688,0,0.026326,0.012288,0.117884,0.065494
1,double,uniform,CPU,"Ds | Ds",512,5,0.028512,0,0.025954,0.012288,0.118738,0.066754
1,double,uniform,CPU,"Ds | Ds",512,6,0.028704,0,0.026331,0.012288,0.119091,0.067323
1,double,uniform,CPU,"Ds | Ds",512,7,0.027968,0,0.025774,0.013312,0.116906,0.067054
1,double,uniform,CPU,"Ds | Ds",512,8,0.02784,0,0.026349,0.012288,0.118084,0.066477
1,double,uniform,CPU,"Ds | Ds",512,9,0.031392,0,0.026416,0.013312,0.121534,0.07112
1,double,uniform,CPU,"Ds | Ds",512,10,0.027616,0,0.026054,0.011264,0.117348,0.064934
1,double,uniform,CPU,"Ds | Ds",512,11,0.027712,0,0.025602,0.013312,0.117516,0.066626
1,double,uniform,CPU,"Ds | Ds",512,12,0.0272,0,0.025708,0.012288,0.117153,0.065196
1,double,uniform,CPU,"Ds | Ds",512,13,0.02768,0,0.026119,0.012288,0.118116,0.066087
1,double,uniform,CPU,"Ds | Ds",512,14,0.028288,0,0.026752,0.013312,0.118428,0.068352
1,double,uniform,CPU,"Ds | Ds",512,15,0.028032,0,0.026375,0.011264,0.12218,0.065671
1,double,uniform,CPU,"Ds | Ds",512,16,0.026816,0,0.026516,0.012288,0.117865,0.06562
1,double,uniform,CPU,"Ds | Ds",512,17,0.027168,0,0.025647,0.013312,0.11711,0.066127
1,double,uniform,CPU,"Ds | Ds",512,18,0.027776,0,0.02555,0.013312,0.116501,0.066638
1,double,uniform,CPU,"Ds | Ds",512,19,0.027456,0,0.02633,0.013312,0.117162,0.067098
