dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,float,uniform,GPU,"Ds | Ds",64,0,0.073728,0,0.047658,0.359424,0.565261,0.48081
1,float,uniform,GPU,"Ds | Ds",320,1,0.022528,0,0.025565,0.013312,0.113677,0.061405
1,float,uniform,GPU,"Ds | Ds",320,2,0.02048,0,0.028559,0.013312,0.109482,0.062351
1,float,uniform,GPU,"Ds | Ds",320,3,0.019456,0,0.021785,0.011264,0.099613,0.052505
1,float,uniform,GPU,"Ds | Ds",320,4,0.02048,0,0.021178,0.013312,0.099345,0.05497
1,float,uniform,GPU,"Ds | Ds",320,5,0.017408,0,0.021002,0.012288,0.098163,0.050698
1,float,uniform,GPU,"Ds | Ds",320,6,0.018432,0,0.021553,0.011264,0.097829,0.051249
1,float,uniform,GPU,"Ds | Ds",320,7,0.02048,0,0.020974,0.011264,0.098573,0.052718
1,float,uniform,GPU,"Ds | Ds",320,8,0.018432,0,0.020755,0.013312,0.098719,0.052499
1,float,uniform,GPU,"Ds | Ds",320,9,0.019456,0,0.021282,0.011264,0.09836,0.052002
1,float,uniform,GPU,"Ds | Ds",320,10,0.019456,0,0.021026,0.011264,0.098147,0.051746
1,float,uniform,GPU,"Ds | Ds",320,11,0.017408,0,0.020805,0.012288,0.098264,0.050501
1,float,uniform,GPU,"Ds | Ds",320,12,0.019456,0,0.02137,0.012288,0.097872,0.053114
1,float,uniform,GPU,"Ds | Ds",320,13,0.019456,0,0.021314,0.012288,0.099124,0.053058
1,float,uniform,GPU,"Ds | Ds",320,14,0.019456,0,0.0258,0.013312,0.103821,0.058568
1,float,uniform,GPU,"Ds | Ds",320,15,0.018432,0,0.021963,0.011264,0.099014,0.051659
1,float,uniform,GPU,"Ds | Ds",320,16,0.02048,0,0.021354,0.011264,0.100925,0.053098
1,float,uniform,GPU,"Ds | Ds",320,17,0.019456,0,0.021185,0.013312,0.10745,0.053953
1,float,uniform,GPU,"Ds | Ds",320,18,0.019456,0,0.021337,0.011264,0.098643,0.052057
1,float,uniform,GPU,"Ds | Ds",320,19,0.019456,0,0.021454,0.012288,0.098907,0.053198
1,float,uniform,GPU,"Ds | Ds",384,0,0.041984,0,0.039159,0.027648,0.169078,0.108791
1,float,uniform,GPU,"Ds | Ds",384,1,0.027648,0,0.024119,0.01536,0.117737,0.067127
1,float,uniform,GPU,"Ds | Ds",384,2,0.019456,0,0.022925,0.013312,0.103233,0.055693
1,float,uniform,GPU,"Ds | Ds",384,3,0.018432,0,0.023147,0.011264,0.101953,0.052843
1,float,uniform,GPU,"Ds | Ds",384,4,0.02048,0,0.023474,0.013312,0.102767,0.057266
1,float,uniform,GPU,"Ds | Ds",384,5,0.019456,0,0.023424,0.011264,0.101531,0.054144
1,float,uniform,GPU,"Ds | Ds",384,6,0.019456,0,0.0229,0.01536,0.103683,0.057716
1,float,uniform,GPU,"Ds | Ds",384,7,0.017408,0,0.022986,0.011264,0.099912,0.051658
1,float,uniform,GPU,"Ds | Ds",384,8,0.019456,0,0.02247,0.013312,0.100365,0.055238
1,float,uniform,GPU,"Ds | Ds",384,9,0.018432,0,0.022789,0.012288,0.099989,0.053509
1,float,uniform,GPU,"Ds | Ds",384,10,0.017408,0,0.0225,0.012288,0.098114,0.052196
1,float,uniform,GPU,"Ds | Ds",384,11,0.018432,0,0.022703,0.012288,0.102581,0.053423
1,float,uniform,GPU,"Ds | Ds",384,12,0.019456,0,0.022683,0.011264,0.100621,0.053403
1,float,uniform,GPU,"Ds | Ds",384,13,0.018432,0,0.022295,0.012288,0.100485,0.053015
1,float,uniform,GPU,"Ds | Ds",384,14,0.018432,0,0.023015,0.012288,0.100106,0.053735
1,float,uniform,GPU,"Ds | Ds",384,15,0.019456,0,0.022502,0.011264,0.1001,0.053222
1,float,uniform,GPU,"Ds | Ds",384,16,0.019456,0,0.025951,0.011264,0.103423,0.056671
1,float,uniform,GPU,"Ds | Ds",384,17,0.018432,0,0.022771,0.013312,0.099932,0.054515
1,float,uniform,GPU,"Ds | Ds",384,18,0.018432,0,0.022916,0.011264,0.099697,0.052612
1,float,uniform,GPU,"Ds | Ds",384,19,0.019456,0,0.022196,0.012288,0.099319,0.05394
1,float,uniform,GPU,"Ds | Ds",448,0,0.03072,0,0.03103,0.016384,0.133138,0.078134
1,float,uniform,GPU,"Ds | Ds",448,1,0.021504,0,0.022714,0.013312,0.107727,0.05753
1,float,uniform,GPU,"Ds | Ds",448,2,0.02048,0,0.02169,0.011264,0.101192,0.053434
1,float,uniform,GPU,"Ds | Ds",448,3,0.017408,0,0.0241,0.011264,0.103335,0.052772
1,float,uniform,GPU,"Ds | Ds",448,4,0.018432,0,0.036696,0.011264,0.113062,0.066392
1,float,uniform,GPU,"Ds | Ds",448,5,0.018432,0,0.021211,0.012288,0.098788,0.051931
1,float,uniform,GPU,"Ds | Ds",448,6,0.019456,0,0.020702,0.011264,0.097146,0.051422
1,float,uniform,GPU,"Ds | Ds",448,7,0.018432,0,0.02093,0.011264,0.096949,0.050626
1,float,uniform,GPU,"Ds | Ds",448,8,0.019456,0,0.021201,0.012288,0.098529,0.052945
1,float,uniform,GPU,"Ds | Ds",448,9,0.017408,0,0.020846,0.011264,0.096449,0.049518
1,float,uniform,GPU,"Ds | Ds",448,10,0.018432,0,0.021103,0.012288,0.097496,0.051823
1,float,uniform,GPU,"Ds | Ds",448,11,0.019456,0,0.020918,0.011264,0.097152,0.051638
1,float,uniform,GPU,"Ds | Ds",448,12,0.018432,0,0.020995,0.011264,0.097388,0.050691
1,float,uniform,GPU,"Ds | Ds",448,13,0.019456,0,0.021073,0.013312,0.098055,0.053841
1,float,uniform,GPU,"Ds | Ds",448,14,0.019456,0,0.020853,0.011264,0.096992,0.051573
1,float,uniform,GPU,"Ds | Ds",448,15,0.018432,0,0.020763,0.011264,0.097408,0.050459
1,float,uniform,GPU,"Ds | Ds",448,16,0.017408,0,0.02115,0.012288,0.096993,0.050846
1,float,uniform,GPU,"Ds | Ds",448,17,0.018432,0,0.020724,0.011264,0.096092,0.05042
1,float,uniform,GPU,"Ds | Ds",448,18,0.018432,0,0.020789,0.011264,0.09724,0.050485
1,float,uniform,GPU,"Ds | Ds",448,19,0.017408,0,0.021452,0.012288,0.097563,0.051148
1,float,uniform,GPU,"Ds | Ds",512,0,0.029696,0,0.030901,0.019456,0.132611,0.080053
1,float,uniform,GPU,"Ds | Ds",512,1,0.028672,0,0.026196,0.016384,0.127063,0.071252
1,float,uniform,GPU,"Ds | Ds",512,2,0.024576,0,0.024356,0.01536,0.116825,0.064292
1,float,uniform,GPU,"Ds | Ds",512,3,0.022528,0,0.023204,0.01536,0.111064,0.061092
1,float,uniform,GPU,"Ds | Ds",512,4,0.023552,0,0.023789,0.014336,0.111688,0.061677
1,float,uniform,GPU,"Ds | Ds",512,5,0.022528,0,0.022562,0.014336,0.108067,0.059426
1,float,uniform,GPU,"Ds | Ds",512,6,0.021504,0,0.023027,0.013312,0.1091,0.057843
1,float,uniform,GPU,"Ds | Ds",512,7,0.021504,0,0.022609,0.013312,0.106868,0.057425
1,float,uniform,GPU,"Ds | Ds",512,8,0.021504,0,0.022598,0.013312,0.105607,0.057414
1,float,uniform,GPU,"Ds | Ds",512,9,0.021504,0,0.022813,0.014336,0.106057,0.058653
1,float,uniform,GPU,"Ds | Ds",512,10,0.021504,0,0.02227,0.013312,0.104456,0.057086
1,float,uniform,GPU,"Ds | Ds",512,11,0.021504,0,0.022411,0.013312,0.105491,0.057227
1,float,uniform,GPU,"Ds | Ds",512,12,0.02048,0,0.022083,0.012288,0.103162,0.054851
1,float,uniform,GPU,"Ds | Ds",512,13,0.02048,0,0.021757,0.011264,0.103588,0.053501
1,float,uniform,GPU,"Ds | Ds",512,14,0.022528,0,0.021951,0.012288,0.104092,0.056767
1,float,uniform,GPU,"Ds | Ds",512,15,0.02048,0,0.0216,0.013312,0.102713,0.055392
1,float,uniform,GPU,"Ds | Ds",512,16,0.02048,0,0.021538,0.013312,0.101943,0.05533
1,float,uniform,GPU,"Ds | Ds",512,17,0.02048,0,0.021622,0.013312,0.10098,0.055414
1,float,uniform,GPU,"Ds | Ds",512,18,0.02048,0,0.022336,0.013312,0.102352,0.056128
1,float,uniform,GPU,"Ds | Ds",512,19,0.02048,0,0.021866,0.012288,0.102892,0.054634
