dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,0,1.07357,0.004406,0.064673,0.332128,1.8046,1.47477
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,16,1.13536,0.004118,0.044344,0.057088,1.36445,1.24091
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,17,0.990656,0.004066,0.043895,0.05648,1.21823,1.0951
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,18,1.00566,0.004023,0.044043,0.056864,1.2327,1.11059
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",64,19,0.989472,0.00386,0.043832,0.056896,1.2165,1.09406
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,0,6.81542,0.004348,0.375263,0.250784,7.79872,7.44582
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,1,6.98419,0.004276,0.360712,0.247968,7.93325,7.59715
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,2,8.29389,0.005361,0.388762,0.2744,9.33704,8.96241
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,3,6.95024,0.004366,0.36123,0.24912,7.90018,7.56496
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,4,7.01181,0.004401,0.359924,0.247936,7.96334,7.62407
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,5,6.9249,0.004385,0.361014,0.245952,7.87193,7.53625
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,6,6.90867,0.00439,0.361019,0.250048,7.86293,7.52413
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,7,6.90144,0.00444,0.359401,0.253344,7.86583,7.51862
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,8,6.90605,0.00437,0.364967,0.252928,7.97951,7.52831
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,9,7.04598,0.004685,0.361054,0.247648,7.99698,7.65937
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,10,6.95741,0.004256,0.364298,0.253408,7.91455,7.57937
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,11,7.02355,0.004364,0.360969,0.25136,7.97837,7.64024
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,12,6.94093,0.004582,0.360565,0.252096,7.90175,7.55817
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,13,6.9696,0.004422,0.362694,0.252992,7.9329,7.58971
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,14,6.91632,0.004423,0.363241,0.252128,7.91429,7.53611
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,15,6.99651,0.004437,0.365347,0.249952,7.95835,7.61625
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,16,6.92285,0.004435,0.358012,0.246784,7.87407,7.53208
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,17,7.03216,0.004467,0.361368,0.25088,7.98434,7.64888
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,18,6.94192,0.004473,0.360784,0.251136,7.89914,7.55831
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",128,19,6.95354,0.004461,0.363168,0.249632,7.90724,7.5708
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,0,24.03,0.004306,1.17999,0.532896,26.6133,25.7471
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,1,23.7477,0.004316,1.15889,0.526016,26.3011,25.4369
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,2,23.8135,0.004854,1.15772,0.52704,26.3732,25.5031
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,3,23.818,0.004614,1.15778,0.530464,26.3668,25.5108
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,4,24.0054,0.004818,1.16041,0.537984,26.5777,25.7086
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,5,23.8055,0.004823,1.15825,0.527424,26.3453,25.496
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,6,23.8775,0.0047,1.16104,0.535456,26.4404,25.5787
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,7,24.0143,0.004608,1.1596,0.530944,26.5708,25.7095
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,8,23.926,0.004691,1.1791,0.530336,26.5149,25.6401
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,9,23.7842,0.004339,1.1588,0.5368,26.3509,25.4842
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,10,24.0534,0.004547,1.17325,0.533984,26.6214,25.7652
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,11,23.8989,0.00474,1.15759,0.531744,26.4468,25.593
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,12,24.9379,0.004925,1.15669,0.531872,27.5078,26.6314
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,13,23.9721,0.00597,1.18403,0.55664,26.5999,25.7187
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,14,24.3698,0.004832,1.15847,0.527616,26.9117,26.0607
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,15,24.2544,0.004462,1.16141,0.533344,26.8062,25.9536
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,16,23.8124,0.004733,1.15922,0.532192,26.366,25.5085
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,17,23.9054,0.004272,1.1609,0.529664,26.4586,25.6002
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,18,23.4488,0.004744,1.15783,0.53376,26.0051,25.1452
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",192,19,24.1406,0.004788,1.16143,0.537024,26.7101,25.8439
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",256,0,56.5131,0.003317,2.77777,1.14403,62.3788,60.4382
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",256,1,56.062,0.003323,2.7511,1.13744,61.8839,59.9538
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",256,2,56.2509,0.00331,2.75197,1.14438,62.0718,60.1506
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",256,3,55.8887,0.003282,2.75539,1.13805,61.7082,59.7854
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",256,4,55.8081,0.003317,2.75281,1.14669,61.6306,59.7109
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",256,5,55.6443,0.003271,2.75225,1.14256,61.467,59.5424
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",256,6,55.4518,0.003591,2.74602,1.13814,61.2501,59.3395
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",256,7,56.325,0.003322,2.74856,1.13914,62.1391,60.216
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",256,8,55.9187,0.003303,2.75461,1.14627,61.7426,59.8229
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",256,9,56.1227,0.003305,2.74501,1.14106,61.9286,60.012
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",256,10,55.6738,0.003451,2.74776,1.13434,61.4749,59.5594
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",256,11,56.426,0.003262,2.74903,1.14192,62.2462,60.3203
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",256,12,55.5584,0.004145,2.76684,1.16739,61.4154,59.4967
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",256,13,56.2579,0.003347,2.74955,1.13885,62.0712,60.1497
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",256,14,56.4032,0.003239,2.74658,1.14298,62.2043,60.296
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",256,15,55.7704,0.003458,2.75576,1.15782,61.6106,59.6875
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",256,16,55.5998,0.003461,2.7497,1.14176,61.4039,59.4947
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",256,17,55.6268,0.003296,2.74059,1.14704,61.4402,59.5178
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",256,18,55.5933,0.003406,2.74633,1.13366,61.3893,59.4767
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",256,19,56.489,0.003352,2.76283,1.14531,62.3194,60.4005
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",320,0,107.708,0.003258,5.53012,2.1519,119.158,115.393
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",320,1,107.881,0.003646,5.51864,2.15763,119.329,115.561
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",320,2,107.481,0.003287,5.52051,2.14771,118.942,115.153
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",320,3,108.674,0.003388,5.52249,2.15018,120.119,116.35
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",320,4,107.942,0.003325,5.52836,2.18912,119.441,115.663
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",320,5,106.446,0.003357,5.52096,2.15037,117.904,114.12
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",320,6,106.995,0.003346,5.51682,2.14861,118.437,114.663
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",320,7,109.232,0.003391,5.52002,2.15632,120.7,116.912
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",320,8,107.288,0.003353,5.52519,2.17485,118.765,114.992
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",320,9,107.668,0.003365,5.52347,2.15094,119.131,115.346
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",320,10,108.907,0.003345,5.52475,2.15587,120.385,116.59
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",320,11,106.265,0.003265,5.53351,2.16458,117.733,113.967
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",320,12,107.554,0.003531,5.52716,2.15731,119.015,115.242
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",320,13,107.469,0.003637,5.52211,2.15264,118.926,115.148
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",320,14,108.999,0.003285,5.52799,2.14605,120.433,116.676
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",320,15,107.409,0.003413,5.52967,2.1617,118.873,115.104
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",320,16,107.311,0.003635,5.52525,2.15546,118.793,114.995
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",320,17,107.382,0.003219,5.53277,2.16752,118.903,115.086
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",320,18,106.661,0.003198,5.52976,2.14275,118.124,114.336
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",320,19,108.467,0.003138,5.52088,2.15875,119.928,116.15
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",384,0,228.629,0.003456,9.45463,4.01293,248.479,242.1
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",384,1,230.58,0.003186,9.43859,3.99059,250.387,244.012
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",384,2,232.169,0.003243,9.44009,3.98643,251.993,245.598
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",384,3,229.225,0.003181,9.43628,3.99075,249.031,242.655
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",384,4,230.315,0.00336,9.43452,3.97469,250.149,243.728
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",384,5,229.726,0.003159,9.44328,3.97165,249.529,243.144
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",384,6,231.496,0.003228,9.44066,3.99734,251.308,244.937
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",384,7,229.884,0.003261,9.4411,3.97677,249.675,243.306
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",384,8,228.405,0.003571,9.44226,3.99267,248.217,241.843
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",384,9,230.023,0.003548,9.44102,3.99011,249.851,243.458
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",384,10,229.568,0.003271,9.43743,3.96362,249.329,242.972
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",384,11,228.542,0.003315,9.43773,4.00198,248.37,241.985
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",384,12,229.508,0.003535,9.45227,3.97286,249.335,242.936
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",384,13,231.572,0.003291,9.43696,3.97277,251.371,244.985
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",384,14,227.915,0.003234,9.44313,3.9705,247.688,241.332
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",384,15,230.053,0.003545,9.44051,3.98394,249.853,243.481
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",384,16,230.982,0.00336,9.44173,3.98378,250.781,244.41
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",384,17,230.061,0.003247,9.44418,3.98992,249.861,243.499
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",384,18,230.979,0.003316,9.44214,3.97658,250.761,244.401
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",384,19,227.623,0.003275,9.44239,3.95894,247.406,241.028
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",448,0,296.934,0.003184,16.0896,6.20995,329.605,319.237
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",448,1,295.109,0.003584,16.0797,6.17773,327.643,317.37
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",448,2,294.886,0.00331,16.0656,6.18483,327.445,317.14
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",448,3,291.491,0.003204,16.0794,6.18973,324.049,313.763
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",448,4,298.238,0.003255,16.0713,6.18301,330.747,320.496
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",448,5,294.777,0.00327,16.0817,6.19536,327.413,317.057
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",448,6,291.857,0.00321,16.0882,6.164,324.426,314.113
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",448,7,295.104,0.003565,16.0804,6.18746,327.671,317.375
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",448,8,297.263,0.003172,16.0735,6.15846,329.818,319.498
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",448,9,296.105,0.003178,16.079,6.18448,328.711,318.372
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",448,10,296.436,0.003245,16.0669,6.20285,329.033,318.708
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",448,11,293.163,0.003306,16.0776,6.19824,325.734,315.442
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",448,12,293.104,0.003209,16.0835,6.1608,325.647,315.352
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",448,13,295.334,0.003372,16.0655,6.18208,327.917,317.585
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",448,14,297.121,0.00325,16.0691,6.1937,329.709,319.387
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",448,15,296.057,0.003515,16.0695,6.16214,328.61,318.293
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",448,16,293.295,0.003204,16.0783,6.1848,325.92,315.561
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",448,17,294.714,0.003234,16.079,6.20147,327.268,316.997
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",448,18,291.662,0.003299,16.0838,6.16989,324.191,313.919
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",448,19,297.781,0.003254,16.0842,6.19088,330.366,320.059
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",512,0,436.533,0.003338,26.1962,11.3671,493.46,474.099
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",512,1,441.868,0.003227,26.5409,11.8881,499.541,480.3
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",512,2,438.636,0.003314,26.1812,11.9078,496.142,476.729
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",512,3,439.763,0.003351,26.6153,11.9197,497.615,478.302
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",512,4,438.074,0.00325,26.4604,11.4674,495.255,476.005
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",512,5,443.506,0.003206,26.3812,11.2679,500.58,481.158
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",512,6,438.144,0.003267,26.1742,11.974,495.632,476.295
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",512,7,440.751,0.003405,26.3579,12.0277,498.529,479.14
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",512,8,440.677,0.003368,26.421,11.8771,498.237,478.979
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",512,9,444.981,0.006942,26.4478,11.9532,502.809,483.389
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",512,10,440.08,0.003265,26.6146,11.3836,497.35,478.082
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",512,11,446.403,0.003272,26.2605,11.2929,502.867,483.96
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",512,12,435.708,0.003291,26.4525,11.8025,493.255,473.967
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",512,13,436.763,0.00319,26.3138,11.8904,494.36,474.97
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",512,14,438.88,0.003371,26.335,11.3314,495.789,476.55
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",512,15,438.624,0.003443,26.3578,11.9236,496.189,476.909
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",512,16,443.978,0.003249,26.3929,11.8465,501.562,482.22
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",512,17,440.9,0.003566,26.1198,11.3979,497.768,478.421
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",512,18,435.813,0.003295,26.2879,12.0071,493.322,474.111
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",512,19,441.451,0.003473,25.899,11.9844,498.619,479.337
