dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,float,uniform,GPU,"D | N",64,0,0.073728,0,0.049591,0.349184,0.559414,0.472503
1,float,uniform,GPU,"D | N",128,14,0.018432,0,0.022476,0.012288,0.099938,0.053196
1,float,uniform,GPU,"D | N",128,15,0.022528,0,0.022183,0.012288,0.103355,0.056999
1,float,uniform,GPU,"D | N",128,16,0.018432,0,0.022406,0.011264,0.099778,0.052102
1,float,uniform,GPU,"D | N",128,17,0.018432,0,0.022602,0.011264,0.100003,0.052298
1,float,uniform,GPU,"D | N",128,18,0.019456,0,0.023339,0.011264,0.106753,0.054059
1,float,uniform,GPU,"D | N",128,19,0.019456,0,0.022966,0.013312,0.101036,0.055734
1,float,uniform,GPU,"D | N",192,0,0.032768,0,0.034744,0.017408,0.140529,0.08492
1,float,uniform,GPU,"D | N",192,1,0.022528,0,0.026712,0.012288,0.114104,0.061528
1,float,uniform,GPU,"D | N",192,2,0.019456,0,0.024777,0.012288,0.104629,0.056521
1,float,uniform,GPU,"D | N",192,3,0.019456,0,0.024593,0.011264,0.10348,0.055313
1,float,uniform,GPU,"D | N",192,4,0.02048,0,0.024024,0.011264,0.103291,0.055768
1,float,uniform,GPU,"D | N",192,5,0.018432,0,0.023601,0.012288,0.105047,0.054321
1,float,uniform,GPU,"D | N",192,6,0.02048,0,0.023347,0.012288,0.108905,0.056115
1,float,uniform,GPU,"D | N",192,7,0.018432,0,0.023401,0.012288,0.101245,0.054121
1,float,uniform,GPU,"D | N",192,8,0.017408,0,0.023541,0.012288,0.100782,0.053237
1,float,uniform,GPU,"D | N",192,9,0.021504,0,0.023593,0.011264,0.10393,0.056361
1,float,uniform,GPU,"D | N",192,10,0.0256,0,0.023604,0.011264,0.108414,0.060468
1,float,uniform,GPU,"D | N",192,11,0.017408,0,0.023337,0.011264,0.100288,0.052009
1,float,uniform,GPU,"D | N",192,12,0.017408,0,0.023382,0.012288,0.10078,0.053078
1,float,uniform,GPU,"D | N",192,13,0.017408,0,0.023747,0.011264,0.100281,0.052419
1,float,uniform,GPU,"D | N",192,14,0.017408,0,0.023808,0.012288,0.10147,0.053504
1,float,uniform,GPU,"D | N",192,15,0.019456,0,0.023774,0.012288,0.101439,0.055518
1,float,uniform,GPU,"D | N",192,16,0.018432,0,0.023796,0.011264,0.100415,0.053492
1,float,uniform,GPU,"D | N",192,17,0.019456,0,0.023348,0.011264,0.102107,0.054068
1,float,uniform,GPU,"D | N",192,18,0.018432,0,0.024199,0.016384,0.106047,0.059015
1,float,uniform,GPU,"D | N",192,19,0.018432,0,0.023292,0.012288,0.101669,0.054012
1,float,uniform,GPU,"D | N",256,0,0.029696,0,0.031603,0.017408,0.133322,0.078707
1,float,uniform,GPU,"D | N",256,1,0.022528,0,0.023971,0.013312,0.108921,0.059811
1,float,uniform,GPU,"D | N",256,2,0.019456,0,0.02276,0.013312,0.110701,0.055528
1,float,uniform,GPU,"D | N",256,3,0.018432,0,0.022984,0.011264,0.100501,0.05268
1,float,uniform,GPU,"D | N",256,4,0.019456,0,0.023076,0.011264,0.102196,0.053796
1,float,uniform,GPU,"D | N",256,5,0.024576,0,0.022602,0.013312,0.107152,0.06049
1,float,uniform,GPU,"D | N",256,6,0.019456,0,0.022209,0.012288,0.100167,0.053953
1,float,uniform,GPU,"D | N",256,7,0.018432,0,0.022386,0.012288,0.1024,0.053106
1,float,uniform,GPU,"D | N",256,8,0.0768,0,0.02281,0.012288,0.158711,0.111898
1,float,uniform,GPU,"D | N",256,9,0.019456,0,0.022822,0.011264,0.100748,0.053542
1,float,uniform,GPU,"D | N",256,10,0.018432,0,0.022523,0.012288,0.10091,0.053243
1,float,uniform,GPU,"D | N",256,11,0.019456,0,0.027932,0.012288,0.107372,0.059676
1,float,uniform,GPU,"D | N",256,12,0.018432,0,0.02225,0.012288,0.099577,0.05297
1,float,uniform,GPU,"D | N",256,13,0.018432,0,0.022609,0.012288,0.099949,0.053329
1,float,uniform,GPU,"D | N",256,14,0.018432,0,0.022861,0.012288,0.10929,0.053581
1,float,uniform,GPU,"D | N",256,15,0.018432,0,0.022551,0.011264,0.099854,0.052247
1,float,uniform,GPU,"D | N",256,16,0.019456,0,0.022602,0.012288,0.100803,0.054346
1,float,uniform,GPU,"D | N",256,17,0.019456,0,0.023108,0.013312,0.100874,0.055876
1,float,uniform,GPU,"D | N",256,18,0.017408,0,0.022634,0.012288,0.099852,0.05233
1,float,uniform,GPU,"D | N",256,19,0.02048,0,0.024233,0.012288,0.103354,0.057001
1,float,uniform,GPU,"D | N",320,0,0.03072,0,0.031324,0.024576,0.139538,0.08662
1,float,uniform,GPU,"D | N",320,1,0.021504,0,0.023535,0.012288,0.107523,0.057327
1,float,uniform,GPU,"D | N",320,2,0.019456,0,0.022407,0.012288,0.101242,0.054151
1,float,uniform,GPU,"D | N",320,3,0.017408,0,0.022473,0.012288,0.100871,0.052169
1,float,uniform,GPU,"D | N",320,4,0.026624,0,0.021542,0.011264,0.105686,0.05943
1,float,uniform,GPU,"D | N",320,5,0.018432,0,0.021447,0.013312,0.100785,0.053191
1,float,uniform,GPU,"D | N",320,6,0.019456,0,0.022153,0.012288,0.099871,0.053897
1,float,uniform,GPU,"D | N",320,7,0.019456,0,0.028371,0.012288,0.107697,0.060115
1,float,uniform,GPU,"D | N",320,8,0.018432,0,0.021244,0.012288,0.099888,0.051964
1,float,uniform,GPU,"D | N",320,9,0.019456,0,0.022206,0.012288,0.099689,0.05395
1,float,uniform,GPU,"D | N",320,10,0.019456,0,0.021275,0.011264,0.099019,0.051995
1,float,uniform,GPU,"D | N",320,11,0.018432,0,0.021653,0.012288,0.099968,0.052373
1,float,uniform,GPU,"D | N",320,12,0.017408,0,0.021558,0.011264,0.098458,0.05023
1,float,uniform,GPU,"D | N",320,13,0.019456,0,0.021534,0.012288,0.100442,0.053278
1,float,uniform,GPU,"D | N",320,14,0.018432,0,0.021407,0.011264,0.100029,0.051103
1,float,uniform,GPU,"D | N",320,15,0.017408,0,0.021621,0.011264,0.099429,0.050293
1,float,uniform,GPU,"D | N",320,16,0.02048,0,0.021513,0.06144,0.151484,0.103433
1,float,uniform,GPU,"D | N",320,17,0.018432,0,0.021496,0.013312,0.099757,0.05324
1,float,uniform,GPU,"D | N",320,18,0.018432,0,0.021631,0.012288,0.099323,0.052351
1,float,uniform,GPU,"D | N",320,19,0.02048,0,0.021326,0.011264,0.106497,0.05307
1,float,uniform,GPU,"D | N",384,0,0.033792,0,0.042376,0.023552,0.157392,0.09972
1,float,uniform,GPU,"D | N",384,1,0.022528,0,0.025801,0.017408,0.114326,0.065737
1,float,uniform,GPU,"D | N",384,2,0.02048,0,0.024325,0.014336,0.104802,0.059141
1,float,uniform,GPU,"D | N",384,3,0.019456,0,0.024965,0.012288,0.103213,0.056709
1,float,uniform,GPU,"D | N",384,4,0.02048,0,0.024482,0.012288,0.103074,0.05725
1,float,uniform,GPU,"D | N",384,5,0.018432,0,0.024783,0.011264,0.102649,0.054479
1,float,uniform,GPU,"D | N",384,6,0.019456,0,0.02399,0.016384,0.111712,0.05983
1,float,uniform,GPU,"D | N",384,7,0.019456,0,0.024728,0.012288,0.10229,0.056472
1,float,uniform,GPU,"D | N",384,8,0.019456,0,0.024017,0.011264,0.102185,0.054737
1,float,uniform,GPU,"D | N",384,9,0.019456,0,0.024642,0.013312,0.102447,0.05741
1,float,uniform,GPU,"D | N",384,10,0.017408,0,0.024582,0.011264,0.101289,0.053254
1,float,uniform,GPU,"D | N",384,11,0.018432,0,0.026913,0.011264,0.10358,0.056609
1,float,uniform,GPU,"D | N",384,12,0.019456,0,0.024328,0.011264,0.101898,0.055048
1,float,uniform,GPU,"D | N",384,13,0.017408,0,0.024042,0.012288,0.101955,0.053738
1,float,uniform,GPU,"D | N",384,14,0.018432,0,0.024356,0.011264,0.101245,0.054052
1,float,uniform,GPU,"D | N",384,15,0.018432,0,0.023967,0.012288,0.103092,0.054687
1,float,uniform,GPU,"D | N",384,16,0.019456,0,0.025083,0.016384,0.107115,0.060923
1,float,uniform,GPU,"D | N",384,17,0.019456,0,0.024518,0.013312,0.102315,0.057286
1,float,uniform,GPU,"D | N",384,18,0.019456,0,0.024215,0.012288,0.101821,0.055959
1,float,uniform,GPU,"D | N",384,19,0.019456,0,0.023883,0.011264,0.108317,0.054603
1,float,uniform,GPU,"D | N",448,0,0.03072,0,0.031357,0.017408,0.135022,0.079485
1,float,uniform,GPU,"D | N",448,1,0.019456,0,0.023124,0.014336,0.106959,0.056916
1,float,uniform,GPU,"D | N",448,2,0.02048,0,0.022669,0.013312,0.104458,0.056461
1,float,uniform,GPU,"D | N",448,3,0.019456,0,0.023403,0.013312,0.102639,0.056171
1,float,uniform,GPU,"D | N",448,4,0.018432,0,0.037273,0.012288,0.114793,0.067993
1,float,uniform,GPU,"D | N",448,5,0.019456,0,0.022962,0.011264,0.101323,0.053682
1,float,uniform,GPU,"D | N",448,6,0.017408,0,0.02227,0.011264,0.099594,0.050942
1,float,uniform,GPU,"D | N",448,7,0.018432,0,0.022191,0.011264,0.099171,0.051887
1,float,uniform,GPU,"D | N",448,8,0.019456,0,0.02223,0.013312,0.099541,0.054998
1,float,uniform,GPU,"D | N",448,9,0.018432,0,0.022314,0.011296,0.099833,0.052042
1,float,uniform,GPU,"D | N",448,10,0.018432,0,0.022077,0.012288,0.098806,0.052797
1,float,uniform,GPU,"D | N",448,11,0.019456,0,0.022108,0.011264,0.099785,0.052828
1,float,uniform,GPU,"D | N",448,12,0.018432,0,0.022793,0.012288,0.099761,0.053513
1,float,uniform,GPU,"D | N",448,13,0.019456,0,0.022383,0.012288,0.101169,0.054127
1,float,uniform,GPU,"D | N",448,14,0.018432,0,0.022229,0.011264,0.100415,0.051925
1,float,uniform,GPU,"D | N",448,15,0.019456,0,0.02247,0.012288,0.100721,0.054214
1,float,uniform,GPU,"D | N",448,16,0.018432,0,0.022038,0.012288,0.100528,0.052758
1,float,uniform,GPU,"D | N",448,17,0.0256,0,0.022201,0.011264,0.106874,0.059065
1,float,uniform,GPU,"D | N",448,18,0.018432,0,0.022412,0.013312,0.099837,0.054156
1,float,uniform,GPU,"D | N",448,19,0.018432,0,0.021829,0.011264,0.098962,0.051525
1,float,uniform,GPU,"D | N",512,0,0.029696,0,0.03232,0.016384,0.134219,0.0784
1,float,uniform,GPU,"D | N",512,1,0.02048,0,0.024931,0.013312,0.108712,0.058723
1,float,uniform,GPU,"D | N",512,2,0.018432,0,0.023273,0.012288,0.102181,0.053993
1,float,uniform,GPU,"D | N",512,3,0.019456,0,0.022377,0.011264,0.101118,0.053097
1,float,uniform,GPU,"D | N",512,4,0.019456,0,0.022835,0.013312,0.101782,0.055603
1,float,uniform,GPU,"D | N",512,5,0.018432,0,0.022442,0.011264,0.100498,0.052138
1,float,uniform,GPU,"D | N",512,6,0.018432,0,0.022473,0.011264,0.101586,0.052169
1,float,uniform,GPU,"D | N",512,7,0.019456,0,0.022522,0.013312,0.100634,0.05529
1,float,uniform,GPU,"D | N",512,8,0.018432,0,0.022337,0.013312,0.100809,0.054081
1,float,uniform,GPU,"D | N",512,9,0.018432,0,0.02239,0.012288,0.100075,0.05311
1,float,uniform,GPU,"D | N",512,10,0.019456,0,0.0234,0.012288,0.185001,0.055144
1,float,uniform,GPU,"D | N",512,11,0.017408,0,0.022411,0.011264,0.099387,0.051083
1,float,uniform,GPU,"D | N",512,12,0.018432,0,0.022503,0.012288,0.099596,0.053223
1,float,uniform,GPU,"D | N",512,13,0.017408,0,0.022468,0.013312,0.104909,0.053188
1,float,uniform,GPU,"D | N",512,14,0.017408,0,0.022596,0.013312,0.100146,0.053316
1,float,uniform,GPU,"D | N",512,15,0.018432,0,0.02279,0.011264,0.101476,0.052486
1,float,uniform,GPU,"D | N",512,16,0.019456,0,0.02252,0.013312,0.100782,0.055288
1,float,uniform,GPU,"D | N",512,17,0.017408,0,0.022377,0.011264,0.099698,0.051049
1,float,uniform,GPU,"D | N",512,18,0.018432,0,0.022554,0.011264,0.100394,0.05225
1,float,uniform,GPU,"D | N",512,19,0.019456,0,0.025206,0.013312,0.107514,0.057974
