dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,double,uniform,GPU,"Ns | Ds",64,0,0.0768,0,0.052487,0.376832,0.593835,0.506119
1,double,uniform,GPU,"Ns | Ds",448,1,0.02048,0,0.026981,0.013312,0.10876,0.060773
1,double,uniform,GPU,"Ns | Ds",448,2,0.019456,0,0.025319,0.017408,0.10981,0.062183
1,double,uniform,GPU,"Ns | Ds",448,3,0.018432,0,0.026179,0.013312,0.103673,0.057923
1,double,uniform,GPU,"Ns | Ds",448,4,0.018432,0,0.02535,0.012288,0.101852,0.05607
1,double,uniform,GPU,"Ns | Ds",448,5,0.019456,0,0.026101,0.012288,0.103141,0.057845
1,double,uniform,GPU,"Ns | Ds",448,6,0.017408,0,0.025156,0.012288,0.101523,0.054852
1,double,uniform,GPU,"Ns | Ds",448,7,0.019456,0,0.026234,0.012288,0.102244,0.057978
1,double,uniform,GPU,"Ns | Ds",448,8,0.018432,0,0.025418,0.012288,0.103475,0.056138
1,double,uniform,GPU,"Ns | Ds",448,9,0.019456,0,0.026017,0.011264,0.102163,0.056737
1,double,uniform,GPU,"Ns | Ds",448,10,0.018432,0,0.026077,0.012288,0.103213,0.056797
1,double,uniform,GPU,"Ns | Ds",448,11,0.018432,0,0.025659,0.01024,0.101357,0.054331
1,double,uniform,GPU,"Ns | Ds",448,12,0.018432,0,0.025199,0.012288,0.102413,0.055919
1,double,uniform,GPU,"Ns | Ds",448,13,0.018432,0,0.025149,0.011264,0.10221,0.054845
1,double,uniform,GPU,"Ns | Ds",448,14,0.018432,0,0.02674,0.011264,0.102804,0.056436
1,double,uniform,GPU,"Ns | Ds",448,15,0.018432,0,0.025375,0.011264,0.101749,0.055071
1,double,uniform,GPU,"Ns | Ds",448,16,0.018432,0,0.025762,0.012288,0.102173,0.056482
1,double,uniform,GPU,"Ns | Ds",448,17,0.019456,0,0.02553,0.012288,0.102539,0.057274
1,double,uniform,GPU,"Ns | Ds",448,18,0.019456,0,0.025881,0.011264,0.102628,0.056601
1,double,uniform,GPU,"Ns | Ds",448,19,0.018432,0,0.025457,0.011264,0.101347,0.055153
1,double,uniform,GPU,"Ns | Ds",512,0,0.03072,0,0.035511,0.018432,0.140056,0.084663
1,double,uniform,GPU,"Ns | Ds",512,1,0.02048,0,0.026239,0.013312,0.108217,0.060031
1,double,uniform,GPU,"Ns | Ds",512,2,0.0256,0,0.025577,0.013312,0.11074,0.064489
1,double,uniform,GPU,"Ns | Ds",512,3,0.018432,0,0.025309,0.013312,0.103405,0.057053
1,double,uniform,GPU,"Ns | Ds",512,4,0.018432,0,0.025495,0.012288,0.103675,0.056215
1,double,uniform,GPU,"Ns | Ds",512,5,0.017408,0,0.02881,0.011264,0.108549,0.057482
1,double,uniform,GPU,"Ns | Ds",512,6,0.019456,0,0.025692,0.012288,0.102057,0.057436
1,double,uniform,GPU,"Ns | Ds",512,7,0.018432,0,0.025205,0.012288,0.101899,0.055925
1,double,uniform,GPU,"Ns | Ds",512,8,0.019456,0,0.025092,0.012288,0.101631,0.056836
1,double,uniform,GPU,"Ns | Ds",512,9,0.019456,0,0.025209,0.012288,0.102432,0.056953
1,double,uniform,GPU,"Ns | Ds",512,10,0.019456,0,0.02524,0.012288,0.102704,0.056984
1,double,uniform,GPU,"Ns | Ds",512,11,0.019456,0,0.024868,0.011264,0.101381,0.055588
1,double,uniform,GPU,"Ns | Ds",512,12,0.018432,0,0.025242,0.012288,0.101756,0.055962
1,double,uniform,GPU,"Ns | Ds",512,13,0.018432,0,0.024752,0.011264,0.101745,0.054448
1,double,uniform,GPU,"Ns | Ds",512,14,0.019456,0,0.024935,0.011264,0.102123,0.055655
1,double,uniform,GPU,"Ns | Ds",512,15,0.018432,0,0.025932,0.011264,0.103105,0.055628
1,double,uniform,GPU,"Ns | Ds",512,16,0.017408,0,0.027678,0.012288,0.11258,0.057374
1,double,uniform,GPU,"Ns | Ds",512,17,0.017408,0,0.024759,0.012288,0.102354,0.054455
1,double,uniform,GPU,"Ns | Ds",512,18,0.019456,0,0.025387,0.012288,0.101629,0.057131
1,double,uniform,GPU,"Ns | Ds",512,19,0.019456,0,0.025581,0.017408,0.108002,0.062445
