dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,0,0.070656,0,0.061828,0.36352,0.583643,0.496004
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,1,0.02048,0,0.034038,0.024576,0.129107,0.079094
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,2,0.017408,0,0.033112,0.011264,0.112264,0.061784
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,3,0.017408,0,0.033729,0.011264,0.113197,0.062401
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,4,0.017408,0,0.032405,0.013312,0.112221,0.063125
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,5,0.116768,0,0.032359,0.013312,0.211794,0.162439
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,6,0.016416,0,0.032963,0.011264,0.110648,0.060643
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,7,0.016384,0,0.032519,0.012288,0.11014,0.061191
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,8,0.016384,0,0.032619,0.011264,0.110238,0.060267
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,9,0.016384,0,0.03231,0.011264,0.110237,0.059958
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,10,0.018432,0,0.033912,0.012288,0.112264,0.064632
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,11,0.016384,0,0.033061,0.011264,0.110478,0.060709
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,12,0.016384,0,0.035032,0.012288,0.112783,0.063704
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,13,0.017408,0,0.033085,0.012288,0.111233,0.062781
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,14,0.016384,0,0.034383,0.012288,0.1123,0.063055
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,15,0.017408,0,0.036307,0.012288,0.115215,0.066003
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,16,0.016384,0,0.032789,0.012288,0.110157,0.061461
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,17,0.016384,0,0.032462,0.012288,0.111021,0.061134
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,18,0.02048,0,0.032596,0.012288,0.115592,0.065364
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,19,0.017408,0,0.032504,0.011264,0.110695,0.061176
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,0,0.024896,0,0.053251,0.016384,0.156719,0.094531
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,1,0.015424,0,0.037423,0.014336,0.123142,0.067183
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,2,0.013728,0,0.035733,0.01536,0.121698,0.064821
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,3,0.01408,0,0.041221,0.013312,0.124279,0.068613
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,4,0.014048,0,0.035617,0.012288,0.116916,0.061953
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,5,0.013984,0,0.035193,0.011264,0.116677,0.060441
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,6,0.01392,0,0.035557,0.011264,0.116865,0.060741
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,7,0.01376,0,0.035245,0.012288,0.116202,0.061293
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,8,0.013888,0,0.035233,0.012288,0.116561,0.061409
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,9,0.014112,0,0.035407,0.012288,0.116839,0.061807
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,10,0.013344,0,0.035629,0.013312,0.117793,0.062285
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,11,0.013248,0,0.039686,0.011264,0.126523,0.064198
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,12,0.013344,0,0.035203,0.013312,0.116755,0.061859
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,13,0.014016,0,0.034623,0.013312,0.1157,0.061951
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,14,0.0128,0,0.035494,0.011264,0.116262,0.059558
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,15,0.013312,0,0.034965,0.011264,0.116341,0.059541
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,16,0.013824,0,0.035063,0.012288,0.116178,0.061175
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,17,0.0128,0,0.035323,0.012288,0.116224,0.060411
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,18,0.01232,0,0.035175,0.012256,0.116095,0.059751
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,19,0.014336,0,0.035129,0.012288,0.116201,0.061753
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",256,0,0.019648,0,0.045987,0.024576,0.157878,0.090211
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",256,1,0.019648,0,0.034687,0.014336,0.133762,0.068671
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",256,2,0.01456,0,0.034378,0.014336,0.126966,0.063274
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",256,3,0.0152,0,0.033401,0.013312,0.12499,0.061913
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",256,4,0.014848,0,0.033673,0.012288,0.126251,0.060809
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",256,5,0.013984,0,0.040899,0.013312,0.135477,0.068195
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",256,6,0.013632,0,0.033542,0.012288,0.12462,0.059462
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",256,7,0.014112,0,0.034115,0.012288,0.12544,0.060515
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",256,8,0.01456,0,0.033301,0.013312,0.124424,0.061173
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",256,9,0.01504,0,0.034868,0.013312,0.130538,0.06322
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",256,10,0.013536,0,0.043011,0.013312,0.135372,0.069859
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",256,11,0.013728,0,0.033388,0.013312,0.124645,0.060428
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",256,12,0.014368,0,0.033457,0.013312,0.124988,0.061137
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",256,13,0.01392,0,0.0332,0.013312,0.124775,0.060432
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",256,14,0.014368,0,0.033781,0.012288,0.125422,0.060437
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",256,15,0.022048,0,0.033726,0.016384,0.137148,0.072158
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",256,16,0.013824,0,0.033674,0.013312,0.124249,0.06081
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",256,17,0.014592,0,0.033611,0.011264,0.12459,0.059467
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",256,18,0.015008,0,0.033589,0.013312,0.125145,0.061909
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",256,19,0.0128,0,0.034018,0.013312,0.125692,0.06013
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",320,0,0.0216,0,0.048013,0.018432,0.167674,0.088045
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",320,1,0.020544,0,0.03747,0.014336,0.149776,0.07235
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",320,2,0.024704,0,0.03646,0.014336,0.151018,0.0755
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",320,3,0.026112,0,0.036347,0.013312,0.151195,0.075771
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",320,4,0.016864,0,0.036316,0.014336,0.14301,0.067516
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",320,5,0.023936,0,0.03613,0.013312,0.148773,0.073378
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",320,6,0.022496,0,0.035954,0.013312,0.148433,0.071762
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",320,7,0.02384,0,0.036123,0.013312,0.149532,0.073275
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",320,8,0.023936,0,0.04112,0.01536,0.158561,0.080416
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",320,9,0.0224,0,0.035986,0.014336,0.156179,0.072722
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",320,10,0.022784,0,0.036146,0.013312,0.147942,0.072242
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",320,11,0.023616,0,0.035907,0.013312,0.148411,0.072835
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",320,12,0.023328,0,0.036464,0.013312,0.149233,0.073104
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",320,13,0.014976,0,0.038712,0.017408,0.150947,0.071096
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",320,14,0.023488,0,0.042121,0.013312,0.155879,0.078921
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",320,15,0.022272,0,0.035694,0.012288,0.147141,0.070254
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",320,16,0.023168,0,0.036248,0.013312,0.149319,0.072728
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",320,17,0.023392,0,0.035889,0.013312,0.149041,0.072593
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",320,18,0.022688,0,0.03632,0.014336,0.148525,0.073344
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",320,19,0.02256,0,0.036051,0.012288,0.147821,0.070899
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",384,0,0.023744,0,0.063223,0.018432,0.200655,0.105399
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",384,1,0.023008,0,0.043575,0.01536,0.173935,0.081943
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",384,2,0.020672,0,0.043847,0.013312,0.168879,0.077831
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",384,3,0.019808,0,0.042138,0.01536,0.168201,0.077306
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",384,4,0.019936,0,0.043508,0.01536,0.287759,0.078804
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",384,5,0.018816,0,0.128762,0.014336,0.254735,0.161914
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",384,6,0.01856,0,0.042731,0.014336,0.251136,0.075627
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",384,7,0.02208,0,0.042116,0.014336,0.170015,0.078532
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",384,8,0.018016,0,0.042174,0.014336,0.166111,0.074526
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",384,9,0.01632,0,0.044138,0.014336,0.167916,0.074794
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",384,10,0.019104,0,0.042603,0.014336,0.166963,0.076043
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",384,11,0.017152,0,0.042568,0.013312,0.165688,0.073032
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",384,12,0.017792,0,0.042602,0.013312,0.166002,0.073706
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",384,13,0.018496,0,0.04232,0.013312,0.169117,0.074128
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",384,14,0.016832,0,0.042164,0.014336,0.164519,0.073332
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",384,15,0.018432,0,0.042293,0.014336,0.172588,0.075061
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",384,16,0.019072,0,0.042771,0.013312,0.167791,0.075155
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",384,17,0.018624,0,0.042021,0.01536,0.165811,0.076005
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",384,18,0.019456,0,0.04293,0.012288,0.169982,0.074674
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",384,19,0.018688,0,0.042034,0.013312,0.164245,0.074034
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",448,0,0.025888,0,0.052151,0.018432,0.210645,0.096471
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",448,1,0.026496,0,0.042735,0.016384,0.196124,0.085615
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",448,2,0.022496,0,0.042409,0.014336,0.196266,0.079241
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",448,3,0.02288,0,0.042099,0.014368,0.187829,0.079347
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",448,4,0.021504,0,0.041912,0.01536,0.190294,0.078776
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",448,5,0.021632,0,0.041913,0.01536,0.186497,0.078905
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",448,6,0.020384,0,0.041972,0.01536,0.186414,0.077716
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",448,7,0.020896,0,0.04218,0.01536,0.187926,0.078436
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",448,8,0.02096,0,0.041691,0.013312,0.185093,0.075963
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",448,9,0.022368,0,0.04279,0.014336,0.187252,0.079494
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",448,10,0.021504,0,0.042286,0.014336,0.186552,0.078126
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",448,11,0.021056,0,0.042358,0.013312,0.187165,0.076726
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",448,12,0.022112,0,0.042912,0.01536,0.190618,0.080384
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",448,13,0.020416,0,0.041552,0.014336,0.185361,0.076304
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",448,14,0.02176,0,0.042188,0.014336,0.186747,0.078284
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",448,15,0.021824,0,0.042089,0.014336,0.186771,0.078249
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",448,16,0.02176,0,0.041705,0.014336,0.18565,0.077801
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",448,17,0.020576,0,0.042976,0.01536,0.192126,0.078912
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",448,18,0.02144,0,0.04244,0.013312,0.194526,0.077192
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",448,19,0.021312,0,0.041772,0.014336,0.186783,0.07742
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",512,0,0.023936,0,0.057177,0.02048,0.240305,0.101593
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",512,1,0.019648,0,0.047863,0.017408,0.215847,0.084919
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",512,2,0.020288,0,0.046657,0.017408,0.211358,0.084353
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",512,3,0.019264,0,0.048107,0.014336,0.216485,0.081707
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",512,4,0.020864,0,0.047229,0.016384,0.212914,0.084477
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",512,5,0.020032,0,0.046801,0.01536,0.211757,0.082193
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",512,6,0.018752,0,0.047134,0.016384,0.211421,0.08227
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",512,7,0.021408,0,0.046493,0.01536,0.21145,0.083261
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",512,8,0.020256,0,0.046302,0.01536,0.21117,0.081918
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",512,9,0.019904,0,0.046722,0.01536,0.304743,0.081986
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",512,10,0.021568,0,0.046929,0.016384,0.315363,0.084881
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",512,11,0.02176,0,0.047197,0.104448,0.30287,0.173405
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",512,12,0.022144,0,0.04782,0.01536,0.288079,0.085324
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",512,13,0.019584,0,0.047606,0.016384,0.293601,0.083574
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",512,14,0.019328,0,0.046505,0.014336,0.211323,0.080169
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",512,15,0.019904,0,0.046491,0.01536,0.211606,0.081755
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",512,16,0.019968,0,0.046763,0.016384,0.211879,0.083115
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",512,17,0.024064,0,0.046571,0.01536,0.215669,0.085995
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",512,18,0.019648,0,0.047132,0.01536,0.211383,0.08214
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",512,19,0.01904,0,0.046911,0.016384,0.211658,0.082335
