dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"N | N | N | N | N | N",64,0,0.636192,0,0.113278,0.361472,1.2136,1.11094
3,float,uniform,CPU,"N | N | N | N | N | N",64,1,0.671552,0,0.062398,0.019456,0.809902,0.753406
3,float,uniform,CPU,"N | N | N | N | N | N",64,2,0.60112,0,0.0646,0.017408,0.737143,0.683128
3,float,uniform,CPU,"N | N | N | N | N | N",64,3,0.59504,0,0.057072,0.018432,0.72443,0.670544
3,float,uniform,CPU,"N | N | N | N | N | N",64,4,0.717184,0,0.05719,0.016384,0.84493,0.790758
3,float,uniform,CPU,"N | N | N | N | N | N",64,5,0.59504,0,0.057491,0.016384,0.826435,0.668915
3,float,uniform,CPU,"N | N | N | N | N | N",64,6,0.598432,0,0.056693,0.016384,0.724936,0.671509
3,float,uniform,CPU,"N | N | N | N | N | N",64,7,0.601856,0,0.05668,0.016384,0.730269,0.67492
3,float,uniform,CPU,"N | N | N | N | N | N",64,8,0.605376,0,0.05735,0.016384,0.732895,0.67911
3,float,uniform,CPU,"N | N | N | N | N | N",64,9,0.596512,0,0.056098,0.01536,0.721771,0.66797
3,float,uniform,CPU,"N | N | N | N | N | N",64,10,0.596448,0,0.056431,0.016384,0.722261,0.669263
3,float,uniform,CPU,"N | N | N | N | N | N",64,11,0.60576,0,0.056955,0.016384,0.732883,0.679099
3,float,uniform,CPU,"N | N | N | N | N | N",64,12,0.595328,0,0.057945,0.016384,0.722077,0.669657
3,float,uniform,CPU,"N | N | N | N | N | N",64,13,0.595424,0,0.056275,0.016384,0.721625,0.668083
3,float,uniform,CPU,"N | N | N | N | N | N",64,14,0.593536,0,0.056379,0.014336,0.719029,0.664251
3,float,uniform,CPU,"N | N | N | N | N | N",64,15,0.59472,0,0.057533,0.0256,0.732394,0.677853
3,float,uniform,CPU,"N | N | N | N | N | N",64,16,0.597312,0,0.057917,0.016384,0.725287,0.671613
3,float,uniform,CPU,"N | N | N | N | N | N",64,17,0.606496,0,0.057614,0.014336,0.735245,0.678446
3,float,uniform,CPU,"N | N | N | N | N | N",64,18,0.65664,0,0.056949,0.016384,0.783428,0.729973
3,float,uniform,CPU,"N | N | N | N | N | N",64,19,0.649792,0,0.057239,0.016384,0.778284,0.723415
3,float,uniform,CPU,"N | N | N | N | N | N",128,0,3.3207,0,0.522801,0.0768,4.00299,3.92031
3,float,uniform,CPU,"N | N | N | N | N | N",128,1,3.33549,0,0.508374,0.06656,3.9695,3.91042
3,float,uniform,CPU,"N | N | N | N | N | N",128,2,3.37328,0,0.50219,0.065536,4.00117,3.94101
3,float,uniform,CPU,"N | N | N | N | N | N",128,3,3.47162,0,0.497342,0.064512,4.0927,4.03347
3,float,uniform,CPU,"N | N | N | N | N | N",128,4,3.46022,0,0.496045,0.06656,4.08119,4.02283
3,float,uniform,CPU,"N | N | N | N | N | N",128,5,3.45366,0,0.495218,0.064512,4.07424,4.01339
3,float,uniform,CPU,"N | N | N | N | N | N",128,6,3.36682,0,0.496081,0.064512,3.98593,3.92741
3,float,uniform,CPU,"N | N | N | N | N | N",128,7,3.40464,0,0.499383,0.065536,4.0271,3.96956
3,float,uniform,CPU,"N | N | N | N | N | N",128,8,3.36477,0,0.498005,0.065536,3.98674,3.92831
3,float,uniform,CPU,"N | N | N | N | N | N",128,9,3.35949,0,0.496849,0.065536,3.97978,3.92187
3,float,uniform,CPU,"N | N | N | N | N | N",128,10,3.34291,0,0.498627,0.06656,3.96598,3.9081
3,float,uniform,CPU,"N | N | N | N | N | N",128,11,3.4256,0,0.497269,0.068608,4.04962,3.99148
3,float,uniform,CPU,"N | N | N | N | N | N",128,12,3.3879,0,0.492346,0.06656,4.0026,3.94681
3,float,uniform,CPU,"N | N | N | N | N | N",128,13,3.43261,0,0.49955,0.064512,4.05456,3.99667
3,float,uniform,CPU,"N | N | N | N | N | N",128,14,3.35222,0,0.496476,0.063488,3.96837,3.91219
3,float,uniform,CPU,"N | N | N | N | N | N",128,15,3.54973,0,0.495126,0.065536,4.16681,4.11039
3,float,uniform,CPU,"N | N | N | N | N | N",128,16,3.54736,0,0.499145,0.065536,4.17094,4.11204
3,float,uniform,CPU,"N | N | N | N | N | N",128,17,3.35293,0,0.504259,0.065536,3.98914,3.92272
3,float,uniform,CPU,"N | N | N | N | N | N",128,18,3.38819,0,0.496464,0.064512,4.00698,3.94917
3,float,uniform,CPU,"N | N | N | N | N | N",128,19,3.36157,0,0.498434,0.06656,3.98472,3.92656
3,float,uniform,CPU,"N | N | N | N | N | N",192,0,11.7871,0,3.01149,0.226304,15.1064,15.0249
3,float,uniform,CPU,"N | N | N | N | N | N",192,1,11.962,0,2.99886,0.223232,15.2671,15.184
