dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",6,512,0,    3617.972711
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",6,512,1,    3506.168913
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",6,512,2,    3500.278805
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",6,512,3,    3491.398249
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",6,512,4,    3489.789565
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",6,512,5,    3486.849301
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",6,512,6,    3493.380244
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",6,512,7,    3478.890172
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",6,512,8,    3486.541467
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",6,512,9,    3484.820308
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",6,512,10,    3487.687665
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",6,512,11,    3488.783131
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",6,512,12,    3476.727003
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",6,512,13,    3485.206725
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",6,512,14,    3486.187659
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",6,512,15,    3488.448281
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",6,512,16,    3489.829747
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",6,512,17,    3482.936870
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",6,512,18,    3492.266059
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",6,512,19,    3477.433820
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",6,512,20,    3479.042043
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",6,512,21,    3487.835424
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",6,512,22,    3490.608623
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",6,512,23,    3482.197390
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",6,512,24,    3488.048579
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",6,512,25,    3485.561921
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",6,512,26,    3480.337378
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",6,512,27,    3477.178409
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",6,512,28,    3489.734310
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",6,512,29,    3485.578258
