dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,0,    1574.890043
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,1,    1582.362827
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,2,    1599.608244
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,3,    1580.667937
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,4,    1575.285051
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,5,    1570.189818
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,6,    1601.056266
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,7,    1577.926097
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,8,    1585.628958
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,9,    1569.441942
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,10,    1576.793828
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,11,    1577.829492
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,12,    1567.422604
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,13,    1583.856615
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,14,    1571.598177
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,15,    1572.574478
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,16,    1566.384745
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,17,    1573.754419
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,18,    1566.183375
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,19,    1563.211845
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,20,    1566.748668
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,21,    1575.402111
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,22,    1566.609301
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,23,    1570.395937
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,24,    1575.739212
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,25,    1578.773487
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,26,    1567.442523
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,27,    1573.041623
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,28,    1577.384462
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,29,    1563.761918
