dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,0,    5106.666927
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,1,    5082.902839
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,2,    5076.086816
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,3,    5084.806444
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,4,    5076.876541
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,5,    5076.504024
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,6,    5078.406877
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,7,    5083.884103
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,8,    5083.322039
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,9,    5097.584569
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,10,    5089.940148
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,11,    5090.367765
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,12,    5071.342426
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,13,    5081.027093
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,14,    5074.228297
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,15,    5083.111048
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,16,    5082.210310
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,17,    5106.277404
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,18,    5100.061875
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,19,    5091.675265
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,20,    5075.846319
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,21,    5085.201396
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,22,    5084.907335
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,23,    5071.844941
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,24,    5060.476869
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,25,    5092.209030
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,26,    5073.680597
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,27,    5066.955542
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,28,    5080.710785
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,29,    5079.192945
