dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"D | D | D | D | N | D",16,512,0,    1533.003514
3,float,uniform,PoisFFT,"D | D | D | D | N | D",16,512,1,    1533.048711
3,float,uniform,PoisFFT,"D | D | D | D | N | D",16,512,2,    1527.533125
3,float,uniform,PoisFFT,"D | D | D | D | N | D",16,512,3,    1531.039247
3,float,uniform,PoisFFT,"D | D | D | D | N | D",16,512,4,    1530.901347
3,float,uniform,PoisFFT,"D | D | D | D | N | D",16,512,5,    1535.165936
3,float,uniform,PoisFFT,"D | D | D | D | N | D",16,512,6,    1530.437249
3,float,uniform,PoisFFT,"D | D | D | D | N | D",16,512,7,    1529.752803
3,float,uniform,PoisFFT,"D | D | D | D | N | D",16,512,8,    1536.816736
3,float,uniform,PoisFFT,"D | D | D | D | N | D",16,512,9,    1527.789427
3,float,uniform,PoisFFT,"D | D | D | D | N | D",16,512,10,    1533.848005
3,float,uniform,PoisFFT,"D | D | D | D | N | D",16,512,11,    1532.887671
3,float,uniform,PoisFFT,"D | D | D | D | N | D",16,512,12,    1534.340889
3,float,uniform,PoisFFT,"D | D | D | D | N | D",16,512,13,    1535.032383
3,float,uniform,PoisFFT,"D | D | D | D | N | D",16,512,14,    1532.102177
3,float,uniform,PoisFFT,"D | D | D | D | N | D",16,512,15,    1531.906277
3,float,uniform,PoisFFT,"D | D | D | D | N | D",16,512,16,    1528.699963
3,float,uniform,PoisFFT,"D | D | D | D | N | D",16,512,17,    1535.111763
3,float,uniform,PoisFFT,"D | D | D | D | N | D",16,512,18,    1531.790956
3,float,uniform,PoisFFT,"D | D | D | D | N | D",16,512,19,    1541.527966
3,float,uniform,PoisFFT,"D | D | D | D | N | D",16,512,20,    1530.866307
3,float,uniform,PoisFFT,"D | D | D | D | N | D",16,512,21,    1532.323315
3,float,uniform,PoisFFT,"D | D | D | D | N | D",16,512,22,    1530.232919
3,float,uniform,PoisFFT,"D | D | D | D | N | D",16,512,23,    1530.556938
3,float,uniform,PoisFFT,"D | D | D | D | N | D",16,512,24,    1533.611214
3,float,uniform,PoisFFT,"D | D | D | D | N | D",16,512,25,    1529.202104
3,float,uniform,PoisFFT,"D | D | D | D | N | D",16,512,26,    1523.938033
3,float,uniform,PoisFFT,"D | D | D | D | N | D",16,512,27,    1530.568786
3,float,uniform,PoisFFT,"D | D | D | D | N | D",16,512,28,    1533.883531
3,float,uniform,PoisFFT,"D | D | D | D | N | D",16,512,29,    1547.961115
