dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,0,    5070.238948
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,1,    5048.246431
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,2,    5088.748815
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,3,    5062.943947
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,4,    5100.512333
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,5,    5119.676436
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,6,    5117.558156
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,7,    5106.826800
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,8,    5122.913606
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,9,    5124.962184
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,10,    5102.415399
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,11,    5089.284735
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,12,    5100.585057
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,13,    5095.318515
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,14,    5088.417768
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,15,    5099.304459
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,16,    5101.741171
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,17,    5105.934957
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,18,    5069.911729
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,19,    5097.438383
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,20,    5129.663012
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,21,    5098.646121
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,22,    5119.125926
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,23,    5094.907957
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,24,    5072.827631
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,25,    5077.919638
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,26,    5085.195763
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,27,    5091.454798
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,28,    5136.812931
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,29,    5114.753000
