dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",1,512,0,    9470.548035
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",1,512,1,    9455.758703
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",1,512,2,    9446.106767
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",1,512,3,    9465.153578
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",1,512,4,    9445.695188
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",1,512,5,    9452.390871
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",1,512,6,    9458.601755
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",1,512,7,    9450.587396
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",1,512,8,    9449.404974
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",1,512,9,    9453.468338
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",1,512,10,    9447.416752
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",1,512,11,    9448.390423
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",1,512,12,    9445.773542
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",1,512,13,    9449.504477
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",1,512,14,    9447.767711
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",1,512,15,    9442.971362
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",1,512,16,    9456.106552
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",1,512,17,    9446.042308
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",1,512,18,    9448.728132
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",1,512,19,    9451.825381
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",1,512,20,    9446.867596
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",1,512,21,    9451.795443
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",1,512,22,    9459.609655
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",1,512,23,    9451.750412
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",1,512,24,    9455.138934
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",1,512,25,    9444.117273
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",1,512,26,    9445.722175
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",1,512,27,    9450.639663
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",1,512,28,    9452.104347
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",1,512,29,    9447.693547
