dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | P | P | N | D",8,512,0,    1284.998246
3,float,uniform,PoisFFT,"P | P | P | P | N | D",8,512,1,    1254.859302
3,float,uniform,PoisFFT,"P | P | P | P | N | D",8,512,2,    1254.928931
3,float,uniform,PoisFFT,"P | P | P | P | N | D",8,512,3,    1253.233437
3,float,uniform,PoisFFT,"P | P | P | P | N | D",8,512,4,    1259.293650
3,float,uniform,PoisFFT,"P | P | P | P | N | D",8,512,5,    1255.361860
3,float,uniform,PoisFFT,"P | P | P | P | N | D",8,512,6,    1257.423865
3,float,uniform,PoisFFT,"P | P | P | P | N | D",8,512,7,    1255.056976
3,float,uniform,PoisFFT,"P | P | P | P | N | D",8,512,8,    1256.123026
3,float,uniform,PoisFFT,"P | P | P | P | N | D",8,512,9,    1256.625813
3,float,uniform,PoisFFT,"P | P | P | P | N | D",8,512,10,    1252.591711
3,float,uniform,PoisFFT,"P | P | P | P | N | D",8,512,11,    1253.930257
3,float,uniform,PoisFFT,"P | P | P | P | N | D",8,512,12,    1251.296517
3,float,uniform,PoisFFT,"P | P | P | P | N | D",8,512,13,    1254.327416
3,float,uniform,PoisFFT,"P | P | P | P | N | D",8,512,14,    1250.047668
3,float,uniform,PoisFFT,"P | P | P | P | N | D",8,512,15,    1250.968610
3,float,uniform,PoisFFT,"P | P | P | P | N | D",8,512,16,    1252.598147
3,float,uniform,PoisFFT,"P | P | P | P | N | D",8,512,17,    1256.334917
3,float,uniform,PoisFFT,"P | P | P | P | N | D",8,512,18,    1255.063579
3,float,uniform,PoisFFT,"P | P | P | P | N | D",8,512,19,    1255.448342
3,float,uniform,PoisFFT,"P | P | P | P | N | D",8,512,20,    1252.529625
3,float,uniform,PoisFFT,"P | P | P | P | N | D",8,512,21,    1254.401714
3,float,uniform,PoisFFT,"P | P | P | P | N | D",8,512,22,    1254.136820
3,float,uniform,PoisFFT,"P | P | P | P | N | D",8,512,23,    1252.977090
3,float,uniform,PoisFFT,"P | P | P | P | N | D",8,512,24,    1252.532791
3,float,uniform,PoisFFT,"P | P | P | P | N | D",8,512,25,    1251.907942
3,float,uniform,PoisFFT,"P | P | P | P | N | D",8,512,26,    1249.793106
3,float,uniform,PoisFFT,"P | P | P | P | N | D",8,512,27,    1249.724872
3,float,uniform,PoisFFT,"P | P | P | P | N | D",8,512,28,    1254.858094
3,float,uniform,PoisFFT,"P | P | P | P | N | D",8,512,29,    1250.020595
