dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,512,0,    3643.794300
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,512,1,    3538.399502
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,512,2,    3537.748640
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,512,3,    3520.792049
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,512,4,    3534.693423
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,512,5,    3536.009343
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,512,6,    3520.479764
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,512,7,    3527.886509
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,512,8,    3523.743799
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,512,9,    3500.836351
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,512,10,    3500.673608
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,512,11,    3484.600371
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,512,12,    3490.865920
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,512,13,    3474.821372
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,512,14,    3476.206723
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,512,15,    3457.037488
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,512,16,    3486.933170
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,512,17,    3556.650334
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,512,18,    3544.671428
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,512,19,    3529.738086
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,512,20,    3547.174095
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,512,21,    3543.929738
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,512,22,    3534.890268
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,512,23,    3513.084817
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,512,24,    3505.095977
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,512,25,    3497.123872
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,512,26,    3491.526893
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,512,27,    3476.510282
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,512,28,    3477.315999
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",6,512,29,    3476.156677
