dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",4,512,0,    4642.670764
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",4,512,1,    4529.205317
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",4,512,2,    4528.879283
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",4,512,3,    4490.497000
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",4,512,4,    4520.451107
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",4,512,5,    4535.904348
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",4,512,6,    4532.882282
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",4,512,7,    4530.663293
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",4,512,8,    4505.186409
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",4,512,9,    4488.492951
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",4,512,10,    4488.158109
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",4,512,11,    4481.337320
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",4,512,12,    4482.690603
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",4,512,13,    4480.534439
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",4,512,14,    4482.058017
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",4,512,15,    4482.672080
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",4,512,16,    4480.817532
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",4,512,17,    4481.498393
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",4,512,18,    4483.736845
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",4,512,19,    4482.512463
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",4,512,20,    4478.586600
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",4,512,21,    4481.078940
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",4,512,22,    4483.792590
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",4,512,23,    4479.615920
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",4,512,24,    4482.888348
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",4,512,25,    4494.584686
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",4,512,26,    4493.335613
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",4,512,27,    4492.481095
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",4,512,28,    4495.708834
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",4,512,29,    4495.072398
