dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,0,    8877.399593
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,1,    8867.821733
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,2,    8864.769262
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,3,    8867.627393
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,4,    8869.301915
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,5,    8865.656062
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,6,    8868.870923
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,7,    8863.293291
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,8,    8862.576523
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,9,    8866.979268
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,10,    8865.197567
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,11,    8870.921864
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,12,    8860.447801
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,13,    8849.366927
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,14,    8848.270372
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,15,    8849.059274
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,16,    8848.905998
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,17,    8849.428201
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,18,    8850.627964
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,19,    8848.405199
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,20,    8847.112761
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,21,    8848.659470
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,22,    8848.453481
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,23,    8851.447167
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,24,    8847.818279
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,25,    8850.018956
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,26,    8847.013441
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,27,    8848.997825
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,28,    8851.336366
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,29,    8849.045949
