dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,0,    8530.385451
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,1,    8521.349007
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,2,    8517.550386
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,3,    8519.262422
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,4,    8517.072758
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,5,    8518.872257
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,6,    8523.047716
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,7,    8524.752082
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,8,    8521.683648
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,9,    8517.521754
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,10,    8517.086827
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,11,    8516.987535
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,12,    8514.809516
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,13,    8519.608638
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,14,    8533.148786
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,15,    8527.173751
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,16,    8518.607369
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,17,    8521.772196
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,18,    8517.871548
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,19,    8523.314216
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,20,    8521.810882
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,21,    8519.901315
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,22,    8520.401428
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,23,    8520.417148
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,24,    8525.683355
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,25,    8522.167019
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,26,    8529.130886
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,27,    8526.355318
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,28,    8520.644292
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,29,    8525.711469
