dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",16,512,0,    1258.587202
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",16,512,1,    1198.914469
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",16,512,2,    1201.121735
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",16,512,3,    1201.937301
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",16,512,4,    1199.019045
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",16,512,5,    1196.853759
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",16,512,6,    1194.750354
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",16,512,7,    1200.187941
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",16,512,8,    1192.908308
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",16,512,9,    1194.927623
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",16,512,10,    1200.316421
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",16,512,11,    1195.112544
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",16,512,12,    1198.115603
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",16,512,13,    1199.581122
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",16,512,14,    1194.752769
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",16,512,15,    1196.980260
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",16,512,16,    1200.433046
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",16,512,17,    1201.406969
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",16,512,18,    1193.010422
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",16,512,19,    1197.094606
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",16,512,20,    1193.474480
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",16,512,21,    1189.257853
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",16,512,22,    1196.634511
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",16,512,23,    1196.217624
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",16,512,24,    1199.246584
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",16,512,25,    1200.083614
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",16,512,26,    1198.779960
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",16,512,27,    1193.198532
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",16,512,28,    1194.482580
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",16,512,29,    1196.845105
