dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",16,512,0,    1210.681600
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",16,512,1,    1205.351349
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",16,512,2,    1203.583665
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",16,512,3,    1203.959054
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",16,512,4,    1203.796897
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",16,512,5,    1204.351535
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",16,512,6,    1203.313368
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",16,512,7,    1203.780238
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",16,512,8,    1204.189426
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",16,512,9,    1202.806840
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",16,512,10,    1203.204355
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",16,512,11,    1202.246088
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",16,512,12,    1206.537715
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",16,512,13,    1204.424795
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",16,512,14,    1202.264541
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",16,512,15,    1202.696229
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",16,512,16,    1203.072701
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",16,512,17,    1203.800913
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",16,512,18,    1204.182958
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",16,512,19,    1204.551301
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",16,512,20,    1203.458477
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",16,512,21,    1204.384740
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",16,512,22,    1204.718694
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",16,512,23,    1205.779456
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",16,512,24,    1203.609110
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",16,512,25,    1204.967918
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",16,512,26,    1204.092835
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",16,512,27,    1202.349923
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",16,512,28,    1202.822572
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",16,512,29,    1202.839205
