dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | N | D",6,512,0,    3623.031126
3,double,uniform,PoisFFT,"P | P | P | P | N | D",6,512,1,    3499.736374
3,double,uniform,PoisFFT,"P | P | P | P | N | D",6,512,2,    3505.757112
3,double,uniform,PoisFFT,"P | P | P | P | N | D",6,512,3,    3487.486839
3,double,uniform,PoisFFT,"P | P | P | P | N | D",6,512,4,    3479.283445
3,double,uniform,PoisFFT,"P | P | P | P | N | D",6,512,5,    3482.144393
3,double,uniform,PoisFFT,"P | P | P | P | N | D",6,512,6,    3476.870706
3,double,uniform,PoisFFT,"P | P | P | P | N | D",6,512,7,    3484.550626
3,double,uniform,PoisFFT,"P | P | P | P | N | D",6,512,8,    3489.714937
3,double,uniform,PoisFFT,"P | P | P | P | N | D",6,512,9,    3485.626112
3,double,uniform,PoisFFT,"P | P | P | P | N | D",6,512,10,    3489.675749
3,double,uniform,PoisFFT,"P | P | P | P | N | D",6,512,11,    3503.181276
3,double,uniform,PoisFFT,"P | P | P | P | N | D",6,512,12,    3483.469739
3,double,uniform,PoisFFT,"P | P | P | P | N | D",6,512,13,    3488.935955
3,double,uniform,PoisFFT,"P | P | P | P | N | D",6,512,14,    3477.088539
3,double,uniform,PoisFFT,"P | P | P | P | N | D",6,512,15,    3490.586319
3,double,uniform,PoisFFT,"P | P | P | P | N | D",6,512,16,    3469.654469
3,double,uniform,PoisFFT,"P | P | P | P | N | D",6,512,17,    3467.057507
3,double,uniform,PoisFFT,"P | P | P | P | N | D",6,512,18,    3475.515428
3,double,uniform,PoisFFT,"P | P | P | P | N | D",6,512,19,    3475.281827
3,double,uniform,PoisFFT,"P | P | P | P | N | D",6,512,20,    3481.519479
3,double,uniform,PoisFFT,"P | P | P | P | N | D",6,512,21,    3489.274068
3,double,uniform,PoisFFT,"P | P | P | P | N | D",6,512,22,    3482.433055
3,double,uniform,PoisFFT,"P | P | P | P | N | D",6,512,23,    3478.536134
3,double,uniform,PoisFFT,"P | P | P | P | N | D",6,512,24,    3475.978331
3,double,uniform,PoisFFT,"P | P | P | P | N | D",6,512,25,    3471.036880
3,double,uniform,PoisFFT,"P | P | P | P | N | D",6,512,26,    3480.761672
3,double,uniform,PoisFFT,"P | P | P | P | N | D",6,512,27,    3465.587124
3,double,uniform,PoisFFT,"P | P | P | P | N | D",6,512,28,    3470.181182
3,double,uniform,PoisFFT,"P | P | P | P | N | D",6,512,29,    3469.277158
