dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"D | D | D | D | D | D",8,512,0,    3465.971630
3,double,uniform,PoisFFT,"D | D | D | D | D | D",8,512,1,    3472.510527
3,double,uniform,PoisFFT,"D | D | D | D | D | D",8,512,2,    3471.781077
3,double,uniform,PoisFFT,"D | D | D | D | D | D",8,512,3,    3470.657300
3,double,uniform,PoisFFT,"D | D | D | D | D | D",8,512,4,    3471.537194
3,double,uniform,PoisFFT,"D | D | D | D | D | D",8,512,5,    3472.382133
3,double,uniform,PoisFFT,"D | D | D | D | D | D",8,512,6,    3471.353647
3,double,uniform,PoisFFT,"D | D | D | D | D | D",8,512,7,    3472.032131
3,double,uniform,PoisFFT,"D | D | D | D | D | D",8,512,8,    3471.730672
3,double,uniform,PoisFFT,"D | D | D | D | D | D",8,512,9,    3473.758941
3,double,uniform,PoisFFT,"D | D | D | D | D | D",8,512,10,    3472.263630
3,double,uniform,PoisFFT,"D | D | D | D | D | D",8,512,11,    3474.569011
3,double,uniform,PoisFFT,"D | D | D | D | D | D",8,512,12,    3471.065486
3,double,uniform,PoisFFT,"D | D | D | D | D | D",8,512,13,    3470.663611
3,double,uniform,PoisFFT,"D | D | D | D | D | D",8,512,14,    3472.929966
3,double,uniform,PoisFFT,"D | D | D | D | D | D",8,512,15,    3472.311926
3,double,uniform,PoisFFT,"D | D | D | D | D | D",8,512,16,    3470.088476
3,double,uniform,PoisFFT,"D | D | D | D | D | D",8,512,17,    3470.812297
3,double,uniform,PoisFFT,"D | D | D | D | D | D",8,512,18,    3470.059827
3,double,uniform,PoisFFT,"D | D | D | D | D | D",8,512,19,    3472.901216
3,double,uniform,PoisFFT,"D | D | D | D | D | D",8,512,20,    3470.989674
3,double,uniform,PoisFFT,"D | D | D | D | D | D",8,512,21,    3473.098522
3,double,uniform,PoisFFT,"D | D | D | D | D | D",8,512,22,    3470.792418
3,double,uniform,PoisFFT,"D | D | D | D | D | D",8,512,23,    3472.777560
3,double,uniform,PoisFFT,"D | D | D | D | D | D",8,512,24,    3470.912492
3,double,uniform,PoisFFT,"D | D | D | D | D | D",8,512,25,    3470.275170
3,double,uniform,PoisFFT,"D | D | D | D | D | D",8,512,26,    3472.901776
3,double,uniform,PoisFFT,"D | D | D | D | D | D",8,512,27,    3473.552737
3,double,uniform,PoisFFT,"D | D | D | D | D | D",8,512,28,    3475.586956
3,double,uniform,PoisFFT,"D | D | D | D | D | D",8,512,29,    3471.428507
