dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,0,    4242.168393
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,1,    3996.700824
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,2,    3986.644516
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,3,    3985.411804
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,4,    3987.954999
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,5,    3976.727854
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,6,    3981.010359
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,7,    3979.848317
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,8,    3976.736039
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,9,    3973.521356
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,10,    3967.294056
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,11,    3974.187449
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,12,    3970.074720
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,13,    3968.014192
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,14,    3981.131185
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,15,    3977.035117
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,16,    3989.677026
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,17,    3980.804569
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,18,    3980.417187
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,19,    3981.490009
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,20,    3970.759380
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,21,    3972.800284
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,22,    3983.498435
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,23,    3968.550375
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,24,    3970.477147
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,25,    3975.052147
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,26,    3976.445597
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,27,    3973.928607
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,28,    3974.552210
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,29,    3971.764369
