dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,0,    7286.269924
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,1,    7358.101189
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,2,    7444.306382
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,3,    7398.797355
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,4,    7422.849604
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,5,    7414.946135
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,6,    7419.383252
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,7,    7425.788658
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,8,    7420.301162
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,9,    7403.986161
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,10,    7418.778332
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,11,    7422.813619
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,12,    7420.159184
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,13,    7422.746640
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,14,    7424.779289
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,15,    7415.852934
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,16,    7415.899052
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,17,    7411.165845
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,18,    7408.237913
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,19,    7414.896050
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,20,    7417.539584
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,21,    7410.041868
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,22,    7423.052192
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,23,    7416.259983
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,24,    7419.071142
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,25,    7413.480891
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,26,    7410.849284
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,27,    7405.948604
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,28,    7394.781639
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,29,    7410.927087
