dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | P | P",4,512,0,    9135.156643
3,double,uniform,PoisFFT,"P | P | P | P | P | P",4,512,1,    9045.142328
3,double,uniform,PoisFFT,"P | P | P | P | P | P",4,512,2,    9040.330320
3,double,uniform,PoisFFT,"P | P | P | P | P | P",4,512,3,    9046.118640
3,double,uniform,PoisFFT,"P | P | P | P | P | P",4,512,4,    9040.491595
3,double,uniform,PoisFFT,"P | P | P | P | P | P",4,512,5,    9035.524744
3,double,uniform,PoisFFT,"P | P | P | P | P | P",4,512,6,    9031.721054
3,double,uniform,PoisFFT,"P | P | P | P | P | P",4,512,7,    9036.836714
3,double,uniform,PoisFFT,"P | P | P | P | P | P",4,512,8,    9036.384831
3,double,uniform,PoisFFT,"P | P | P | P | P | P",4,512,9,    9038.411078
3,double,uniform,PoisFFT,"P | P | P | P | P | P",4,512,10,    9037.425984
3,double,uniform,PoisFFT,"P | P | P | P | P | P",4,512,11,    9042.036125
3,double,uniform,PoisFFT,"P | P | P | P | P | P",4,512,12,    9039.189774
3,double,uniform,PoisFFT,"P | P | P | P | P | P",4,512,13,    9030.203744
3,double,uniform,PoisFFT,"P | P | P | P | P | P",4,512,14,    9036.382611
3,double,uniform,PoisFFT,"P | P | P | P | P | P",4,512,15,    9038.824128
3,double,uniform,PoisFFT,"P | P | P | P | P | P",4,512,16,    9035.619185
3,double,uniform,PoisFFT,"P | P | P | P | P | P",4,512,17,    9036.860033
3,double,uniform,PoisFFT,"P | P | P | P | P | P",4,512,18,    9037.674072
3,double,uniform,PoisFFT,"P | P | P | P | P | P",4,512,19,    9036.655402
3,double,uniform,PoisFFT,"P | P | P | P | P | P",4,512,20,    9039.190242
3,double,uniform,PoisFFT,"P | P | P | P | P | P",4,512,21,    9037.667573
3,double,uniform,PoisFFT,"P | P | P | P | P | P",4,512,22,    9032.448538
3,double,uniform,PoisFFT,"P | P | P | P | P | P",4,512,23,    9041.658427
3,double,uniform,PoisFFT,"P | P | P | P | P | P",4,512,24,    9030.739222
3,double,uniform,PoisFFT,"P | P | P | P | P | P",4,512,25,    9043.710946
3,double,uniform,PoisFFT,"P | P | P | P | P | P",4,512,26,    9041.654289
3,double,uniform,PoisFFT,"P | P | P | P | P | P",4,512,27,    9030.558868
3,double,uniform,PoisFFT,"P | P | P | P | P | P",4,512,28,    9037.059938
3,double,uniform,PoisFFT,"P | P | P | P | P | P",4,512,29,    9040.360294
