dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | P | P | P | P",4,512,0,    4528.368957
3,float,uniform,PoisFFT,"P | P | P | P | P | P",4,512,1,    4533.010659
3,float,uniform,PoisFFT,"P | P | P | P | P | P",4,512,2,    4534.427364
3,float,uniform,PoisFFT,"P | P | P | P | P | P",4,512,3,    4535.019883
3,float,uniform,PoisFFT,"P | P | P | P | P | P",4,512,4,    4531.021284
3,float,uniform,PoisFFT,"P | P | P | P | P | P",4,512,5,    4532.653750
3,float,uniform,PoisFFT,"P | P | P | P | P | P",4,512,6,    4524.951141
3,float,uniform,PoisFFT,"P | P | P | P | P | P",4,512,7,    4531.283527
3,float,uniform,PoisFFT,"P | P | P | P | P | P",4,512,8,    4538.875418
3,float,uniform,PoisFFT,"P | P | P | P | P | P",4,512,9,    4533.942704
3,float,uniform,PoisFFT,"P | P | P | P | P | P",4,512,10,    4529.692420
3,float,uniform,PoisFFT,"P | P | P | P | P | P",4,512,11,    4520.004492
3,float,uniform,PoisFFT,"P | P | P | P | P | P",4,512,12,    4531.898134
3,float,uniform,PoisFFT,"P | P | P | P | P | P",4,512,13,    4532.507577
3,float,uniform,PoisFFT,"P | P | P | P | P | P",4,512,14,    4518.886378
3,float,uniform,PoisFFT,"P | P | P | P | P | P",4,512,15,    4519.799097
3,float,uniform,PoisFFT,"P | P | P | P | P | P",4,512,16,    4525.881412
3,float,uniform,PoisFFT,"P | P | P | P | P | P",4,512,17,    4523.522504
3,float,uniform,PoisFFT,"P | P | P | P | P | P",4,512,18,    4537.151895
3,float,uniform,PoisFFT,"P | P | P | P | P | P",4,512,19,    4528.265532
3,float,uniform,PoisFFT,"P | P | P | P | P | P",4,512,20,    4523.672238
3,float,uniform,PoisFFT,"P | P | P | P | P | P",4,512,21,    4523.322649
3,float,uniform,PoisFFT,"P | P | P | P | P | P",4,512,22,    4532.513858
3,float,uniform,PoisFFT,"P | P | P | P | P | P",4,512,23,    4518.011328
3,float,uniform,PoisFFT,"P | P | P | P | P | P",4,512,24,    4533.529697
3,float,uniform,PoisFFT,"P | P | P | P | P | P",4,512,25,    4537.058438
3,float,uniform,PoisFFT,"P | P | P | P | P | P",4,512,26,    4522.461061
3,float,uniform,PoisFFT,"P | P | P | P | P | P",4,512,27,    4529.684122
3,float,uniform,PoisFFT,"P | P | P | P | P | P",4,512,28,    4530.692176
3,float,uniform,PoisFFT,"P | P | P | P | P | P",4,512,29,    4531.209342
