dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",2,512,0,    4607.561771
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",2,512,1,    4322.076651
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",2,512,2,    4325.289133
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",2,512,3,    4323.152349
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",2,512,4,    4329.137945
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",2,512,5,    4319.332675
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",2,512,6,    4332.329342
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",2,512,7,    4324.930047
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",2,512,8,    4323.522850
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",2,512,9,    4322.002957
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",2,512,10,    4324.586321
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",2,512,11,    4323.523613
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",2,512,12,    4326.396269
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",2,512,13,    4316.190736
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",2,512,14,    4330.676411
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",2,512,15,    4326.736937
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",2,512,16,    4338.453452
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",2,512,17,    4310.046798
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",2,512,18,    4330.459033
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",2,512,19,    4326.672164
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",2,512,20,    4329.827996
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",2,512,21,    4326.594903
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",2,512,22,    4317.006172
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",2,512,23,    4321.965125
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",2,512,24,    4327.476471
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",2,512,25,    4324.122410
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",2,512,26,    4325.103207
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",2,512,27,    4323.656734
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",2,512,28,    4311.059610
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",2,512,29,    4314.181548
