dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | D | N",4,512,0,    6229.416753
3,double,uniform,PoisFFT,"P | P | P | P | D | N",4,512,1,    6111.250331
3,double,uniform,PoisFFT,"P | P | P | P | D | N",4,512,2,    6101.439683
3,double,uniform,PoisFFT,"P | P | P | P | D | N",4,512,3,    6102.898150
3,double,uniform,PoisFFT,"P | P | P | P | D | N",4,512,4,    6097.723920
3,double,uniform,PoisFFT,"P | P | P | P | D | N",4,512,5,    6102.778665
3,double,uniform,PoisFFT,"P | P | P | P | D | N",4,512,6,    6100.298674
3,double,uniform,PoisFFT,"P | P | P | P | D | N",4,512,7,    6102.521840
3,double,uniform,PoisFFT,"P | P | P | P | D | N",4,512,8,    6103.077619
3,double,uniform,PoisFFT,"P | P | P | P | D | N",4,512,9,    6107.856312
3,double,uniform,PoisFFT,"P | P | P | P | D | N",4,512,10,    6102.491390
3,double,uniform,PoisFFT,"P | P | P | P | D | N",4,512,11,    6105.487639
3,double,uniform,PoisFFT,"P | P | P | P | D | N",4,512,12,    6103.963162
3,double,uniform,PoisFFT,"P | P | P | P | D | N",4,512,13,    6106.189009
3,double,uniform,PoisFFT,"P | P | P | P | D | N",4,512,14,    6104.761174
3,double,uniform,PoisFFT,"P | P | P | P | D | N",4,512,15,    6102.163424
3,double,uniform,PoisFFT,"P | P | P | P | D | N",4,512,16,    6104.678953
3,double,uniform,PoisFFT,"P | P | P | P | D | N",4,512,17,    6098.589678
3,double,uniform,PoisFFT,"P | P | P | P | D | N",4,512,18,    6100.303910
3,double,uniform,PoisFFT,"P | P | P | P | D | N",4,512,19,    6102.947794
3,double,uniform,PoisFFT,"P | P | P | P | D | N",4,512,20,    6104.709717
3,double,uniform,PoisFFT,"P | P | P | P | D | N",4,512,21,    6098.077325
3,double,uniform,PoisFFT,"P | P | P | P | D | N",4,512,22,    6098.922057
3,double,uniform,PoisFFT,"P | P | P | P | D | N",4,512,23,    6104.734752
3,double,uniform,PoisFFT,"P | P | P | P | D | N",4,512,24,    6101.817300
3,double,uniform,PoisFFT,"P | P | P | P | D | N",4,512,25,    6097.318121
3,double,uniform,PoisFFT,"P | P | P | P | D | N",4,512,26,    6096.390312
3,double,uniform,PoisFFT,"P | P | P | P | D | N",4,512,27,    6096.653568
3,double,uniform,PoisFFT,"P | P | P | P | D | N",4,512,28,    6095.165536
3,double,uniform,PoisFFT,"P | P | P | P | D | N",4,512,29,    6095.405968
