dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | D | N",6,512,0,    3583.385598
3,double,uniform,PoisFFT,"P | P | P | P | D | N",6,512,1,    3472.428234
3,double,uniform,PoisFFT,"P | P | P | P | D | N",6,512,2,    3471.875442
3,double,uniform,PoisFFT,"P | P | P | P | D | N",6,512,3,    3469.862129
3,double,uniform,PoisFFT,"P | P | P | P | D | N",6,512,4,    3466.558229
3,double,uniform,PoisFFT,"P | P | P | P | D | N",6,512,5,    3467.700979
3,double,uniform,PoisFFT,"P | P | P | P | D | N",6,512,6,    3460.436583
3,double,uniform,PoisFFT,"P | P | P | P | D | N",6,512,7,    3462.069217
3,double,uniform,PoisFFT,"P | P | P | P | D | N",6,512,8,    3472.351831
3,double,uniform,PoisFFT,"P | P | P | P | D | N",6,512,9,    3466.242611
3,double,uniform,PoisFFT,"P | P | P | P | D | N",6,512,10,    3465.972131
3,double,uniform,PoisFFT,"P | P | P | P | D | N",6,512,11,    3461.736716
3,double,uniform,PoisFFT,"P | P | P | P | D | N",6,512,12,    3473.570519
3,double,uniform,PoisFFT,"P | P | P | P | D | N",6,512,13,    3464.183691
3,double,uniform,PoisFFT,"P | P | P | P | D | N",6,512,14,    3466.930550
3,double,uniform,PoisFFT,"P | P | P | P | D | N",6,512,15,    3464.715044
3,double,uniform,PoisFFT,"P | P | P | P | D | N",6,512,16,    3466.515611
3,double,uniform,PoisFFT,"P | P | P | P | D | N",6,512,17,    3453.534151
3,double,uniform,PoisFFT,"P | P | P | P | D | N",6,512,18,    3457.906091
3,double,uniform,PoisFFT,"P | P | P | P | D | N",6,512,19,    3458.021524
3,double,uniform,PoisFFT,"P | P | P | P | D | N",6,512,20,    3462.655003
3,double,uniform,PoisFFT,"P | P | P | P | D | N",6,512,21,    3466.338399
3,double,uniform,PoisFFT,"P | P | P | P | D | N",6,512,22,    3461.128017
3,double,uniform,PoisFFT,"P | P | P | P | D | N",6,512,23,    3466.387139
3,double,uniform,PoisFFT,"P | P | P | P | D | N",6,512,24,    3465.206308
3,double,uniform,PoisFFT,"P | P | P | P | D | N",6,512,25,    3463.948392
3,double,uniform,PoisFFT,"P | P | P | P | D | N",6,512,26,    3459.734070
3,double,uniform,PoisFFT,"P | P | P | P | D | N",6,512,27,    3458.584107
3,double,uniform,PoisFFT,"P | P | P | P | D | N",6,512,28,    3459.911673
3,double,uniform,PoisFFT,"P | P | P | P | D | N",6,512,29,    3465.827271
