dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,0,    3019.074441
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,1,    2983.983639
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,2,    2985.494819
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,3,    2983.808604
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,4,    2981.042441
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,5,    2984.784825
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,6,    2981.020916
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,7,    2981.455850
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,8,    2983.166212
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,9,    2980.984230
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,10,    2981.121200
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,11,    2983.473912
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,12,    2981.175024
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,13,    2981.505369
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,14,    2981.208214
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,15,    2981.025891
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,16,    2981.811182
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,17,    2981.141380
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,18,    2981.169399
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,19,    2981.731711
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,20,    2981.360503
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,21,    2981.409735
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,22,    2981.314633
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,23,    2981.225804
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,24,    2980.662666
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,25,    2981.247833
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,26,    2982.118912
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,27,    2981.175275
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,28,    2981.608389
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,29,    2981.220486
