dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,0,    1562.185888
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,1,    1558.236213
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,2,    1545.626103
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,3,    1551.063715
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,4,    1548.624658
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,5,    1565.115771
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,6,    1553.749908
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,7,    1547.228598
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,8,    1556.571449
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,9,    1543.218301
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,10,    1542.800290
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,11,    1543.020210
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,12,    1569.609757
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,13,    1560.102042
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,14,    1560.646571
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,15,    1555.903472
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,16,    1542.618770
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,17,    1570.401665
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,18,    1564.935361
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,19,    1550.139776
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,20,    1562.657885
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,21,    1546.285221
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,22,    1551.825617
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,23,    1557.498108
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,24,    1559.534633
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,25,    1569.909035
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,26,    1546.177859
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,27,    1543.287006
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,28,    1545.941981
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,29,    1544.693184
