dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,0,    3507.242686
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,1,    3450.139316
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,2,    3461.269860
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,3,    3450.970830
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,4,    3445.042691
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,5,    3441.676295
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,6,    3438.934572
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,7,    3441.236007
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,8,    3439.066178
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,9,    3440.828640
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,10,    3435.777872
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,11,    3439.300777
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,12,    3438.195838
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,13,    3435.437206
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,14,    3437.371273
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,15,    3437.135077
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,16,    3438.762826
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,17,    3438.032066
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,18,    3439.505342
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,19,    3438.377482
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,20,    3441.804634
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,21,    3434.325929
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,22,    3435.944540
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,23,    3436.536633
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,24,    3439.014905
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,25,    3432.892709
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,26,    3444.476033
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,27,    3435.322866
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,28,    3436.872395
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,29,    3441.506815
