dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,0,    5557.257042
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,1,    5473.198561
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,2,    5460.983229
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,3,    5457.677638
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,4,    5449.138939
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,5,    5453.322720
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,6,    5463.180609
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,7,    5459.245986
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,8,    5464.993889
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,9,    5458.325185
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,10,    5468.404018
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,11,    5457.043977
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,12,    5456.401918
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,13,    5462.456173
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,14,    5453.896179
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,15,    5459.896310
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,16,    5462.664957
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,17,    5461.566850
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,18,    5466.935024
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,19,    5462.941907
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,20,    5459.310726
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,21,    5457.548484
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,22,    5468.777942
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,23,    5456.767540
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,24,    5454.179408
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,25,    5456.823531
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,26,    5449.626265
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,27,    5460.768783
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,28,    5457.275522
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,29,    5463.699036
