dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",16,512,0,     774.604442
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",16,512,1,     771.041072
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",16,512,2,     774.499937
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",16,512,3,     773.769135
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",16,512,4,     771.269842
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",16,512,5,     772.267657
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",16,512,6,     771.387392
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",16,512,7,     771.527945
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",16,512,8,     772.592586
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",16,512,9,     772.509388
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",16,512,10,     772.877054
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",16,512,11,     773.257220
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",16,512,12,     773.540715
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",16,512,13,     772.695039
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",16,512,14,     773.154199
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",16,512,15,     775.646863
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",16,512,16,     774.703808
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",16,512,17,     774.751590
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",16,512,18,     774.490270
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",16,512,19,     774.834652
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",16,512,20,     774.807732
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",16,512,21,     775.618159
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",16,512,22,     775.415546
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",16,512,23,     774.913922
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",16,512,24,     775.347016
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",16,512,25,     774.741770
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",16,512,26,     774.933868
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",16,512,27,     774.935204
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",16,512,28,     775.190437
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",16,512,29,     772.669752
