dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"D | D | D | D | N | D",2,512,0,    9351.135312
3,float,uniform,PoisFFT,"D | D | D | D | N | D",2,512,1,    9284.559437
3,float,uniform,PoisFFT,"D | D | D | D | N | D",2,512,2,    9282.138305
3,float,uniform,PoisFFT,"D | D | D | D | N | D",2,512,3,    9288.378016
3,float,uniform,PoisFFT,"D | D | D | D | N | D",2,512,4,    9299.392473
3,float,uniform,PoisFFT,"D | D | D | D | N | D",2,512,5,    9290.071681
3,float,uniform,PoisFFT,"D | D | D | D | N | D",2,512,6,    9289.685100
3,float,uniform,PoisFFT,"D | D | D | D | N | D",2,512,7,    9281.536456
3,float,uniform,PoisFFT,"D | D | D | D | N | D",2,512,8,    9289.613713
3,float,uniform,PoisFFT,"D | D | D | D | N | D",2,512,9,    9282.373256
3,float,uniform,PoisFFT,"D | D | D | D | N | D",2,512,10,    9285.439628
3,float,uniform,PoisFFT,"D | D | D | D | N | D",2,512,11,    9276.519496
3,float,uniform,PoisFFT,"D | D | D | D | N | D",2,512,12,    9285.913578
3,float,uniform,PoisFFT,"D | D | D | D | N | D",2,512,13,    9279.364513
3,float,uniform,PoisFFT,"D | D | D | D | N | D",2,512,14,    9279.018776
3,float,uniform,PoisFFT,"D | D | D | D | N | D",2,512,15,    9284.146403
3,float,uniform,PoisFFT,"D | D | D | D | N | D",2,512,16,    9279.089546
3,float,uniform,PoisFFT,"D | D | D | D | N | D",2,512,17,    9287.516068
3,float,uniform,PoisFFT,"D | D | D | D | N | D",2,512,18,    9282.939596
3,float,uniform,PoisFFT,"D | D | D | D | N | D",2,512,19,    9275.140496
3,float,uniform,PoisFFT,"D | D | D | D | N | D",2,512,20,    9687.004823
3,float,uniform,PoisFFT,"D | D | D | D | N | D",2,512,21,    9731.162566
3,float,uniform,PoisFFT,"D | D | D | D | N | D",2,512,22,    9763.155729
3,float,uniform,PoisFFT,"D | D | D | D | N | D",2,512,23,    9725.135144
3,float,uniform,PoisFFT,"D | D | D | D | N | D",2,512,24,    9744.229408
3,float,uniform,PoisFFT,"D | D | D | D | N | D",2,512,25,    9767.066355
3,float,uniform,PoisFFT,"D | D | D | D | N | D",2,512,26,    9794.114095
3,float,uniform,PoisFFT,"D | D | D | D | N | D",2,512,27,    9795.264937
3,float,uniform,PoisFFT,"D | D | D | D | N | D",2,512,28,    9763.643751
3,float,uniform,PoisFFT,"D | D | D | D | N | D",2,512,29,    9762.819541
