dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"D | D | D | D | D | D",6,512,0,    7612.714412
3,double,uniform,PoisFFT,"D | D | D | D | D | D",6,512,1,    7486.599039
3,double,uniform,PoisFFT,"D | D | D | D | D | D",6,512,2,    7479.388891
3,double,uniform,PoisFFT,"D | D | D | D | D | D",6,512,3,    7594.652130
3,double,uniform,PoisFFT,"D | D | D | D | D | D",6,512,4,    7499.651953
3,double,uniform,PoisFFT,"D | D | D | D | D | D",6,512,5,    7575.922118
3,double,uniform,PoisFFT,"D | D | D | D | D | D",6,512,6,    7590.870352
3,double,uniform,PoisFFT,"D | D | D | D | D | D",6,512,7,    7581.361374
3,double,uniform,PoisFFT,"D | D | D | D | D | D",6,512,8,    7579.266360
3,double,uniform,PoisFFT,"D | D | D | D | D | D",6,512,9,    7598.695069
3,double,uniform,PoisFFT,"D | D | D | D | D | D",6,512,10,    7601.083292
3,double,uniform,PoisFFT,"D | D | D | D | D | D",6,512,11,    7593.565583
3,double,uniform,PoisFFT,"D | D | D | D | D | D",6,512,12,    7596.765738
3,double,uniform,PoisFFT,"D | D | D | D | D | D",6,512,13,    7589.044116
3,double,uniform,PoisFFT,"D | D | D | D | D | D",6,512,14,    7593.009927
3,double,uniform,PoisFFT,"D | D | D | D | D | D",6,512,15,    7589.993625
3,double,uniform,PoisFFT,"D | D | D | D | D | D",6,512,16,    7620.206044
3,double,uniform,PoisFFT,"D | D | D | D | D | D",6,512,17,    7600.455178
3,double,uniform,PoisFFT,"D | D | D | D | D | D",6,512,18,    7586.073220
3,double,uniform,PoisFFT,"D | D | D | D | D | D",6,512,19,    7594.837935
3,double,uniform,PoisFFT,"D | D | D | D | D | D",6,512,20,    7597.444782
3,double,uniform,PoisFFT,"D | D | D | D | D | D",6,512,21,    7591.001699
3,double,uniform,PoisFFT,"D | D | D | D | D | D",6,512,22,    7594.951291
3,double,uniform,PoisFFT,"D | D | D | D | D | D",6,512,23,    7582.483967
3,double,uniform,PoisFFT,"D | D | D | D | D | D",6,512,24,    7601.712560
3,double,uniform,PoisFFT,"D | D | D | D | D | D",6,512,25,    7604.231387
3,double,uniform,PoisFFT,"D | D | D | D | D | D",6,512,26,    7590.126757
3,double,uniform,PoisFFT,"D | D | D | D | D | D",6,512,27,    7602.979123
3,double,uniform,PoisFFT,"D | D | D | D | D | D",6,512,28,    7591.428046
3,double,uniform,PoisFFT,"D | D | D | D | D | D",6,512,29,    7596.249467
