dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | P | P",8,512,0,    2938.832432
3,double,uniform,PoisFFT,"P | P | P | P | P | P",8,512,1,    2944.023571
3,double,uniform,PoisFFT,"P | P | P | P | P | P",8,512,2,    2939.223419
3,double,uniform,PoisFFT,"P | P | P | P | P | P",8,512,3,    2937.689318
3,double,uniform,PoisFFT,"P | P | P | P | P | P",8,512,4,    2941.141229
3,double,uniform,PoisFFT,"P | P | P | P | P | P",8,512,5,    2939.825642
3,double,uniform,PoisFFT,"P | P | P | P | P | P",8,512,6,    2938.703167
3,double,uniform,PoisFFT,"P | P | P | P | P | P",8,512,7,    2938.364924
3,double,uniform,PoisFFT,"P | P | P | P | P | P",8,512,8,    2938.264750
3,double,uniform,PoisFFT,"P | P | P | P | P | P",8,512,9,    2939.150266
3,double,uniform,PoisFFT,"P | P | P | P | P | P",8,512,10,    2944.044877
3,double,uniform,PoisFFT,"P | P | P | P | P | P",8,512,11,    2942.471509
3,double,uniform,PoisFFT,"P | P | P | P | P | P",8,512,12,    2937.838202
3,double,uniform,PoisFFT,"P | P | P | P | P | P",8,512,13,    2936.832452
3,double,uniform,PoisFFT,"P | P | P | P | P | P",8,512,14,    2941.570108
3,double,uniform,PoisFFT,"P | P | P | P | P | P",8,512,15,    2937.222183
3,double,uniform,PoisFFT,"P | P | P | P | P | P",8,512,16,    2937.318913
3,double,uniform,PoisFFT,"P | P | P | P | P | P",8,512,17,    2941.987568
3,double,uniform,PoisFFT,"P | P | P | P | P | P",8,512,18,    2945.839978
3,double,uniform,PoisFFT,"P | P | P | P | P | P",8,512,19,    2944.623286
3,double,uniform,PoisFFT,"P | P | P | P | P | P",8,512,20,    2942.464812
3,double,uniform,PoisFFT,"P | P | P | P | P | P",8,512,21,    2944.663958
3,double,uniform,PoisFFT,"P | P | P | P | P | P",8,512,22,    2946.941514
3,double,uniform,PoisFFT,"P | P | P | P | P | P",8,512,23,    2944.223864
3,double,uniform,PoisFFT,"P | P | P | P | P | P",8,512,24,    2948.996833
3,double,uniform,PoisFFT,"P | P | P | P | P | P",8,512,25,    2944.657687
3,double,uniform,PoisFFT,"P | P | P | P | P | P",8,512,26,    2943.113281
3,double,uniform,PoisFFT,"P | P | P | P | P | P",8,512,27,    2947.163088
3,double,uniform,PoisFFT,"P | P | P | P | P | P",8,512,28,    2944.259437
3,double,uniform,PoisFFT,"P | P | P | P | P | P",8,512,29,    2945.026057
