dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,0,    1307.062972
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,1,    1303.363210
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,2,    1308.859795
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,3,    1289.508957
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,4,    1290.019821
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,5,    1282.623467
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,6,    1306.979452
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,7,    1289.915016
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,8,    1284.260297
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,9,    1311.437976
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,10,    1284.789510
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,11,    1273.963219
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,12,    1279.020322
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,13,    1277.055739
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,14,    1278.794187
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,15,    1284.220162
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,16,    1293.678433
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,17,    1307.783315
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,18,    1305.196721
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,19,    1287.832284
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,20,    1281.010512
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,21,    1280.800758
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,22,    1291.429715
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,23,    1297.166264
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,24,    1286.949156
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,25,    1282.054997
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,26,    1309.080658
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,27,    1284.960315
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,28,    1303.475828
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,29,    1276.219558
