dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"D | D | D | D | N | D",16,512,0,    1611.595580
3,double,uniform,PoisFFT,"D | D | D | D | N | D",16,512,1,    1609.320417
3,double,uniform,PoisFFT,"D | D | D | D | N | D",16,512,2,    1609.368408
3,double,uniform,PoisFFT,"D | D | D | D | N | D",16,512,3,    1608.134155
3,double,uniform,PoisFFT,"D | D | D | D | N | D",16,512,4,    1611.386303
3,double,uniform,PoisFFT,"D | D | D | D | N | D",16,512,5,    1608.390762
3,double,uniform,PoisFFT,"D | D | D | D | N | D",16,512,6,    1607.780439
3,double,uniform,PoisFFT,"D | D | D | D | N | D",16,512,7,    1607.566517
3,double,uniform,PoisFFT,"D | D | D | D | N | D",16,512,8,    1606.689107
3,double,uniform,PoisFFT,"D | D | D | D | N | D",16,512,9,    1606.738371
3,double,uniform,PoisFFT,"D | D | D | D | N | D",16,512,10,    1610.831856
3,double,uniform,PoisFFT,"D | D | D | D | N | D",16,512,11,    1605.243308
3,double,uniform,PoisFFT,"D | D | D | D | N | D",16,512,12,    1607.427396
3,double,uniform,PoisFFT,"D | D | D | D | N | D",16,512,13,    1608.421452
3,double,uniform,PoisFFT,"D | D | D | D | N | D",16,512,14,    1603.322472
3,double,uniform,PoisFFT,"D | D | D | D | N | D",16,512,15,    1605.397144
3,double,uniform,PoisFFT,"D | D | D | D | N | D",16,512,16,    1603.495990
3,double,uniform,PoisFFT,"D | D | D | D | N | D",16,512,17,    1602.356503
3,double,uniform,PoisFFT,"D | D | D | D | N | D",16,512,18,    1605.415395
3,double,uniform,PoisFFT,"D | D | D | D | N | D",16,512,19,    1607.344682
3,double,uniform,PoisFFT,"D | D | D | D | N | D",16,512,20,    1609.567642
3,double,uniform,PoisFFT,"D | D | D | D | N | D",16,512,21,    1609.308071
3,double,uniform,PoisFFT,"D | D | D | D | N | D",16,512,22,    1608.704060
3,double,uniform,PoisFFT,"D | D | D | D | N | D",16,512,23,    1598.174826
3,double,uniform,PoisFFT,"D | D | D | D | N | D",16,512,24,    1597.176539
3,double,uniform,PoisFFT,"D | D | D | D | N | D",16,512,25,    1598.947150
3,double,uniform,PoisFFT,"D | D | D | D | N | D",16,512,26,    1597.725959
3,double,uniform,PoisFFT,"D | D | D | D | N | D",16,512,27,    1604.340635
3,double,uniform,PoisFFT,"D | D | D | D | N | D",16,512,28,    1599.248160
3,double,uniform,PoisFFT,"D | D | D | D | N | D",16,512,29,    1601.879669
