dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,512,0,    1256.536726
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,512,1,    1382.178902
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,512,2,    1341.659020
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,512,3,    1348.335478
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,512,4,    1373.902291
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,512,5,    1325.394394
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,512,6,    1255.713374
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,512,7,    1279.765646
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,512,8,    1305.908618
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,512,9,    1327.949613
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,512,10,    1300.740006
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,512,11,    1338.772546
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,512,12,    1182.600324
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,512,13,    1200.081454
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,512,14,    1406.983068
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,512,15,    1355.032077
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,512,16,    1386.264386
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,512,17,    1350.290772
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,512,18,    1217.714275
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,512,19,    1306.398430
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,512,20,    1311.363901
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,512,21,    1327.986803
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,512,22,    1325.749615
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,512,23,    1213.217383
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,512,24,    1343.262531
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,512,25,    1353.303291
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,512,26,    1260.674896
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,512,27,    1376.351285
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,512,28,    1279.170940
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,512,29,    1430.800579
