dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,0,    3818.414081
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,1,    3842.194403
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,2,    3839.687909
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,3,    3822.647766
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,4,    3825.750110
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,5,    3842.193872
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,6,    3835.292153
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,7,    3823.017545
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,8,    3824.869961
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,9,    3842.854389
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,10,    3835.661314
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,11,    3825.885880
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,12,    3829.448876
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,13,    3819.542482
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,14,    3837.410501
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,15,    3837.312278
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,16,    3830.539797
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,17,    3814.087104
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,18,    3813.206951
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,19,    3832.884360
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,20,    3820.083403
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,21,    3831.726141
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,22,    3828.359787
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,23,    3841.923618
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,24,    3842.799889
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,25,    3824.059118
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,26,    3826.384104
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,27,    3809.577188
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,28,    3840.883268
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",2,512,29,    3843.381162
