dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,512,0,    1419.964792
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,512,1,    1317.767753
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,512,2,    1359.592118
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,512,3,    1471.231998
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,512,4,    1350.413277
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,512,5,    1402.991922
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,512,6,    1416.070024
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,512,7,    1482.695899
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,512,8,    1512.208961
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,512,9,    1423.553654
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,512,10,    1432.286472
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,512,11,    1426.061523
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,512,12,    1432.082180
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,512,13,    1426.085690
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,512,14,    1357.628318
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,512,15,    1488.617787
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,512,16,    1385.992961
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,512,17,    1386.943315
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,512,18,    1463.757158
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,512,19,    1496.181366
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,512,20,    1354.669103
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,512,21,    1300.544202
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,512,22,    1518.823143
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,512,23,    1523.565790
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,512,24,    1423.258034
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,512,25,    1403.897441
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,512,26,    1345.074932
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,512,27,    1488.181748
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,512,28,    1486.564778
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,512,29,    1454.197525
