dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,512,0,    6384.402131
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,512,1,    6116.964756
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,512,2,    6134.677989
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,512,3,    6167.094838
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,512,4,    6119.200711
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,512,5,    6119.000558
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,512,6,    6131.638960
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,512,7,    6114.407248
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,512,8,    6122.573223
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,512,9,    6129.764647
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,512,10,    6118.337814
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,512,11,    6118.368317
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,512,12,    6121.494426
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,512,13,    6131.225992
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,512,14,    6117.424154
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,512,15,    6121.245094
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,512,16,    6116.636117
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,512,17,    6236.831066
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,512,18,    6122.315931
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,512,19,    6122.549967
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,512,20,    6115.223307
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,512,21,    6121.829979
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,512,22,    6115.989315
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,512,23,    6126.069887
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,512,24,    6121.839880
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,512,25,    6124.009377
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,512,26,    6120.220241
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,512,27,    6124.139679
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,512,28,    6118.884230
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",2,512,29,    6246.431308
